ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2010,2010-09-26,3,23.363,STL,,WAS,W 30-16,,0.0,0,2
2,2010,2010-10-03,4,24.005,STL,,SEA,W 20-3,,0.0,2,0
3,2010,2010-10-10,5,24.012,STL,@,DET,L 6-44,,0.0,3,1
4,2010,2010-10-17,6,24.019,STL,,SDG,W 20-17,,,,
5,2010,2010-10-24,7,24.026,STL,@,TAM,L 17-18,,0.5,0,1
6,2010,2010-10-31,8,24.033,STL,,CAR,W 20-10,,0.0,1,0
7,2010,2010-11-14,9,24.047,STL,@,SFO,L 20-23,,0.0,1,0
8,2010,2010-11-21,10,24.054,STL,,ATL,L 17-34,,0.0,2,0
9,2010,2010-12-05,12,24.068,STL,@,ARI,W 19-6,,,,
10,2010,2010-12-19,14,24.082,STL,,KAN,L 13-27,,0.0,0,0
11,2012,2012-09-09,1,25.347,STL,@,DET,L 23-27,*,,,
12,2012,2012-09-16,2,25.354,STL,,WAS,W 31-28,*,,,
13,2012,2012-09-23,3,25.361,STL,@,CHI,L 6-23,*,0.0,3,0
14,2012,2012-10-04,5,26.006,STL,,ARI,W 17-3,,1.0,1,1
15,2012,2012-10-14,6,26.016,STL,@,MIA,L 14-17,,,,
16,2012,2012-10-21,7,26.023,STL,,GNB,L 20-30,,0.0,2,0
17,2012,2012-10-28,8,26.030,STL,,NWE,L 7-45,,0.0,1,0
18,2012,2012-11-11,9,26.044,STL,@,SFO,T 24-24,,0.0,3,0
19,2012,2012-11-18,10,26.051,STL,,NYJ,L 13-27,,0.0,1,0
20,2012,2012-11-25,11,26.058,STL,@,ARI,W 31-17,,0.0,1,0
21,2012,2012-12-02,12,26.065,STL,,SFO,W 16-13,,0.0,4,0
22,2012,2012-12-09,13,26.072,STL,@,BUF,W 15-12,,0.0,1,0
23,2012,2012-12-16,14,26.079,STL,,MIN,L 22-36,*,,,
24,2012,2012-12-23,15,26.086,STL,@,TAM,W 28-13,,0.0,1,0
25,2012,2012-12-30,16,26.093,STL,@,SEA,L 13-20,,0.0,1,0
26,2013,2013-09-08,1,26.345,STL,,ARI,W 27-24,,0.0,1,0
27,2013,2013-09-15,2,26.352,STL,@,ATL,L 24-31,,0.0,1,0
28,2013,2013-09-22,3,26.359,STL,@,DAL,L 7-31,,0.0,0,1
29,2013,2013-09-26,4,26.363,STL,,SFO,L 11-35,,,,
30,2013,2013-10-06,5,27.008,STL,,JAX,W 34-20,,0.0,1,0
31,2013,2013-10-13,6,27.015,STL,@,HOU,W 38-13,,0.0,0,1
32,2013,2013-10-20,7,27.022,STL,@,CAR,L 15-30,,0.0,1,0
33,2013,2013-10-28,8,27.030,STL,,SEA,L 9-14,,,,
34,2013,2013-11-03,9,27.036,STL,,TEN,L 21-28,,0.0,1,0
35,2013,2013-11-10,10,27.043,STL,@,IND,W 38-8,,0.0,0,1
36,2013,2013-11-24,11,27.057,STL,,CHI,W 42-21,,,,
37,2013,2013-12-22,15,27.085,STL,,TAM,W 23-13,,0.0,1,0
38,2013,2013-12-29,16,27.092,STL,@,SEA,L 9-27,,0.0,1,1
39,2015,2015-09-13,1,28.350,DET,@,SDG,L 28-33,,0.0,0,1
40,2015,2015-09-20,2,28.357,DET,@,MIN,L 16-26,,0.0,0,0
41,2015,2015-10-11,5,29.013,DET,,ARI,L 17-42,,0.0,2,0
42,2015,2015-10-18,6,29.020,DET,,CHI,W 37-34,,0.0,1,0
43,2015,2015-10-25,7,29.027,DET,,MIN,L 19-28,,0.0,0,1
44,2015,2015-11-01,8,29.034,DET,@,KAN,L 10-45,,0.0,0,0
45,2015,2016-01-03,16,29.097,DET,@,CHI,W 24-20,,0.0,2,0
