ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1987,1987-10-04,3,28.108,DET,,TAM,L 27-31,4,99,24.75,1,1,6
2,1987,1987-10-11,4,28.115,DET,@,GNB,W 19-16,6,85,14.17,0,0,0
3,1987,1987-10-18,5,28.122,DET,,SEA,L 14-37,2,23,11.50,0,0,0
