ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1971,1971-09-19,1,22.327,NOR,,RAM,W 24-20,3,33,11.00,0,0,0,,0,0,0,,0,0,0
2,1971,1971-09-26,2,22.334,NOR,,SFO,L 20-38,2,47,23.50,0,0,0,,0,0,0,,0,0,0
3,1971,1971-10-03,3,22.341,NOR,@,HOU,T 13-13,,,,,,,,,,,,,,
4,1971,1971-10-10,4,22.348,NOR,@,CHI,L 14-35,1,11,11.00,0,0,0,,0,0,0,,0,0,0
5,1971,1971-10-17,5,22.355,NOR,,DAL,W 24-14,,,,,,,,,,,,,,
6,1971,1971-10-24,6,22.362,NOR,@,ATL,L 6-28,2,24,12.00,0,0,0,,0,0,0,,0,0,0
7,1971,1971-10-31,7,23.004,NOR,@,WAS,L 14-24,1,8,8.00,0,0,0,,0,0,0,,0,0,0
8,1971,1971-11-07,8,23.011,NOR,,OAK,T 21-21,1,13,13.00,0,0,0,,0,0,0,,0,0,0
9,1971,1971-11-14,9,23.018,NOR,@,SFO,W 26-20,1,12,12.00,0,0,0,,0,0,0,,0,0,0
10,1971,1971-11-21,10,23.025,NOR,,MIN,L 10-23,,,,,,,,,,,,,,
11,1971,1971-11-28,11,23.032,NOR,@,GNB,W 29-21,3,40,13.33,0,0,0,,0,0,0,,0,0,0
12,1971,1971-12-05,12,23.039,NOR,@,RAM,L 28-45,1,9,9.00,0,0,0,,0,0,0,,0,0,0
13,1971,1971-12-12,13,23.046,NOR,,CLE,L 17-21,2,63,31.50,0,0,0,,0,0,0,,0,0,0
14,1971,1971-12-19,14,23.053,NOR,,ATL,L 20-24,4,59,14.75,0,0,0,,0,0,0,,0,0,0
15,1972,1972-09-17,1,23.326,NOR,@,RAM,L 14-34,2,55,27.50,1,0,0,,0,0,0,,0,1,6
16,1972,1972-09-25,2,23.334,NOR,,KAN,L 17-20,,,,,,,,,,,,,,
17,1972,1972-10-01,3,23.340,NOR,,SFO,L 2-37,1,21,21.00,0,0,0,,0,1,6,6.00,0,0,0
18,1972,1972-10-08,4,23.347,NOR,@,NYG,L 21-45,3,27,9.00,0,0,0,,0,0,0,,0,0,0
19,1972,1972-10-15,5,23.354,NOR,,ATL,L 14-21,3,30,10.00,0,0,0,,0,0,0,,0,0,0
20,1972,1972-10-22,6,23.361,NOR,@,SFO,T 20-20,5,83,16.60,0,0,0,,0,0,0,,0,0,0
21,1972,1972-10-29,7,24.002,NOR,,PHI,W 21-3,2,16,8.00,0,0,0,,0,0,0,,0,0,0
22,1972,1972-11-05,8,24.009,NOR,@,MIN,L 6-37,3,16,5.33,0,0,0,,0,0,0,,0,0,0
23,1972,1972-11-12,9,24.016,NOR,@,ATL,L 20-36,4,69,17.25,0,0,0,,0,0,0,,0,0,0
24,1972,1972-11-19,10,24.023,NOR,@,DET,L 14-27,3,36,12.00,0,0,0,,0,0,0,,0,0,0
25,1972,1972-11-26,11,24.030,NOR,,RAM,W 19-16,4,74,18.50,1,0,0,,0,0,0,,0,1,6
26,1972,1972-12-03,12,24.037,NOR,@,NYJ,L 17-18,7,67,9.57,0,0,0,,0,0,0,,0,0,0
27,1972,1972-12-10,13,24.044,NOR,,NWE,L 10-17,7,67,9.57,0,0,0,,0,0,0,,0,0,0
28,1972,1972-12-17,14,24.051,NOR,,GNB,L 20-30,3,18,6.00,0,0,0,,0,0,0,,0,0,0
29,1973,1973-09-16,1,24.324,NOR,,ATL,L 7-62,2,48,24.00,0,0,0,,0,0,0,,0,0,0
30,1973,1973-09-24,2,24.332,NOR,@,DAL,L 3-40,,,,,,,,,,,,,,
31,1973,1973-09-30,3,24.338,NOR,@,BAL,L 10-14,4,60,15.00,1,0,0,,0,0,0,,0,1,6
32,1973,1973-10-07,4,24.345,NOR,,CHI,W 21-16,,,,,,,,,,,,,,
