ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2016,2016-09-11,1,23.161,SDG,@,KAN,L 27-33,
2,2016,2016-09-18,2,23.168,SDG,,JAX,W 38-14,
3,2016,2016-09-25,3,23.175,SDG,@,IND,L 22-26,
4,2016,2016-10-02,4,23.182,SDG,,NOR,L 34-35,
5,2016,2016-10-09,5,23.189,SDG,@,OAK,L 31-34,
6,2016,2016-10-13,6,23.193,SDG,,DEN,W 21-13,
7,2016,2016-10-23,7,23.203,SDG,@,ATL,W 33-30,
8,2016,2016-10-30,8,23.210,SDG,@,DEN,L 19-27,
9,2016,2016-11-06,9,23.217,SDG,,TEN,W 43-35,
10,2016,2016-11-13,10,23.224,SDG,,MIA,L 24-31,
11,2016,2016-11-27,11,23.238,SDG,@,HOU,W 21-13,
12,2016,2016-12-04,12,23.245,SDG,,TAM,L 21-28,
13,2016,2016-12-11,13,23.252,SDG,@,CAR,L 16-28,
14,2016,2016-12-18,14,23.259,SDG,,OAK,L 16-19,
15,2016,2016-12-24,15,23.265,SDG,@,CLE,L 17-20,
16,2016,2017-01-01,16,23.273,SDG,,KAN,L 27-37,
17,2017,2017-09-11,1,24.161,LAC,@,DEN,L 21-24,*
18,2017,2017-09-17,2,24.167,LAC,,MIA,L 17-19,*
19,2017,2017-09-24,3,24.174,LAC,,KAN,L 10-24,*
20,2017,2017-10-01,4,24.181,LAC,,PHI,L 24-26,*
21,2017,2017-10-08,5,24.188,LAC,@,NYG,W 27-22,*
22,2017,2017-10-15,6,24.195,LAC,@,OAK,W 17-16,*
23,2017,2017-10-22,7,24.202,LAC,,DEN,W 21-0,*
24,2017,2017-10-29,8,24.209,LAC,@,NWE,L 13-21,*
25,2017,2017-11-12,9,24.223,LAC,@,JAX,L 17-20,*
26,2017,2017-11-19,10,24.230,LAC,,BUF,W 54-24,*
27,2017,2017-11-23,11,24.234,LAC,@,DAL,W 28-6,*
28,2017,2017-12-03,12,24.244,LAC,,CLE,W 19-10,*
29,2017,2017-12-10,13,24.251,LAC,,WAS,W 30-13,*
30,2017,2017-12-16,14,24.257,LAC,@,KAN,L 13-30,*
31,2017,2017-12-24,15,24.265,LAC,@,NYJ,W 14-7,*
32,2017,2017-12-31,16,24.272,LAC,,OAK,W 30-10,*
33,2018,2018-09-23,3,25.173,NYG,@,HOU,W 27-22,
