ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,2000,2000-09-03,1,23.022,PIT,,BAL,L 0-16,,9,4,77,19.25,0,44.4%,8.56,0,0,,0,0,0
2,2000,2000-09-17,2,23.036,PIT,@,CLE,L 20-23,*,4,1,10,10.00,0,25.0%,2.50,0,0,,0,0,0
3,2000,2000-09-24,3,23.043,PIT,,TEN,L 20-23,,6,1,17,17.00,0,16.7%,2.83,0,0,,0,0,0
4,2000,2000-10-01,4,23.050,PIT,@,JAX,W 24-13,,7,3,40,13.33,0,42.9%,5.71,0,0,,0,0,0
5,2000,2000-10-08,5,23.057,PIT,@,NYJ,W 20-3,,7,3,26,8.67,0,42.9%,3.71,0,0,,0,0,0
6,2000,2000-10-15,6,23.064,PIT,,CIN,W 15-0,,10,4,33,8.25,0,40.0%,3.30,0,0,,0,0,0
7,2000,2000-10-22,7,23.071,PIT,,CLE,W 22-0,,7,2,25,12.50,0,28.6%,3.57,0,0,,0,0,0
8,2000,2000-10-29,8,23.078,PIT,@,BAL,W 9-6,*,5,2,16,8.00,0,40.0%,3.20,0,0,,0,0,0
9,2000,2000-11-05,9,23.085,PIT,@,TEN,L 7-9,,4,1,25,25.00,0,25.0%,6.25,0,0,,0,0,0
10,2000,2000-11-12,10,23.092,PIT,,PHI,L 23-26,,5,1,4,4.00,0,20.0%,0.80,0,0,,0,0,0
11,2000,2000-11-19,11,23.099,PIT,,JAX,L 24-34,*,1,,,,,0.0%,,,,,,,
12,2000,2000-11-26,12,23.106,PIT,@,CIN,W 48-28,,,,,,,0.0%,,,,,,,
13,2001,2001-09-09,1,24.028,PIT,@,JAX,L 3-21,*,5,2,24,12.00,0,40.0%,4.80,0,0,,0,0,0
14,2001,2001-09-30,2,24.049,PIT,@,BUF,W 20-3,*,6,2,19,9.50,0,33.3%,3.17,0,0,,0,0,0
15,2001,2001-10-07,3,24.056,PIT,,CIN,W 16-7,*,8,3,37,12.33,0,37.5%,4.63,0,0,,0,0,0
16,2001,2001-10-14,4,24.063,PIT,@,KAN,W 20-17,*,6,3,39,13.00,0,50.0%,6.50,0,0,,0,0,0
17,2001,2001-10-21,5,24.070,PIT,@,TAM,W 17-10,*,7,3,26,8.67,0,42.9%,3.71,0,0,,0,0,0
18,2001,2001-10-29,6,24.078,PIT,,TEN,W 34-7,*,8,6,151,25.17,0,75.0%,18.88,0,0,,0,0,0
19,2001,2001-11-04,7,24.084,PIT,,BAL,L 10-13,*,7,4,56,14.00,1,57.1%,8.00,0,0,,0,1,6
20,2001,2001-11-11,8,24.091,PIT,@,CLE,W 15-12,*,10,4,44,11.00,0,40.0%,4.40,0,0,,0,0,0
21,2001,2001-11-18,9,24.098,PIT,,JAX,W 20-7,*,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0
22,2001,2001-11-25,10,24.105,PIT,@,TEN,W 34-24,*,12,8,114,14.25,1,66.7%,9.50,0,0,,0,1,6
23,2001,2001-12-02,11,24.112,PIT,,MIN,W 21-16,*,8,6,86,14.33,0,75.0%,10.75,0,0,,0,0,0
24,2001,2001-12-09,12,24.119,PIT,,NYJ,W 18-7,*,8,3,29,9.67,0,37.5%,3.63,0,0,,0,0,0
25,2001,2001-12-16,13,24.126,PIT,@,BAL,W 26-21,*,12,8,164,20.50,1,66.7%,13.67,0,0,,0,1,6
26,2001,2001-12-23,14,24.133,PIT,,DET,W 47-14,*,7,4,56,14.00,1,57.1%,8.00,0,0,,0,1,6
27,2001,2001-12-30,15,24.140,PIT,@,CIN,L 23-26,*,10,6,102,17.00,2,60.0%,10.20,0,0,,0,2,12
28,2001,2002-01-06,16,24.147,PIT,,CLE,W 28-7,*,5,3,48,16.00,0,60.0%,9.60,0,0,,0,0,0
29,2002,2002-09-09,1,25.028,PIT,@,NWE,L 14-30,,6,1,11,11.00,0,16.7%,1.83,0,0,,0,0,0
30,2002,2002-09-15,2,25.034,PIT,,OAK,L 17-30,*,7,1,10,10.00,0,14.3%,1.43,0,0,,0,0,0
31,2002,2002-09-29,3,25.048,PIT,,CLE,W 16-13,*,12,7,84,12.00,1,58.3%,7.00,0,0,,0,1,6
32,2002,2002-10-06,4,25.055,PIT,@,NOR,L 29-32,*,7,4,59,14.75,1,57.1%,8.43,0,0,,0,1,6
33,2002,2002-10-13,5,25.062,PIT,@,CIN,W 34-7,*,11,8,149,18.63,0,72.7%,13.55,0,0,,0,0,0
34,2002,2002-10-21,6,25.070,PIT,,IND,W 28-10,*,10,6,79,13.17,0,60.0%,7.90,0,0,,0,0,0
35,2002,2002-10-27,7,25.076,PIT,@,BAL,W 31-18,*,7,5,55,11.00,2,71.4%,7.86,0,0,,0,2,12
36,2002,2002-11-03,8,25.083,PIT,@,CLE,W 23-20,*,6,4,69,17.25,0,66.7%,11.50,0,0,,0,0,0
37,2002,2002-11-10,9,25.090,PIT,,ATL,T 34-34,*,13,9,253,28.11,2,69.2%,19.46,0,0,,0,2,12
38,2002,2002-11-17,10,25.097,PIT,@,TEN,L 23-31,*,11,4,41,10.25,0,36.4%,3.73,0,0,,0,0,0
39,2002,2002-11-24,11,25.104,PIT,,CIN,W 29-21,*,6,4,38,9.50,0,66.7%,6.33,0,0,,0,0,0
40,2002,2002-12-01,12,25.111,PIT,@,JAX,W 25-23,*,9,5,95,19.00,0,55.6%,10.56,0,0,,0,0,0
41,2002,2002-12-08,13,25.118,PIT,,HOU,L 6-24,*,18,6,83,13.83,0,33.3%,4.61,0,0,,0,0,0
42,2002,2002-12-15,14,25.125,PIT,,CAR,W 30-14,*,9,6,120,20.00,1,66.7%,13.33,0,0,,0,1,6
43,2002,2002-12-23,15,25.133,PIT,@,TAM,W 17-7,*,5,5,127,25.40,0,100.0%,25.40,0,0,,0,0,0
44,2002,2002-12-29,16,25.139,PIT,,BAL,W 34-31,*,7,3,52,17.33,0,42.9%,7.43,0,0,,0,0,0
45,2003,2003-09-07,1,26.026,PIT,,BAL,W 34-15,*,7,6,116,19.33,0,85.7%,16.57,0,0,,0,0,0
46,2003,2003-09-14,2,26.033,PIT,@,KAN,L 20-41,*,13,7,115,16.43,1,53.8%,8.85,0,0,,0,1,6
47,2003,2003-09-21,3,26.040,PIT,@,CIN,W 17-10,*,9,5,56,11.20,0,55.6%,6.22,1,-7,-7.00,0,0,0
48,2003,2003-09-28,4,26.047,PIT,,TEN,L 13-30,*,10,4,64,16.00,0,40.0%,6.40,0,0,,0,0,0
49,2003,2003-10-05,5,26.054,PIT,,CLE,L 13-33,*,7,1,19,19.00,0,14.3%,2.71,0,0,,0,0,0
50,2003,2003-10-12,6,26.061,PIT,@,DEN,L 14-17,*,7,5,60,12.00,0,71.4%,8.57,0,0,,0,0,0
51,2003,2003-10-26,7,26.075,PIT,,STL,L 21-33,*,5,1,6,6.00,0,20.0%,1.20,0,0,,0,0,0
52,2003,2003-11-02,8,26.082,PIT,@,SEA,L 16-23,*,10,5,75,15.00,0,50.0%,7.50,0,0,,0,0,0
53,2003,2003-11-09,9,26.089,PIT,,ARI,W 28-15,*,5,1,6,6.00,0,20.0%,1.20,0,0,,0,0,0
54,2003,2003-11-17,10,26.097,PIT,@,SFO,L 14-30,*,14,6,92,15.33,0,42.9%,6.57,0,0,,0,0,0
55,2003,2003-11-23,11,26.103,PIT,@,CLE,W 13-6,*,5,2,16,8.00,0,40.0%,3.20,0,0,,0,0,0
56,2003,2003-11-30,12,26.110,PIT,,CIN,L 20-24,*,10,8,112,14.00,0,80.0%,11.20,0,0,,0,0,0
57,2003,2003-12-07,13,26.117,PIT,,OAK,W 27-7,*,6,3,38,12.67,1,50.0%,6.33,0,0,,0,1,6
