ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1970,1970-09-20,1,24.222,PIT,,HOU,L 7-19,1,3,3.00,0,1,24,24.00,0,0,0,,0,5,-23,-4.60,0,0,0
2,1970,1970-09-27,2,24.229,PIT,@,DEN,L 13-16,0,0,,0,0,0,,0,0,0,,0,5,33,6.60,0,0,0
3,1970,1970-10-03,3,24.235,PIT,@,CLE,L 7-15,3,35,11.67,0,0,0,,0,0,0,,0,3,36,12.00,0,0,0
4,1970,1970-10-11,4,24.243,PIT,,BUF,W 23-10,0,0,,0,1,0,0.00,0,0,0,,0,4,41,10.25,0,0,0
5,1970,1970-10-18,5,24.250,PIT,@,HOU,W 7-3,1,63,63.00,0,0,0,,0,0,0,,0,1,-1,-1.00,0,0,0
6,1970,1970-10-25,6,24.257,PIT,@,OAK,L 14-31,3,53,17.67,0,0,0,,0,0,0,,0,3,18,6.00,0,0,0
7,1970,1970-11-02,7,24.265,PIT,,CIN,W 21-10,0,0,,0,1,1,1.00,0,0,0,,0,3,30,10.00,0,0,0
8,1970,1970-11-08,8,24.271,PIT,,NYJ,W 21-17,0,0,,0,0,0,,0,0,0,,0,4,12,3.00,0,0,0
9,1970,1970-11-15,9,24.278,PIT,,KAN,L 14-31,0,0,,0,0,0,,0,0,0,,0,2,1,0.50,0,0,0
10,1970,1970-11-22,10,24.285,PIT,@,CIN,L 7-34,0,0,,0,0,0,,0,0,0,,0,2,1,0.50,0,0,0
11,1970,1970-11-29,11,24.292,PIT,,CLE,W 28-9,0,0,,0,0,0,,0,0,0,,0,1,-5,-5.00,0,0,0
12,1970,1970-12-06,12,24.299,PIT,,GNB,L 12-20,0,0,,0,0,0,,0,0,0,,0,2,3,1.50,0,0,0
13,1970,1970-12-13,13,24.306,PIT,@,ATL,L 16-27,0,0,,0,0,0,,0,0,0,,0,2,13,6.50,0,0,0
14,1970,1970-12-20,14,24.313,PIT,@,PHI,L 20-30,,,,,,,,,,,,,,,,,,
15,1971,1971-09-19,1,25.221,NWE,,OAK,W 20-6,0,0,,0,1,0,0.00,0,0,0,,0,1,6,6.00,0,0,0
16,1971,1971-09-26,2,25.228,NWE,,DET,L 7-34,0,0,,0,0,0,,0,0,0,,0,1,0,0.00,0,0,0
17,1971,1971-10-03,3,25.235,NWE,,BAL,L 3-23,0,0,,0,0,0,,0,1,45,45.00,0,1,16,16.00,0,0,0
18,1971,1971-10-17,5,25.249,NWE,@,MIA,L 3-41,0,0,,0,0,0,,0,0,0,,0,2,5,2.50,0,0,0
19,1971,1971-10-24,6,25.256,NWE,@,DAL,L 21-44,1,11,11.00,0,0,0,,0,1,28,28.00,0,1,4,4.00,0,0,0
20,1971,1971-10-31,7,25.263,NWE,@,SFO,L 10-27,2,44,22.00,0,1,-1,-1.00,0,0,0,,0,0,0,,0,0,0
21,1971,1971-11-07,8,25.270,NWE,,HOU,W 28-20,5,79,15.80,1,0,0,,0,0,0,,0,0,0,,0,1,6
22,1971,1971-11-28,11,25.291,NWE,@,BUF,L 20-27,1,9,9.00,0,1,1,1.00,0,5,131,26.20,0,0,0,,0,0,0
23,1971,1971-12-05,12,25.298,NWE,,MIA,W 34-13,2,31,15.50,0,0,0,,0,1,23,23.00,0,0,0,,0,0,0
24,1971,1971-12-12,13,25.305,NWE,@,NYJ,L 6-13,1,16,16.00,0,1,1,1.00,0,0,0,,0,1,0,0.00,0,0,0
25,1971,1971-12-19,14,25.312,NWE,@,BAL,W 21-17,2,22,11.00,0,0,0,,0,2,25,12.50,0,3,-7,-2.33,0,0,0
26,1972,1972-09-17,1,26.220,NWE,,CIN,L 7-31,,,,,,,,,,,,,,,,,,
27,1972,1972-09-24,2,26.227,NWE,,ATL,W 21-20,,,,,,,,,,,,,,,,,,
