ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1980,1980-09-07,1,23.331,NYG,@,STL,W 41-35,1,0,0
2,1980,1980-09-14,2,23.338,NYG,,WAS,L 21-23,,,
3,1980,1980-09-22,3,23.346,NYG,@,PHI,L 3-35,,,
4,1980,1980-09-28,4,23.352,NYG,,RAM,L 7-28,,,
5,1980,1980-10-05,5,23.359,NYG,@,DAL,L 3-24,,,
6,1980,1980-10-12,6,24.000,NYG,,PHI,L 16-31,,,
7,1980,1980-10-19,7,24.007,NYG,@,SDG,L 7-44,,,
8,1980,1980-10-26,8,24.014,NYG,,DEN,L 9-14,,,
9,1980,1980-11-02,9,24.021,NYG,@,TAM,L 13-30,,,
10,1980,1980-11-09,10,24.028,NYG,,DAL,W 38-35,,,
