ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1977,1977-09-18,1,22.117,NYJ,@,HOU,L 0-20,,,,,,,,,,,,,,,,,,,,,,,,,
2,1977,1977-09-25,2,22.124,NYJ,,BAL,L 12-20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,20,20.00,0,0,0
3,1977,1977-10-02,3,22.131,NYJ,,NWE,W 30-27,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,14,14.00,0,0,0
4,1977,1977-10-09,4,22.138,NYJ,@,BUF,W 24-19,,,,,,,,,,,,,,,,,,,,,,,,,
5,1977,1977-10-16,5,22.145,NYJ,@,MIA,L 17-21,,,,,,,,,,,,,,,,,,,,,,,,,
6,1977,1977-10-23,6,22.152,NYJ,,OAK,L 27-28,,,,,,,,,,,,,,,,,,,,,,,,,
7,1977,1977-10-30,7,22.159,NYJ,@,NWE,L 13-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,19,19.00,0,0,0
8,1977,1977-11-06,8,22.166,NYJ,,MIA,L 10-14,3,22,7.33,0,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
9,1977,1977-11-13,9,22.173,NYJ,,SEA,L 0-17,12,53,4.42,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
10,1977,1977-11-20,10,22.180,NYJ,@,BAL,L 12-33,14,38,2.71,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
11,1977,1977-11-27,11,22.187,NYJ,,PIT,L 20-23,23,107,4.65,0,3,26,8.67,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
12,1977,1977-12-04,12,22.194,NYJ,@,NOR,W 16-13,12,44,3.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
13,1977,1977-12-11,13,22.201,NYJ,,BUF,L 10-14,8,26,3.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,38,12.67,0,0,0
14,1977,1977-12-18,14,22.208,NYJ,@,PHI,L 0-27,7,25,3.57,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
15,1978,1978-09-03,1,23.102,NYJ,,MIA,W 33-20,16,47,2.94,0,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
16,1978,1978-09-10,2,23.109,NYJ,@,BUF,W 21-20,12,23,1.92,0,2,16,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
17,1978,1978-09-17,3,23.116,NYJ,,SEA,L 17-24,8,40,5.00,0,4,29,7.25,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
18,1978,1978-09-24,4,23.123,NYJ,@,WAS,L 3-23,10,53,5.30,0,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
19,1978,1978-10-01,5,23.130,NYJ,,PIT,L 17-28,9,46,5.11,0,3,27,9.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
20,1978,1978-10-08,6,23.137,NYJ,,BUF,W 45-14,11,50,4.55,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
21,1978,1978-10-15,7,23.144,NYJ,@,BAL,W 33-10,14,59,4.21,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
22,1978,1978-10-22,8,23.151,NYJ,,STL,W 23-10,23,94,4.09,2,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
23,1978,1978-10-29,9,23.158,NYJ,@,NWE,L 21-55,10,31,3.10,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
24,1978,1978-11-05,10,23.165,NYJ,@,DEN,W 31-28,16,89,5.56,1,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
25,1978,1978-11-12,11,23.172,NYJ,@,PHI,L 9-17,11,33,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
26,1978,1978-11-19,12,23.179,NYJ,,NWE,L 17-19,2,5,2.50,0,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
27,1978,1978-12-03,14,23.193,NYJ,,BAL,W 24-16,17,79,4.65,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
28,1978,1978-12-10,15,23.200,NYJ,@,CLE,L 34-37,6,24,4.00,0,5,42,8.40,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
29,1978,1978-12-17,16,23.207,NYJ,,DAL,L 7-30,5,8,1.60,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
30,1979,1979-09-02,1,24.101,NYJ,,CLE,L 22-25,14,94,6.71,0,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
31,1979,1979-09-09,2,24.108,NYJ,@,NWE,L 3-56,6,10,1.67,0,1,9,9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
32,1979,1979-09-16,3,24.115,NYJ,,DET,W 31-10,15,57,3.80,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
33,1979,1979-09-23,4,24.122,NYJ,@,BUF,L 31-46,17,97,5.71,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
34,1979,1979-09-30,5,24.129,NYJ,,MIA,W 33-27,10,22,2.20,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
35,1979,1979-10-07,6,24.136,NYJ,@,BAL,L 8-10,12,37,3.08,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
36,1979,1979-10-15,7,24.144,NYJ,,MIN,W 14-7,7,23,3.29,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
37,1979,1979-10-21,8,24.150,NYJ,,OAK,W 28-19,16,85,5.31,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
38,1979,1979-10-28,9,24.157,NYJ,@,HOU,L 24-27,8,29,3.63,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
39,1979,1979-11-04,10,24.164,NYJ,@,GNB,W 27-22,11,55,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
40,1979,1979-11-11,11,24.171,NYJ,,BUF,L 12-14,11,18,1.64,0,3,40,13.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
41,1979,1979-11-18,12,24.178,NYJ,@,CHI,L 13-23,8,42,5.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
42,1979,1979-11-26,13,24.186,NYJ,@,SEA,L 7-30,10,42,4.20,0,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
43,1979,1979-12-02,14,24.192,NYJ,,BAL,W 30-17,11,34,3.09,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
44,1979,1979-12-09,15,24.199,NYJ,,NWE,W 27-26,19,93,4.89,0,2,43,21.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
45,1979,1979-12-15,16,24.205,NYJ,@,MIA,W 27-24,11,29,2.64,1,1,14,14.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
46,1980,1980-09-07,1,25.106,NYJ,,BAL,L 14-17,5,12,2.40,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
47,1980,1980-09-14,2,25.113,NYJ,@,BUF,L 10-20,8,32,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
48,1980,1980-09-21,3,25.120,NYJ,,SFO,L 27-37,3,8,2.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
49,1980,1980-09-28,4,25.127,NYJ,@,BAL,L 21-35,9,30,3.33,0,2,15,7.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
50,1980,1980-10-05,5,25.134,NYJ,,NWE,L 11-21,7,52,7.43,0,2,9,4.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
51,1980,1980-10-12,6,25.141,NYJ,@,ATL,W 14-7,12,38,3.17,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
52,1980,1980-10-19,7,25.148,NYJ,,SEA,L 17-27,18,65,3.61,0,6,60,10.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
53,1980,1980-10-27,8,25.156,NYJ,,MIA,W 17-14,10,53,5.30,1,1,22,22.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
54,1980,1980-11-02,9,25.162,NYJ,@,NWE,L 21-34,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
55,1980,1980-11-09,10,25.169,NYJ,,BUF,L 24-31,12,39,3.25,1,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
56,1980,1980-11-16,11,25.176,NYJ,@,DEN,L 24-31,18,58,3.22,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
57,1980,1980-11-23,12,25.183,NYJ,,HOU,W 31-28,13,33,2.54,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
58,1980,1980-11-30,13,25.190,NYJ,@,RAM,L 13-38,6,15,2.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
59,1980,1980-12-07,14,25.197,NYJ,@,CLE,L 14-17,6,21,3.50,0,6,19,3.17,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
60,1980,1980-12-14,15,25.204,NYJ,,NOR,L 20-21,9,32,3.56,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
61,1980,1980-12-20,16,25.210,NYJ,@,MIA,W 24-17,19,75,3.95,2,1,11,11.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
62,1981,1981-09-06,1,26.105,NYJ,@,BUF,L 0-31,3,13,4.33,0,2,12,6.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
63,1981,1981-09-13,2,26.112,NYJ,,CIN,L 30-31,2,18,9.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
64,1981,1981-09-20,3,26.119,NYJ,@,PIT,L 10-38,2,4,2.00,0,2,12,6.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
65,1981,1981-09-27,4,26.126,NYJ,,HOU,W 33-17,2,4,2.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
66,1981,1981-10-04,5,26.133,NYJ,@,MIA,T 28-28,1,7,7.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
67,1981,1981-10-11,6,26.140,NYJ,,NWE,W 28-24,2,7,3.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
68,1981,1981-10-18,7,26.147,NYJ,,BUF,W 33-14,8,26,3.25,0,1,14,14.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
69,1981,1981-10-25,8,26.154,NYJ,,SEA,L 3-19,5,19,3.80,0,2,22,11.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
70,1981,1981-11-01,9,26.161,NYJ,@,NYG,W 26-7,7,23,3.29,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
71,1981,1981-11-08,10,26.168,NYJ,@,BAL,W 41-14,6,15,2.50,0,3,18,6.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
72,1981,1981-11-15,11,26.175,NYJ,@,NWE,W 17-6,8,35,4.38,0,1,12,12.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
73,1981,1981-11-22,12,26.182,NYJ,,MIA,W 16-15,2,16,8.00,0,2,17,8.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
74,1981,1981-11-29,13,26.189,NYJ,,BAL,W 25-0,2,12,6.00,0,2,18,9.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
75,1981,1981-12-06,14,26.196,NYJ,@,SEA,L 23-27,4,33,8.25,1,7,60,8.57,1,0,0,,0,0,0,,,,,,0,0,,0,2,12
76,1981,1981-12-12,15,26.202,NYJ,@,CLE,W 14-13,13,76,5.85,0,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
77,1981,1981-12-20,16,26.210,NYJ,,GNB,W 28-3,7,20,2.86,0,3,38,12.67,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
78,1982,1982-09-12,1,27.111,NYJ,,MIA,L 28-45,2,9,4.50,0,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
79,1982,1982-09-19,2,27.118,NYJ,@,NWE,W 31-7,3,15,5.00,0,1,13,13.00,1,0,0,,0,0,0,,,,,,0,0,,0,1,6
80,1982,1982-11-21,3,27.181,NYJ,,BAL,W 37-0,8,32,4.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
81,1982,1982-11-28,4,27.188,NYJ,,GNB,W 15-13,3,15,5.00,0,1,6,6.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
82,1982,1982-12-06,5,27.196,NYJ,@,DET,W 28-13,2,0,0.00,0,1,6,6.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
83,1982,1982-12-12,6,27.202,NYJ,,TAM,W 32-17,12,41,3.42,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
84,1982,1982-12-18,7,27.208,NYJ,@,MIA,L 19-20,2,1,0.50,0,3,18,6.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
85,1982,1982-12-26,8,27.216,NYJ,@,MIN,W 42-14,3,6,2.00,0,1,2,2.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
86,1982,1983-01-02,9,27.223,NYJ,@,KAN,L 13-37,3,11,3.67,0,4,30,7.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
87,1983,1983-09-04,1,28.103,NYJ,@,SDG,W 41-29,4,5,1.25,0,1,6,6.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
88,1983,1983-09-11,2,28.110,NYJ,,SEA,L 10-17,1,1,1.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
