ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,2004,2004-12-05,12,23.256,TEN,@,IND,L 24-51,,1,12,12.00,0,0.0
2,2004,2004-12-13,13,23.264,TEN,,KAN,L 38-49,*,,,,,
3,2004,2004-12-19,14,23.270,TEN,@,OAK,L 35-40,*,,,,,
4,2004,2004-12-25,15,23.276,TEN,,DEN,L 16-37,,,,,,
5,2004,2005-01-02,16,23.284,TEN,,DET,W 24-19,,,,,,
6,2005,2005-09-25,3,24.185,TEN,@,STL,L 27-31,,,,,,
7,2005,2005-10-02,4,24.192,TEN,,IND,L 10-31,,,,,,
8,2005,2005-10-23,7,24.213,TEN,@,ARI,L 10-20,,,,,,
9,2005,2005-10-30,8,24.220,TEN,,OAK,L 25-34,,,,,,
10,2005,2005-11-06,9,24.227,TEN,@,CLE,L 14-20,,,,,,
11,2005,2005-11-20,10,24.241,TEN,,JAX,L 28-31,,,,,,
12,2005,2005-12-04,12,24.255,TEN,@,IND,L 3-35,,,,,,
13,2005,2006-01-01,16,24.283,TEN,@,JAX,L 13-40,,0,0,,0,1.0
14,2006,2006-09-17,2,25.177,IND,,HOU,W 43-24,,0,0,,0,0.5
15,2006,2006-09-24,3,25.184,IND,,JAX,W 21-14,,,,,,
16,2006,2006-10-01,4,25.191,IND,@,NYJ,W 31-28,,,,,,
17,2006,2006-10-08,5,25.198,IND,,TEN,W 14-13,,,,,,
18,2006,2006-10-22,6,25.212,IND,,WAS,W 36-22,,,,,,
19,2006,2006-11-05,8,25.226,IND,@,NWE,W 27-20,,,,,,
20,2006,2006-11-12,9,25.233,IND,,BUF,W 17-16,,,,,,
21,2006,2006-11-19,10,25.240,IND,@,DAL,L 14-21,,,,,,
22,2006,2006-11-26,11,25.247,IND,,PHI,W 45-21,,,,,,
23,2006,2006-12-03,12,25.254,IND,@,TEN,L 17-20,,,,,,
24,2006,2006-12-10,13,25.261,IND,@,JAX,L 17-44,,,,,,
25,2006,2006-12-18,14,25.269,IND,,CIN,W 34-16,,,,,,
26,2006,2006-12-24,15,25.275,IND,@,HOU,L 24-27,,,,,,
27,2006,2006-12-31,16,25.282,IND,,MIA,W 27-22,,,,,,
28,2007,2007-12-16,14,26.267,ARI,@,NOR,L 24-31,,,,,,
29,2007,2007-12-30,16,26.281,ARI,,STL,W 48-19,,,,,,
