ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1990,1990-09-09,1,25.004,MIA,@,NWE,W 27-24,,,3,57,19.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,4,31,7.75,0,1,6
2,1990,1990-09-16,2,25.011,MIA,,BUF,W 30-7,,,1,11,11.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,5,37,7.40,0,0,0
3,1990,1990-09-23,3,25.018,MIA,@,NYG,L 3-20,,,1,3,3.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,-3,-1.00,0,0,0
4,1990,1990-09-30,4,25.025,MIA,@,PIT,W 28-6,,,1,16,16.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,1,1.00,0,0,0
5,1990,1990-10-07,5,25.032,MIA,,NYJ,W 20-16,,,1,11,11.00,0,,,1,8,8.00,0,0,0,,0,0,0,,,,,,0,0,,0,2,40,20.00,0,0,0
6,1990,1990-10-18,6,25.043,MIA,,NWE,W 17-10,,,3,23,7.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,19,6.33,0,0,0
7,1990,1990-10-28,7,25.053,MIA,@,IND,W 27-7,,,1,13,13.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,8,2.67,0,0,0
8,1990,1990-11-04,8,25.060,MIA,,PHO,W 23-3,,,0,0,,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,0,0.00,0,0,0
9,1990,1990-11-11,9,25.067,MIA,@,NYJ,W 17-3,,,2,19,9.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,-1,-0.50,0,0,0
10,1990,1990-11-19,10,25.075,MIA,,RAI,L 10-13,,,3,29,9.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
11,1990,1990-11-25,11,25.081,MIA,@,CLE,W 30-13,,,2,31,15.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
12,1990,1990-12-02,12,25.088,MIA,@,WAS,L 20-42,,,4,46,11.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
13,1990,1990-12-09,13,25.095,MIA,,PHI,W 23-20,,,3,54,18.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
14,1990,1990-12-16,14,25.102,MIA,,SEA,W 24-17,,,1,45,45.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
15,1990,1990-12-23,15,25.109,MIA,@,BUF,L 14-24,,,2,19,9.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,8,8.00,0,0,0
16,1990,1990-12-30,16,25.116,MIA,,IND,W 23-17,,,1,11,11.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
17,1991,1991-09-01,1,25.361,MIA,@,BUF,L 31-35,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,
18,1991,1991-09-08,2,26.003,MIA,,IND,W 17-6,,,0,0,,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,10,10.00,0,0,0
19,1991,1991-09-15,3,26.010,MIA,@,DET,L 13-17,,,1,7,7.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
20,1991,1991-09-22,4,26.017,MIA,,GNB,W 16-13,,,1,14,14.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
21,1991,1991-09-29,5,26.024,MIA,@,NYJ,L 23-41,,,3,51,17.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
22,1991,1991-10-06,6,26.031,MIA,@,NWE,W 20-10,,,5,44,8.80,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
23,1991,1991-10-13,7,26.038,MIA,@,KAN,L 7-42,,,4,104,26.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
24,1991,1991-10-20,8,26.045,MIA,,HOU,L 13-17,,,1,9,9.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
25,1991,1991-11-03,9,26.059,MIA,@,IND,W 10-6,,,1,13,13.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
26,1991,1991-11-10,10,26.066,MIA,,NWE,W 30-20,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,
27,1991,1991-11-18,11,26.074,MIA,,BUF,L 27-41,,,3,48,16.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
28,1991,1991-11-24,12,26.080,MIA,@,CHI,W 16-13,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,
29,1991,1991-12-01,13,26.087,MIA,,TAM,W 33-14,,,5,106,21.20,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
30,1991,1991-12-09,14,26.095,MIA,,CIN,W 37-13,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,
31,1991,1991-12-15,15,26.101,MIA,@,SDG,L 30-38,,,1,6,6.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
32,1991,1991-12-22,16,26.108,MIA,,NYJ,L 20-23,,,2,32,16.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
33,1992,1992-09-14,1,27.009,MIA,@,CLE,W 27-23,,6,4,74,18.50,0,66.7%,12.33,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
34,1992,1992-09-20,2,27.015,MIA,,RAM,W 26-10,,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
35,1992,1992-09-27,3,27.022,MIA,@,SEA,W 19-17,,9,5,72,14.40,0,55.6%,8.00,1,-2,-2.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
