ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2005,2005-10-16,5,22.120,WAS,@,KAN,L 21-28,,,,,,,,,,,,,
2,2005,2005-12-18,14,22.183,WAS,,DAL,W 35-7,,0,0,,0,0,0,0.0,,,1,20,0
3,2005,2005-12-24,15,22.189,WAS,,NYG,W 35-20,,,,,,,,,,,,,
4,2007,2007-09-09,1,24.083,KAN,@,HOU,L 3-20,,,,,,,,,,,,,
5,2007,2007-09-16,2,24.090,KAN,@,CHI,L 10-20,,,,,,,,,,,,,
6,2007,2007-09-23,3,24.097,KAN,,MIN,W 13-10,,,,,,,,,,,,,
7,2007,2007-09-30,4,24.104,KAN,@,SDG,W 30-16,,,,,,,,,,,,,
8,2007,2007-11-04,8,24.139,KAN,,GNB,L 22-33,,,,,,,,,,,,,
9,2007,2007-11-11,9,24.146,KAN,,DEN,L 11-27,,,,,,,,,,,,,
10,2007,2007-11-18,10,24.153,KAN,@,IND,L 10-13,,,,,,,,,,,,,
11,2007,2007-11-25,11,24.160,KAN,,OAK,L 17-20,,,,,,,,,,,,,
12,2007,2007-12-02,12,24.167,KAN,,SDG,L 10-24,,,,,,,,,,,,,
13,2007,2007-12-09,13,24.174,KAN,@,DEN,L 7-41,,,,,,,,,,,,,
14,2007,2007-12-16,14,24.181,KAN,,TEN,L 17-26,,,,,,,,,,,,,
15,2007,2007-12-23,15,24.188,KAN,@,DET,L 20-25,,,,,,,,,,,,,
16,2007,2007-12-30,16,24.195,KAN,@,NYJ,L 10-13,,,,,,,,,,,,,
17,2008,2008-09-07,1,25.081,KAN,@,NWE,L 10-17,,0,0,,0,0,0,0.0,0,0,0,0,0
18,2008,2008-09-14,2,25.088,KAN,,OAK,L 8-23,,0,0,,0,0,0,0.0,0,0,0,0,0
19,2008,2008-09-21,3,25.095,KAN,@,ATL,L 14-38,,,,,,,,,,,,,
20,2008,2008-09-28,4,25.102,KAN,,DEN,W 33-19,,0,0,,0,0,0,0.0,6,2,0,0,0
21,2008,2008-10-05,5,25.109,KAN,@,CAR,L 0-34,,0,0,,0,0,0,0.0,1,0,0,0,0
22,2008,2008-10-19,6,25.123,KAN,,TEN,L 10-34,,0,0,,0,0,0,0.0,0,0,0,0,0
23,2008,2008-10-26,7,25.130,KAN,@,NYJ,L 24-28,,0,0,,0,0,0,0.0,0,0,0,0,0
24,2009,2009-09-13,1,26.087,PHI,@,CAR,W 38-10,,0,0,,0,0,0,0.0,0,0,0,0,0
25,2009,2009-09-20,2,26.094,PHI,,NOR,L 22-48,,,,,,,,,,,,,
26,2009,2009-10-11,4,26.115,PHI,,TAM,W 33-14,,0,0,,0,0,0,0.0,0,0,0,0,0
27,2009,2009-11-15,9,26.150,PHI,@,SDG,L 23-31,,0,0,,0,0,0,0.0,6,0,0,0,0
28,2009,2009-11-22,10,26.157,PHI,@,CHI,W 24-20,,0,0,,0,0,0,0.0,3,1,0,0,0
29,2009,2009-11-29,11,26.164,PHI,,WAS,W 27-24,,,,,,,,,,,,,
30,2009,2009-12-06,12,26.171,PHI,@,ATL,W 34-7,,0,0,,0,0,0,0.0,3,0,0,0,0
31,2009,2009-12-13,13,26.178,PHI,@,NYG,W 45-38,,0,0,,0,0,0,0.0,0,1,0,0,0
32,2009,2009-12-20,14,26.185,PHI,,SFO,W 27-13,,0,0,,0,0,0,0.0,0,0,0,0,0
33,2009,2009-12-27,15,26.192,PHI,,DEN,W 30-27,,,,,,,,,,,,,
34,2009,2010-01-03,16,26.199,PHI,@,DAL,L 0-24,,,,,,,,,,,,,
35,2010,2010-09-12,1,27.086,PHI,,GNB,L 20-27,,,,,,,,,,,,,
36,2010,2010-09-19,2,27.093,PHI,@,DET,W 35-32,,0,0,,0,0,0,0.0,1,0,0,0,0
37,2010,2010-09-26,3,27.100,PHI,@,JAX,W 28-3,,0,0,,0,0,0,0.0,0,0,0,0,0
38,2010,2010-10-03,4,27.107,PHI,,WAS,L 12-17,,0,0,,0,0,0,0.0,1,0,0,0,0
39,2010,2010-10-10,5,27.114,PHI,@,SFO,W 27-24,,0,0,,0,0,0,0.0,1,0,1,0,0
40,2010,2010-10-17,6,27.121,PHI,,ATL,W 31-17,,0,0,,0,0,0,0.0,0,0,0,0,0
41,2010,2010-10-24,7,27.128,PHI,@,TEN,L 19-37,,0,0,,0,0,0,0.0,0,0,0,0,0
42,2010,2010-11-07,8,27.142,PHI,,IND,W 26-24,*,1,14,14.00,0,0,0,0.0,6,0,0,0,0
43,2010,2010-11-15,9,27.150,PHI,@,WAS,W 59-28,*,0,0,,0,1,6,0.0,5,0,2,40,1
44,2010,2010-11-21,10,27.156,PHI,,NYG,W 27-17,*,0,0,,0,0,0,0.0,6,1,0,0,0
45,2010,2010-11-28,11,27.163,PHI,@,CHI,L 26-31,*,0,0,,0,0,0,0.0,1,0,0,0,0
46,2010,2010-12-02,12,27.167,PHI,,HOU,W 34-24,*,0,0,,0,0,0,0.0,6,0,0,0,0
47,2010,2010-12-12,13,27.177,PHI,@,DAL,W 30-27,*,0,0,,0,0,0,0.0,4,0,1,0,0
48,2010,2010-12-19,14,27.184,PHI,@,NYG,W 38-31,*,0,0,,0,0,0,0.0,6,1,0,0,0
49,2010,2010-12-28,15,27.193,PHI,,MIN,L 14-24,*,0,0,,0,0,0,0.0,3,0,0,0,0
50,2010,2011-01-02,16,27.198,PHI,,DAL,L 13-14,*,0,0,,0,0,0,1.0,2,0,0,0,0
51,2011,2011-09-11,1,28.085,CLE,,CIN,L 17-27,,0,0,,0,0,0,0.0,0,0,0,0,0
52,2011,2011-09-18,2,28.092,CLE,@,IND,W 27-19,,0,0,,0,0,0,0.0,2,0,0,0,0
53,2011,2011-09-25,3,28.099,CLE,,MIA,W 17-16,,0,0,,0,0,0,0.0,3,0,0,0,0
54,2011,2011-10-02,4,28.106,CLE,,TEN,L 13-31,,0,0,,0,0,0,0.0,1,0,0,0,0
55,2011,2011-10-16,5,28.120,CLE,@,OAK,L 17-24,*,0,0,,0,0,0,0.0,6,1,0,0,0
56,2011,2011-10-23,6,28.127,CLE,,SEA,W 6-3,,0,0,,0,0,0,0.0,0,0,0,0,0
57,2011,2011-10-30,7,28.134,CLE,@,SFO,L 10-20,,0,0,,0,0,0,0.0,1,0,0,0,0
58,2011,2011-11-20,10,28.155,CLE,,JAX,W 14-10,,0,0,,0,0,0,0.0,1,0,0,0,0
59,2011,2011-11-27,11,28.162,CLE,@,CIN,L 20-23,,0,0,,0,0,0,0.0,2,0,0,0,0
60,2011,2011-12-04,12,28.169,CLE,,BAL,L 10-24,,0,0,,0,0,0,0.0,0,0,0,0,0
61,2011,2011-12-08,13,28.173,CLE,@,PIT,L 3-14,,0,0,,0,0,0,0.0,0,1,0,0,0
62,2011,2011-12-18,14,28.183,CLE,@,ARI,L 17-20,,0,0,,0,0,0,0.0,2,1,0,0,0
63,2011,2011-12-24,15,28.189,CLE,@,BAL,L 14-20,,,,,,,,,,,,,
64,2011,2012-01-01,16,28.197,CLE,,PIT,L 9-13,,0,0,,0,0,0,0.0,4,0,0,0,0
65,2012,2012-09-09,1,29.083,CLE,,PHI,L 16-17,,0,0,,0,0,0,0.0,3,0,0,0,0
66,2012,2012-09-16,2,29.090,CLE,@,CIN,L 27-34,*,0,0,,0,0,0,0.0,6,0,0,0,0
67,2012,2012-09-23,3,29.097,CLE,,BUF,L 14-24,*,0,0,,0,0,0,0.0,0,2,0,0,0
68,2012,2012-09-27,4,29.101,CLE,@,BAL,L 16-23,*,0,0,,0,0,0,0.0,11,0,0,0,0
69,2012,2012-10-07,5,29.111,CLE,@,NYG,L 27-41,*,0,0,,0,0,0,0.0,3,0,0,0,0
70,2012,2012-12-09,13,29.174,CLE,,KAN,W 30-7,,0,0,,0,0,0,0.0,0,1,0,0,0
71,2012,2012-12-16,14,29.181,CLE,,WAS,L 21-38,,0,0,,0,0,0,0.0,2,0,0,0,0
72,2012,2012-12-23,15,29.188,MIA,,BUF,W 24-10,*,0,0,,0,0,0,0.0,4,0,0,0,0
73,2012,2012-12-30,16,29.195,MIA,@,NWE,L 0-28,*,0,0,,0,0,0,0.0,1,0,0,0,0
74,2013,2013-09-08,1,30.082,MIA,@,CLE,W 23-10,*,0,0,,0,0,0,0.0,2,0,2,2,0
75,2013,2013-10-20,6,30.124,MIA,,BUF,L 21-23,,0,0,,0,0,0,1.0,3,0,0,0,0
76,2013,2013-10-27,7,30.131,MIA,@,NWE,L 17-27,*,0,0,,0,0,0,0.0,3,1,1,2,0
77,2013,2013-10-31,8,30.135,MIA,,CIN,W 22-20,*,0,0,,0,0,0,0.0,8,0,1,3,0
78,2013,2013-11-17,10,30.152,MIA,,SDG,W 20-16,*,0,0,,0,0,0,0.0,1,0,0,0,0
79,2013,2013-12-08,13,30.173,MIA,@,PIT,W 34-28,,0,0,,0,0,0,0.0,1,0,0,0,0
