ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1987,1987-09-14,1,22.022,NYG,@,CHI,L 19-34,,0,0,,0,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,
2,1987,1987-09-20,2,22.028,NYG,,DAL,L 14-16,,1,14,14.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,1,12,12.00,0,0,0,,0,0,0
3,1987,1987-11-15,9,22.084,NYG,@,PHI,W 20-17,,0,0,,0,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,
4,1987,1987-11-22,10,22.091,NYG,@,NOR,L 14-23,,0,0,,0,,,0,0,,0,0,0,,0,0,0,,,,,,1,17,17.00,0,0,0,,0,0,0
5,1987,1987-11-29,11,22.098,NYG,@,WAS,L 19-23,,1,18,18.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
6,1987,1987-12-06,12,22.105,NYG,,PHI,W 23-20,,0,0,,0,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,
7,1987,1987-12-13,13,22.112,NYG,@,STL,L 24-27,,0,0,,0,,,0,0,,0,0,0,,0,0,0,,,,,,3,60,20.00,0,0,0,,0,0,0
8,1987,1987-12-19,14,22.118,NYG,,GNB,W 20-10,,0,0,,0,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,
9,1987,1987-12-27,15,22.126,NYG,,NYJ,W 20-7,,0,0,,0,,,0,0,,0,0,0,,0,0,0,,,,,,1,25,25.00,0,0,0,,0,0,0
10,1988,1988-09-05,1,23.013,NYG,,WAS,W 27-20,,4,48,12.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
11,1988,1988-09-11,2,23.019,NYG,,SFO,L 17-20,,4,48,12.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,1,27,27.00,0,0,0,,0,0,0
12,1988,1988-09-18,3,23.026,NYG,@,DAL,W 12-10,,0,0,,0,,,0,0,,0,0,0,,0,0,0,,,,,,2,17,8.50,0,0,0,,0,0,0
13,1988,1988-09-25,4,23.033,NYG,,RAM,L 31-45,,2,41,20.50,1,,,0,0,,0,0,0,,0,0,0,,,,,,5,85,17.00,0,0,0,,0,1,6
14,1988,1988-12-04,14,23.103,NYG,,PHO,W 44-7,,0,0,,0,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,
15,1988,1988-12-11,15,23.110,NYG,,KAN,W 28-12,,1,6,6.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
16,1988,1988-12-18,16,23.117,NYG,@,NYJ,L 21-27,,2,15,7.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
17,1989,1989-09-11,1,24.019,NYG,@,WAS,W 27-24,,1,6,6.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
18,1989,1989-09-17,2,24.025,NYG,,DET,W 24-14,,1,6,6.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,2,33,16.50,0,0,0,,0,0,0
19,1989,1989-09-24,3,24.032,NYG,,PHO,W 35-7,,0,0,,0,,,0,0,,0,,,,,,,,,,,,0,0,,0,,,,,0,
20,1989,1989-10-01,4,24.039,NYG,@,DAL,W 30-13,,0,0,,0,,,0,0,,0,,,,,,,,,,,,0,0,,0,,,,,0,
21,1989,1989-10-08,5,24.046,NYG,@,PHI,L 19-21,,2,26,13.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,1,19,19.00,0,0,0,,0,0,0
22,1989,1989-10-15,6,24.053,NYG,,WAS,W 20-17,,2,30,15.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
23,1989,1989-10-22,7,24.060,NYG,@,SDG,W 20-13,,2,28,14.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,1,10,10.00,0,0,0,,0,0,0
24,1989,1989-10-30,8,24.068,NYG,,MIN,W 24-14,,0,0,,0,,,0,0,,0,,,,,,,,,,,,0,0,,0,,,,,0,
25,1989,1989-11-05,9,24.074,NYG,@,PHO,W 20-13,,0,0,,0,,,0,0,,0,0,0,,0,0,0,,,,,,1,29,29.00,0,0,0,,0,0,0
26,1989,1989-11-12,10,24.081,NYG,@,RAM,L 10-31,,3,58,19.33,0,,,0,0,,0,0,0,,0,0,0,,,,,,5,78,15.60,0,0,0,,0,0,0
27,1989,1989-11-19,11,24.088,NYG,,SEA,W 15-3,,0,0,,0,,,0,0,,0,,,,,,,,,,,,0,0,,0,,,,,0,
28,1989,1989-11-27,12,24.096,NYG,@,SFO,L 24-34,,1,21,21.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,4,66,16.50,0,0,0,,0,0,0
29,1989,1989-12-03,13,24.102,NYG,,PHI,L 17-24,,3,83,27.67,1,,,0,0,,0,0,0,,0,0,0,,,,,,2,35,17.50,0,0,0,,0,1,6
30,1989,1989-12-10,14,24.109,NYG,@,DEN,W 14-7,,1,21,21.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,2,20,10.00,0,0,0,,0,0,0
31,1989,1989-12-16,15,24.115,NYG,,DAL,W 15-0,,1,11,11.00,0,,,1,1,1.00,0,0,0,,0,0,0,,,,,,1,9,9.00,0,0,0,,0,0,0
32,1989,1989-12-24,16,24.123,NYG,,RAI,W 34-17,,0,0,,0,,,0,0,,0,0,0,,0,0,0,,,,,,3,33,11.00,0,0,0,,0,0,0
33,1990,1990-09-09,1,25.017,NYG,,PHI,W 27-20,,1,41,41.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
34,1990,1990-09-16,2,25.024,NYG,@,DAL,W 28-7,,1,18,18.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
35,1990,1990-09-23,3,25.031,NYG,,MIA,W 20-3,,1,27,27.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
36,1990,1990-09-30,4,25.038,NYG,,DAL,W 31-17,,2,27,13.50,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
37,1990,1990-10-14,5,25.052,NYG,@,WAS,W 24-20,,0,0,,0,,,0,0,,0,,,,,,,,,,,,0,0,,0,,,,,0,
38,1990,1990-10-21,6,25.059,NYG,,PHO,W 20-19,,2,37,18.50,0,,,1,4,4.00,0,0,0,,0,0,0,,,,,,3,42,14.00,0,0,0,,0,0,0
39,1990,1990-10-28,7,25.066,NYG,,WAS,W 21-10,,1,14,14.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
40,1990,1990-11-05,8,25.074,NYG,@,IND,W 24-7,,0,0,,0,,,0,0,,0,,,,,,,,,,,,0,0,,0,,,,,0,
41,1990,1990-11-11,9,25.080,NYG,@,RAM,W 31-7,,3,60,20.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
42,1990,1990-11-18,10,25.087,NYG,,DET,W 20-0,,1,57,57.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
43,1990,1990-11-25,11,25.094,NYG,@,PHI,L 13-31,,2,22,11.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
44,1990,1990-12-03,12,25.102,NYG,@,SFO,L 3-7,,2,30,15.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
45,1990,1990-12-09,13,25.108,NYG,,MIN,W 23-15,,2,19,9.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
46,1990,1990-12-15,14,25.114,NYG,,BUF,L 13-17,,1,7,7.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
47,1990,1990-12-23,15,25.122,NYG,@,PHO,W 24-21,,4,98,24.50,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
48,1990,1990-12-30,16,25.129,NYG,@,NWE,W 13-10,,3,42,14.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
49,1991,1991-09-02,1,26.010,NYG,,SFO,W 16-14,,6,76,12.67,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
50,1991,1991-09-08,2,26.016,NYG,,RAM,L 13-19,,2,36,18.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,1,18,18.00,0,0,0,,0,0,0
51,1991,1991-09-15,3,26.023,NYG,@,CHI,L 17-20,,4,35,8.75,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
52,1991,1991-09-22,4,26.030,NYG,,CLE,W 13-10,,1,9,9.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,1,22,22.00,0,0,0,,0,0,0
53,1991,1991-09-29,5,26.037,NYG,@,DAL,L 16-21,,6,142,23.67,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
54,1991,1991-10-06,6,26.044,NYG,,PHO,W 20-9,,3,35,11.67,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
55,1991,1991-10-14,7,26.052,NYG,@,PIT,W 23-20,,1,6,6.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,2,38,19.00,0,0,0,,0,0,0
56,1991,1991-10-27,8,26.065,NYG,,WAS,L 13-17,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,
57,1991,1991-11-04,9,26.073,NYG,@,PHI,L 7-30,,3,53,17.67,0,,,0,0,,0,0,0,,0,0,0,,0,,,,3,31,10.33,0,0,0,,0,0,0
