ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1987,1987-10-04,3,23.077,SEA,,MIA,W 24-20,3,3,100.0,1,1,100.0,0,6
2,1987,1987-10-11,4,23.084,SEA,,CIN,L 10-17,1,1,100.0,1,1,100.0,0,4
