ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1993,1993-09-05,1,23.060,ATL,@,DET,L 13-30,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,
2,1993,1993-09-12,2,23.067,ATL,,NOR,L 31-34,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,
3,1993,1993-09-19,3,23.074,ATL,@,SFO,L 30-37,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,
4,1993,1993-09-27,4,23.082,ATL,,PIT,L 17-45,4,2,19,9.50,0,50.0%,4.75,0,0,,0,0,0,,0,0,0
5,1993,1993-10-03,5,23.088,ATL,@,CHI,L 0-6,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0
6,1993,1993-10-14,6,23.099,ATL,,RAM,W 30-24,8,6,44,7.33,1,75.0%,5.50,0,0,,0,0,0,,0,1,6
7,1993,1993-10-31,8,23.116,ATL,,TAM,L 24-31,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,
8,1993,1993-11-14,9,23.130,ATL,@,RAM,W 13-0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,
9,1993,1993-11-21,10,23.137,ATL,,DAL,W 27-14,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,
10,1993,1993-11-28,11,23.144,ATL,,CLE,W 17-14,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,
11,1993,1993-12-05,12,23.151,ATL,@,HOU,L 17-33,,0,0,,0,0.0%,,0,0,,0,1,22,22.00,0,0,0
12,1993,1993-12-11,13,23.157,ATL,,SFO,W 27-24,2,1,17,17.00,0,50.0%,8.50,1,3,3.00,0,0,0,,0,0,0
13,1993,1993-12-19,14,23.165,ATL,@,WAS,L 17-30,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,
14,1993,1993-12-26,15,23.172,ATL,@,CIN,L 17-21,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,0,0
15,1993,1994-01-02,16,23.179,ATL,,PHO,L 10-27,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,
16,1994,1994-09-04,1,24.059,ATL,@,DET,L 28-31,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0,,0,0,0
17,1994,1994-09-11,2,24.066,ATL,,RAM,W 31-13,5,2,8,4.00,0,40.0%,1.60,0,0,,0,0,0,,0,0,0
