ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
116,1977,1977-10-09,4,29.190,PIT,@,HOU,L 10-27,1,1,100.0,1,1,100.0,0,4,0,0,,0
117,1977,1977-10-17,5,29.198,PIT,,CIN,W 20-14,2,3,66.7,,1,0.0,0,2,0,0,,0
118,1977,1977-10-23,6,29.204,PIT,,HOU,W 27-10,3,4,75.0,,,,0,3,,,,
119,1977,1977-10-30,7,29.211,PIT,@,BAL,L 21-31,3,3,100.0,,,,0,3,,,,
120,1977,1977-11-06,8,29.218,PIT,@,DEN,L 7-21,1,1,100.0,,,,0,1,,,,
121,1977,1977-11-13,9,29.225,PIT,,CLE,W 35-31,5,5,100.0,,,,0,5,,,,
122,1977,1977-11-20,10,29.232,PIT,,DAL,W 28-13,4,4,100.0,,,,0,4,,,,
123,1977,1977-11-27,11,29.239,PIT,@,NYJ,W 23-20,2,3,66.7,1,2,50.0,0,5,0,0,,0
124,1977,1977-12-04,12,29.246,PIT,,SEA,W 30-20,3,3,100.0,3,3,100.0,0,12,0,0,,0
125,1977,1977-12-10,13,29.252,PIT,@,CIN,L 10-17,1,1,100.0,1,1,100.0,0,4,0,0,,0
126,1977,1977-12-18,14,29.260,PIT,@,SDG,W 10-9,1,1,100.0,1,2,50.0,0,4,0,0,,0
127,1978,1978-09-03,1,30.154,PIT,@,BUF,W 28-17,4,4,100.0,,1,0.0,0,4,0,0,,0
128,1978,1978-09-10,2,30.161,PIT,,SEA,W 21-10,3,3,100.0,,2,0.0,0,3,0,0,,0
129,1978,1978-09-17,3,30.168,PIT,@,CIN,W 28-3,4,4,100.0,,1,0.0,0,4,0,0,,0
130,1978,1978-09-24,4,30.175,PIT,,CLE,W 15-9,,,,3,4,75.0,0,9,0,0,,0
131,1978,1978-10-01,5,30.182,PIT,@,NYJ,W 28-17,4,4,100.0,,,,0,4,,,,
132,1978,1978-10-08,6,30.189,PIT,,ATL,W 31-7,4,4,100.0,1,1,100.0,0,7,0,0,,0
133,1978,1978-10-15,7,30.196,PIT,@,CLE,W 34-14,4,4,100.0,2,3,66.7,0,10,0,0,,0
134,1978,1978-10-23,8,30.204,PIT,,HOU,L 17-24,2,2,100.0,1,2,50.0,0,5,0,0,,0
135,1978,1978-10-29,9,30.210,PIT,,KAN,W 27-24,3,4,75.0,,,,0,3,,,,
136,1978,1978-11-05,10,30.217,PIT,,NOR,W 20-14,2,2,100.0,2,3,66.7,0,8,0,0,,0
137,1978,1978-11-12,11,30.224,PIT,@,RAM,L 7-10,1,1,100.0,,2,0.0,0,1,0,0,,0
138,1978,1978-11-19,12,30.231,PIT,,CIN,W 7-6,1,1,100.0,,1,0.0,0,1,0,0,,0
139,1978,1978-11-27,13,30.239,PIT,@,SFO,W 24-7,3,3,100.0,1,1,100.0,0,6,0,0,,0
140,1978,1978-12-03,14,30.245,PIT,@,HOU,W 13-3,1,1,100.0,2,4,50.0,0,7,0,0,,0
141,1978,1978-12-09,15,30.251,PIT,,BAL,W 35-13,5,5,100.0,,,,0,5,,,,
142,1978,1978-12-16,16,30.258,PIT,@,DEN,W 21-17,3,3,100.0,,1,0.0,0,3,0,0,,0
143,1979,1979-09-30,5,31.181,SDG,,SFO,W 31-9,4,4,100.0,1,2,50.0,0,7,0,0,,0
144,1979,1979-10-07,6,31.188,SDG,@,DEN,L 0-7,,,,,3,0.0,0,0,0,0,,0
145,1979,1979-10-14,7,31.195,SDG,,SEA,W 20-10,2,3,66.7,,2,0.0,0,2,0,0,,0
