ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1969,1969-09-14,1,21.165,HOU,@,OAK,L 17-21,2,2,100.0,1,3,33.3,0,5,8,351,43.88,0
2,1969,1969-09-21,2,21.172,HOU,@,BUF,W 17-3,2,2,100.0,1,2,50.0,0,5,8,353,44.13,0
3,1969,1969-09-28,3,21.179,HOU,,MIA,W 22-10,1,1,100.0,5,5,100.0,0,16,5,211,42.20,0
4,1969,1969-10-05,4,21.186,HOU,,BUF,W 28-14,4,4,100.0,,4,0.0,0,4,5,220,44.00,0
5,1969,1969-10-12,5,21.193,HOU,@,KAN,L 0-24,,,,,2,0.0,0,0,5,168,33.60,0
6,1969,1969-10-20,6,21.201,HOU,@,NYJ,L 17-26,2,2,100.0,1,2,50.0,0,5,5,201,40.20,0
7,1969,1969-10-26,7,21.207,HOU,,DEN,W 24-21,3,3,100.0,1,3,33.3,0,6,5,152,30.40,0
8,1969,1969-11-02,8,21.214,HOU,@,BOS,L 0-24,,,,,1,0.0,0,0,0,0,,0
9,1969,1969-11-09,9,21.221,HOU,,CIN,T 31-31,4,4,100.0,1,4,25.0,0,7,0,0,,0
10,1969,1969-11-16,10,21.228,HOU,@,DEN,T 20-20,2,2,100.0,2,5,40.0,0,8,0,0,,0
11,1969,1969-11-23,11,21.235,HOU,@,MIA,W 32-7,3,3,100.0,3,3,100.0,0,12,0,0,,0
12,1969,1969-11-27,12,21.239,HOU,,SDG,L 17-21,2,2,100.0,1,1,100.0,0,5,0,0,,0
13,1969,1969-12-06,13,21.248,HOU,,NYJ,L 26-34,1,1,100.0,1,1,100.0,0,4,0,0,,0
14,1969,1969-12-14,14,21.256,HOU,,BOS,W 27-23,3,3,100.0,2,4,50.0,0,9,0,0,,0
15,1970,1970-09-20,1,22.171,HOU,@,PIT,W 19-7,2,2,100.0,1,2,50.0,0,5,0,0,,0
16,1970,1970-09-27,2,22.178,HOU,,MIA,L 10-20,1,1,100.0,1,1,100.0,0,4,0,0,,0
17,1970,1970-10-04,3,22.185,HOU,@,CIN,W 20-13,2,2,100.0,2,2,100.0,0,8,0,0,,0
18,1970,1970-10-11,4,22.192,HOU,,BAL,L 20-24,2,2,100.0,2,5,40.0,0,8,0,0,,0
19,1970,1970-10-18,5,22.199,HOU,,PIT,L 3-7,,,,1,2,50.0,0,3,0,0,,0
20,1970,1970-10-25,6,22.206,HOU,@,SDG,T 31-31,4,4,100.0,1,5,20.0,0,7,0,0,,0
21,1970,1970-11-01,7,22.213,HOU,@,STL,L 0-44,,,,,1,0.0,0,0,0,0,,0
22,1970,1970-11-08,8,22.220,HOU,@,KAN,L 9-24,,,,3,4,75.0,0,9,0,0,,0
23,1970,1970-11-15,9,22.227,HOU,,SFO,L 20-30,2,2,100.0,2,2,100.0,0,8,0,0,,0
24,1970,1970-11-22,10,22.234,HOU,@,CLE,L 14-28,2,2,100.0,,,,0,2,,,,
25,1970,1970-11-29,11,22.241,HOU,,DEN,W 31-21,4,4,100.0,1,2,50.0,0,7,0,0,,0
26,1970,1970-12-07,12,22.249,HOU,,CLE,L 10-21,1,1,100.0,1,1,100.0,0,4,0,0,,0
27,1970,1970-12-13,13,22.255,HOU,,CIN,L 20-30,2,2,100.0,2,4,50.0,0,8,0,0,,0
28,1970,1970-12-20,14,22.262,HOU,@,DAL,L 10-52,1,1,100.0,1,1,100.0,0,4,0,0,,0
29,1971,1971-09-19,1,23.170,PIT,@,CHI,L 15-17,,,,3,4,75.0,0,9,0,0,,0
30,1971,1971-09-26,2,23.177,PIT,,CIN,W 21-10,3,3,100.0,,,,0,3,,,,
31,1971,1971-10-03,3,23.184,PIT,,SDG,W 21-17,3,3,100.0,,1,0.0,0,3,0,0,,0
32,1971,1971-10-10,4,23.191,PIT,@,CLE,L 17-27,2,2,100.0,1,2,50.0,0,5,0,0,,0
33,1971,1971-10-18,5,23.199,PIT,@,KAN,L 16-38,1,1,100.0,3,4,75.0,0,10,0,0,,0
34,1971,1971-10-24,6,23.205,PIT,,HOU,W 23-16,2,2,100.0,3,3,100.0,0,11,0,0,,0
35,1971,1971-10-31,7,23.212,PIT,@,BAL,L 21-34,3,3,100.0,,,,0,3,,,,
36,1971,1971-11-07,8,23.219,PIT,,CLE,W 26-9,2,2,100.0,4,6,66.7,0,14,0,0,,0
37,1971,1971-11-14,9,23.226,PIT,@,MIA,L 21-24,3,3,100.0,,1,0.0,0,3,0,0,,0
38,1971,1971-11-21,10,23.233,PIT,,NYG,W 17-13,2,2,100.0,1,3,33.3,0,5,0,0,,0
39,1971,1971-11-28,11,23.240,PIT,,DEN,L 10-22,1,1,100.0,1,2,50.0,0,4,0,0,,0
40,1971,1971-12-05,12,23.247,PIT,@,HOU,L 3-29,,,,1,1,100.0,0,3,0,0,,0
41,1971,1971-12-12,13,23.254,PIT,@,CIN,W 21-13,3,3,100.0,,,,0,3,,,,
42,1971,1971-12-19,14,23.261,PIT,,RAM,L 14-23,2,2,100.0,,,,0,2,,,,
43,1972,1972-09-17,1,24.168,PIT,,OAK,W 34-28,4,4,100.0,2,2,100.0,0,10,0,0,,0
44,1972,1972-09-24,2,24.175,PIT,@,CIN,L 10-15,1,1,100.0,1,4,25.0,0,4,0,0,,0
45,1972,1972-10-01,3,24.182,PIT,@,STL,W 25-19,2,2,100.0,3,3,100.0,0,11,0,0,,0
46,1972,1972-10-08,4,24.189,PIT,@,DAL,L 13-17,1,1,100.0,2,4,50.0,0,7,1,29,29.00,0
47,1972,1972-10-15,5,24.196,PIT,,HOU,W 24-7,3,3,100.0,1,2,50.0,0,6,0,0,,0
48,1972,1972-10-22,6,24.203,PIT,,NWE,W 33-3,3,3,100.0,4,5,80.0,0,15,0,0,,0
49,1972,1972-10-29,7,24.210,PIT,@,BUF,W 38-21,5,5,100.0,1,1,100.0,0,8,0,0,,0
50,1972,1972-11-05,8,24.217,PIT,,CIN,W 40-17,4,4,100.0,2,2,100.0,0,10,0,0,,0
51,1972,1972-11-12,9,24.224,PIT,,KAN,W 16-7,1,1,100.0,3,5,60.0,0,10,0,0,,0
52,1972,1972-11-19,10,24.231,PIT,@,CLE,L 24-26,3,3,100.0,1,1,100.0,0,6,0,0,,0
53,1972,1972-11-26,11,24.238,PIT,,MIN,W 23-10,2,3,66.7,1,2,50.0,0,5,0,0,,0
54,1972,1972-12-03,12,24.245,PIT,,CLE,W 30-0,3,3,100.0,3,3,100.0,0,12,0,0,,0
55,1972,1972-12-10,13,24.252,PIT,@,HOU,W 9-3,,,,3,3,100.0,0,9,0,0,,0
56,1972,1972-12-17,14,24.259,PIT,@,SDG,W 24-2,3,3,100.0,1,4,25.0,0,6,0,0,,0
57,1973,1973-09-16,1,25.167,PIT,,DET,W 24-10,3,3,100.0,1,1,100.0,0,6,0,0,,0
58,1973,1973-09-23,2,25.174,PIT,,CLE,W 33-6,3,3,100.0,4,4,100.0,0,15,0,0,,0
59,1973,1973-09-30,3,25.181,PIT,@,HOU,W 36-7,3,4,75.0,3,4,75.0,0,12,0,0,,0
60,1973,1973-10-07,4,25.188,PIT,,SDG,W 38-21,5,5,100.0,1,1,100.0,0,8,0,0,,0
61,1973,1973-10-14,5,25.195,PIT,@,CIN,L 7-19,1,1,100.0,,,,0,1,,,,
62,1973,1973-10-21,6,25.202,PIT,,NYJ,W 26-14,2,2,100.0,4,6,66.7,0,14,0,0,,0
63,1973,1973-10-28,7,25.209,PIT,,CIN,W 20-13,2,2,100.0,2,3,66.7,0,8,0,0,,0
64,1973,1973-11-05,8,25.217,PIT,,WAS,W 21-16,3,3,100.0,,1,0.0,0,3,0,0,,0
65,1973,1973-11-11,9,25.223,PIT,@,OAK,W 17-9,2,2,100.0,1,5,20.0,0,5,0,0,,0
66,1973,1973-11-18,10,25.230,PIT,,DEN,L 13-23,1,1,100.0,2,3,66.7,0,7,0,0,,0
67,1973,1973-11-25,11,25.237,PIT,@,CLE,L 16-21,1,1,100.0,3,5,60.0,0,10,0,0,,0
68,1973,1973-12-03,12,25.245,PIT,@,MIA,L 26-30,3,3,100.0,1,1,100.0,0,6,0,0,,0
69,1973,1973-12-09,13,25.251,PIT,,HOU,W 33-7,3,3,100.0,4,6,66.7,0,15,0,0,,0
70,1973,1973-12-15,14,25.257,PIT,@,SFO,W 37-14,4,4,100.0,3,3,100.0,0,13,0,0,,0
71,1974,1974-09-15,1,26.166,PIT,,BAL,W 30-0,3,4,75.0,1,1,100.0,0,6,0,0,,0
72,1974,1974-09-22,2,26.173,PIT,@,DEN,T 35-35,5,5,100.0,,1,0.0,0,5,0,0,,0
73,1974,1974-09-29,3,26.180,PIT,,OAK,L 0-17,,,,,1,0.0,0,0,0,0,,0
74,1974,1974-10-06,4,26.187,PIT,@,HOU,W 13-7,1,1,100.0,2,2,100.0,0,7,0,0,,0
75,1974,1974-10-13,5,26.194,PIT,@,KAN,W 34-24,4,4,100.0,2,4,50.0,0,10,0,0,,0
76,1974,1974-10-20,6,26.201,PIT,,CLE,W 20-16,2,2,100.0,2,2,100.0,0,8,0,0,,0
77,1974,1974-10-28,7,26.209,PIT,,ATL,W 24-17,3,3,100.0,1,2,50.0,0,6,0,0,,0
78,1974,1974-11-03,8,26.215,PIT,,PHI,W 27-0,3,3,100.0,2,3,66.7,0,9,0,0,,0
79,1974,1974-11-10,9,26.222,PIT,@,CIN,L 10-17,1,1,100.0,1,1,100.0,0,4,0,0,,0
80,1974,1974-11-17,10,26.229,PIT,@,CLE,W 26-16,2,2,100.0,4,5,80.0,0,14,0,0,,0
81,1974,1974-11-25,11,26.237,PIT,@,NOR,W 28-7,4,4,100.0,,1,0.0,0,4,0,0,,0
82,1974,1974-12-01,12,26.243,PIT,,HOU,L 10-13,1,1,100.0,1,1,100.0,0,4,0,0,,0
83,1974,1974-12-08,13,26.250,PIT,@,NWE,W 21-17,1,2,50.0,2,3,66.7,0,7,0,0,,0
84,1974,1974-12-14,14,26.256,PIT,,CIN,W 27-3,3,3,100.0,2,2,100.0,0,9,0,0,,0
85,1975,1975-09-21,1,27.172,PIT,@,SDG,W 37-0,4,4,100.0,3,3,100.0,0,13,0,0,,0
86,1975,1975-09-28,2,27.179,PIT,,BUF,L 21-30,3,3,100.0,,1,0.0,0,3,0,0,,0
87,1975,1975-10-05,3,27.186,PIT,@,CLE,W 42-6,6,6,100.0,,,,0,6,,,,
88,1975,1975-10-12,4,27.193,PIT,,DEN,W 20-9,2,2,100.0,2,2,100.0,0,8,0,0,,0
89,1975,1975-10-19,5,27.200,PIT,,CHI,W 34-3,4,4,100.0,2,2,100.0,0,10,0,0,,0
90,1975,1975-10-26,6,27.207,PIT,@,GNB,W 16-13,1,1,100.0,3,4,75.0,0,10,0,0,,0
91,1975,1975-11-02,7,27.214,PIT,@,CIN,W 30-24,3,4,75.0,1,1,100.0,0,6,0,0,,0
92,1975,1975-11-09,8,27.221,PIT,,HOU,W 24-17,3,3,100.0,1,2,50.0,0,6,0,0,,0
93,1975,1975-11-16,9,27.228,PIT,,KAN,W 28-3,4,4,100.0,,,,0,4,,,,
94,1975,1975-11-24,10,27.236,PIT,@,HOU,W 32-9,3,4,75.0,1,1,100.0,0,6,0,0,,0
95,1975,1975-11-30,11,27.242,PIT,@,NYJ,W 20-7,2,2,100.0,2,2,100.0,0,8,0,0,,0
96,1975,1975-12-07,12,27.249,PIT,,CLE,W 31-17,4,4,100.0,1,2,50.0,0,7,0,0,,0
97,1975,1975-12-13,13,27.255,PIT,,CIN,W 35-14,5,5,100.0,,,,0,5,,,,
98,1975,1975-12-20,14,27.262,PIT,@,RAM,L 3-10,,,,1,1,100.0,0,3,0,0,,0
99,1976,1976-09-12,1,28.163,PIT,@,OAK,L 28-31,4,4,100.0,,1,0.0,0,4,0,0,,0
100,1976,1976-09-19,2,28.170,PIT,,CLE,W 31-14,4,4,100.0,1,1,100.0,0,7,0,0,,0
101,1976,1976-09-26,3,28.177,PIT,,NWE,L 27-30,3,3,100.0,2,3,66.7,0,9,0,0,,0
102,1976,1976-10-04,4,28.185,PIT,@,MIN,L 6-17,,1,0.0,,2,0.0,0,0,0,0,,0
103,1976,1976-10-10,5,28.191,PIT,@,CLE,L 16-18,1,2,50.0,1,2,50.0,0,4,0,0,,0
104,1976,1976-10-17,6,28.198,PIT,,CIN,W 23-6,2,2,100.0,3,3,100.0,0,11,0,0,,0
105,1976,1976-10-24,7,28.205,PIT,@,NYG,W 27-0,3,3,100.0,2,3,66.7,0,9,0,0,,0
106,1976,1976-10-31,8,28.212,PIT,,SDG,W 23-0,2,3,66.7,1,1,100.0,0,5,0,0,,0
107,1976,1976-11-07,9,28.219,PIT,@,KAN,W 45-0,6,6,100.0,1,3,33.3,0,9,0,0,,0
108,1976,1976-11-14,10,28.226,PIT,,MIA,W 14-3,2,2,100.0,,,,0,2,,,,
109,1976,1976-11-21,11,28.233,PIT,,HOU,W 32-16,3,3,100.0,3,4,75.0,0,12,0,0,,0
110,1976,1976-11-28,12,28.240,PIT,@,CIN,W 7-3,1,1,100.0,,2,0.0,0,1,0,0,,0
111,1976,1976-12-05,13,28.247,PIT,,TAM,W 42-0,6,6,100.0,,,,0,6,,,,
112,1976,1976-12-11,14,28.253,PIT,@,HOU,W 21-0,3,3,100.0,,1,0.0,0,3,0,0,,0
113,1977,1977-09-19,1,29.170,PIT,,SFO,W 27-0,3,3,100.0,2,2,100.0,0,9,0,0,,0
114,1977,1977-09-25,2,29.176,PIT,,OAK,L 7-16,1,1,100.0,,1,0.0,0,1,0,0,,0
115,1977,1977-10-02,3,29.183,PIT,@,CLE,W 28-14,4,4,100.0,,1,0.0,0,4,0,0,,0
