ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2010,2010-09-26,3,23.225,TAM,,PIT,L 13-38,,0,0,0,,0,0.0%,,0,0,,0,2,52,26.00,0,0,0,,0,0,0,0.0,0,0
2,2010,2010-10-17,5,23.246,TAM,,NOR,L 6-31,,0,0,0,,0,0.0%,,0,0,,0,5,83,16.60,0,0,0,,0,0,0,0.0,0,0
3,2010,2010-10-24,6,23.253,TAM,,STL,W 18-17,,0,0,0,,0,0.0%,,0,0,,0,1,27,27.00,0,0,0,,0,0,0,0.0,0,0
4,2010,2010-11-07,8,23.267,TAM,@,ATL,L 21-27,,2,0,0,,0,0.0%,0.00,1,7,7.00,0,1,12,12.00,0,0,0,,0,0,0,0.0,0,0
5,2010,2010-11-14,9,23.274,TAM,,CAR,W 31-16,,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,1
6,2010,2010-12-12,13,23.302,TAM,@,WAS,W 17-16,,0,0,0,,0,0.0%,,0,0,,0,1,4,4.00,0,0,0,,0,0,0,0.0,0,1
7,2010,2010-12-19,14,23.309,TAM,,DET,L 20-23,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
8,2010,2010-12-26,15,23.316,TAM,,SEA,W 38-15,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
9,2010,2011-01-02,16,23.323,TAM,@,NOR,W 23-13,,3,2,33,16.50,0,66.7%,11.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
10,2011,2011-09-11,1,24.210,TAM,,DET,L 20-27,,7,4,44,11.00,0,57.1%,6.29,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
11,2011,2011-09-18,2,24.217,TAM,@,MIN,W 24-20,,7,6,98,16.33,0,85.7%,14.00,0,0,,0,3,70,23.33,0,2,27,13.50,0,0,0,0.0,0,0
