ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,2017,2017-11-12,10,23.284,NYJ,@,TAM,L 10-15,,0,0,0,,0,0.0%,,0,0,,0,3,54,18.00,0,1,-2,-2.00,0
2,2017,2017-11-26,11,23.298,NYJ,,CAR,L 27-35,,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,2,52,26.00,0,4,7,1.75,0
3,2017,2017-12-03,12,23.305,NYJ,,KAN,W 38-31,,0,0,0,,0,0.0%,,0,0,,0,2,42,21.00,0,0,0,,0
4,2017,2017-12-10,13,23.312,NYJ,@,DEN,L 0-23,,0,0,0,,0,0.0%,,0,0,,0,1,27,27.00,0,1,-1,-1.00,0
5,2017,2017-12-17,14,23.319,NYJ,@,NOR,L 19-31,,2,1,19,19.00,0,50.0%,9.50,1,15,15.00,0,5,106,21.20,0,1,0,0.00,0
6,2017,2017-12-24,15,23.326,NYJ,,LAC,L 7-14,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,7,30,4.29,0
7,2017,2017-12-31,16,23.333,NYJ,@,NWE,L 6-26,,2,0,0,,0,0.0%,0.00,0,0,,0,3,44,14.67,0,2,4,2.00,0
8,2018,2018-09-16,2,24.227,LAR,,ARI,W 34-0,,0,0,0,,0,0.0%,,0,0,,0,1,22,22.00,0,6,133,22.17,0
9,2018,2018-09-23,3,24.234,LAR,,LAC,W 35-23,,0,0,0,,0,0.0%,,0,0,,0,1,24,24.00,0,2,8,4.00,0
