ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1976,1976-09-12,1,22.104,KAN,,SDG,L 16-30,,,,,,,,,
2,1976,1976-09-20,2,22.112,KAN,,OAK,L 21-24,0,0,,0,0,0,1,10,0
3,1976,1976-09-26,3,22.118,KAN,,NOR,L 17-27,,,,,,,,,
4,1976,1976-10-03,4,22.125,KAN,@,BUF,L 17-50,,,,,,,,,
5,1976,1976-10-10,5,22.132,KAN,@,WAS,W 33-30,,,,,,,,,
6,1976,1976-10-17,6,22.139,KAN,@,MIA,W 20-17,,,,,,,,,
7,1976,1976-10-24,7,22.146,KAN,,DEN,L 26-35,,,,,,,,,
8,1976,1976-10-31,8,22.153,KAN,@,TAM,W 28-19,,,,,,,,,
9,1976,1976-11-07,9,22.160,KAN,,PIT,L 0-45,,,,,,,,,
10,1976,1976-11-21,11,22.174,KAN,,CIN,L 24-27,,,,,,,,,
11,1976,1976-11-28,12,22.181,KAN,@,SDG,W 23-20,,,,,,,,,
12,1976,1976-12-05,13,22.188,KAN,@,DEN,L 16-17,,,,,,,,,
13,1976,1976-12-12,14,22.195,KAN,,CLE,W 39-14,0,0,,0,0,0,1,0,0
14,1977,1977-10-23,6,23.145,KAN,@,SDG,W 21-16,,,,,,,,,
15,1977,1977-10-30,7,23.152,KAN,@,CLE,L 7-44,,,,,,,,,
16,1977,1977-11-06,8,23.159,KAN,,GNB,W 20-10,,,,,,,,,
17,1977,1977-11-13,9,23.166,KAN,@,CHI,L 27-28,,,,,,,,,
18,1977,1977-11-20,10,23.173,KAN,,DEN,L 7-14,,,,,,,,,
19,1977,1977-11-27,11,23.180,KAN,@,HOU,L 20-34,,,,,,,,,
20,1977,1977-12-04,12,23.187,KAN,,CIN,L 7-27,,,,,,,,,
21,1977,1977-12-11,13,23.194,KAN,,SEA,L 31-34,0,0,,0,0,0,1,34,0
22,1977,1977-12-18,14,23.201,KAN,@,OAK,L 20-21,0,0,,0,1,6,1,100,1
23,1978,1978-09-03,1,24.095,KAN,@,CIN,W 24-23,,,,,,,,,
24,1978,1978-09-10,2,24.102,KAN,,HOU,L 17-20,,,,,,,,,
25,1978,1978-09-17,3,24.109,KAN,@,NYG,L 10-26,,,,,,,,,
26,1978,1978-09-24,4,24.116,KAN,,DEN,L 17-23,,,,,,,,,
27,1978,1978-10-01,5,24.123,KAN,@,BUF,L 13-28,,,,,,,,,
28,1978,1978-10-08,6,24.130,KAN,,TAM,L 13-30,,,,,,,,,
29,1978,1978-10-15,7,24.137,KAN,@,OAK,L 6-28,,,,,,,,,
30,1978,1978-10-22,8,24.144,KAN,,CLE,W 17-3,,,,,,,,,
31,1978,1978-10-29,9,24.151,KAN,@,PIT,L 24-27,0,0,,0,0,0,1,23,0
32,1978,1978-11-05,10,24.158,KAN,,OAK,L 10-20,0,0,,0,0,0,2,15,0
33,1978,1978-11-12,11,24.165,KAN,@,SDG,L 23-29,,,,,,,,,
34,1978,1978-11-19,12,24.172,KAN,,SEA,L 10-13,,,,,,,,,
35,1978,1978-11-26,13,24.179,KAN,,SDG,W 23-0,,,,,,,,,
36,1978,1978-12-10,15,24.193,KAN,@,DEN,L 3-24,,,,,,,,,
37,1978,1978-12-17,16,24.200,KAN,@,SEA,L 19-23,,,,,,,,,
38,1979,1979-09-02,1,25.094,KAN,,BAL,W 14-0,,,,,,,,,
39,1979,1979-09-09,2,25.101,KAN,,CLE,L 24-27,0,0,,0,0,0,1,5,0
40,1979,1979-09-16,3,25.108,KAN,@,HOU,L 6-20,,,,,,,,,
41,1979,1979-09-23,4,25.115,KAN,,OAK,W 35-7,,,,,,,,,
42,1979,1979-09-30,5,25.122,KAN,@,SEA,W 24-6,,,,,,,,,
43,1979,1979-10-07,6,25.129,KAN,@,CIN,W 10-7,,,,,,,,,
44,1979,1979-10-14,7,25.136,KAN,,DEN,L 10-24,,,,,,,,,
45,1979,1979-10-21,8,25.143,KAN,,NYG,L 17-21,,,,,,,,,
46,1979,1979-10-28,9,25.150,KAN,@,DEN,L 3-20,,,,,,,,,
47,1979,1979-11-11,11,25.164,KAN,,PIT,L 3-30,,,,,,,,,
48,1979,1979-11-18,12,25.171,KAN,@,OAK,W 24-21,,,,,,,,,
49,1979,1979-11-25,13,25.178,KAN,@,SDG,L 7-28,,,,,,,,,
50,1979,1979-12-02,14,25.185,KAN,,SEA,W 37-21,1,0,0.00,0,0,0,0,0,0
51,1979,1979-12-09,15,25.192,KAN,@,BAL,W 10-7,,,,,,,,,
52,1979,1979-12-16,16,25.199,KAN,@,TAM,L 0-3,0,0,,0,0,0,1,40,0
53,1980,1980-09-07,1,26.099,STL,,NYG,L 35-41,,,,,,,,,
54,1980,1980-09-14,2,26.106,STL,@,SFO,L 21-24,0,0,,0,0,0,1,22,0
55,1980,1980-09-21,3,26.113,STL,@,DET,L 7-20,,,,,,,,,
56,1980,1980-09-28,4,26.120,STL,,PHI,W 24-14,0,0,,0,0,0,1,0,0
57,1980,1980-10-05,5,26.127,STL,@,NOR,W 40-7,,,,,,,,,
58,1980,1980-10-12,6,26.134,STL,,RAM,L 13-21,,,,,,,,,
59,1980,1980-11-16,11,26.169,STL,@,DAL,L 21-31,,,,,,,,,
60,1980,1980-11-23,12,26.176,STL,,KAN,L 13-21,,,,,,,,,
61,1980,1980-11-30,13,26.183,STL,@,NYG,W 23-7,,,,,,,,,
62,1980,1980-12-07,14,26.190,STL,,DET,W 24-23,,,,,,,,,
63,1980,1980-12-14,15,26.197,STL,@,PHI,L 3-17,,,,,,,,,
64,1980,1980-12-21,16,26.204,STL,,WAS,L 7-31,,,,,,,,,
65,1981,1981-09-06,1,27.098,STL,,MIA,L 7-20,0,0,,0,0,0,1,17,0
66,1981,1981-09-13,2,27.105,STL,@,DAL,L 17-30,,,,,,,,,
67,1981,1981-09-20,3,27.112,STL,,WAS,W 40-30,,,,,,,,,
68,1981,1981-09-27,4,27.119,STL,@,TAM,L 10-20,,,,,,,,,
69,1981,1981-10-04,5,27.126,STL,,DAL,W 20-17,,,,,,,,,
70,1981,1981-10-11,6,27.133,STL,@,NYG,L 14-34,,,,,,,,,
71,1981,1981-10-18,7,27.140,STL,@,ATL,L 20-41,,,,,,,,,
72,1981,1981-10-25,8,27.147,STL,,MIN,W 30-17,,,,,,,,,
73,1981,1981-11-01,9,27.154,STL,@,WAS,L 21-42,,,,,,,,,
