ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
11,2012,2012-11-22,11,22.284,WAS,@,DAL,W 38-31,*,19,27,70.37,304,4,1,131.8,3,16,11.26,12.56,7,29,4.14,0,,0,0,0.0,0,0
12,2012,2012-12-03,12,22.295,WAS,,NYG,W 17-16,*,13,21,61.90,163,1,0,101.9,0,0,7.76,8.71,5,72,14.40,0,,0,0,0.0,0,0
13,2012,2012-12-09,13,22.301,WAS,,BAL,W 31-28,*,15,26,57.69,242,1,0,101.8,3,24,9.31,10.08,7,34,4.86,0,,0,0,0.0,0,0
14,2012,2012-12-23,15,22.315,WAS,@,PHI,W 27-20,*,16,24,66.67,198,2,1,102.4,1,13,8.25,8.04,2,4,2.00,0,,0,0,0.0,0,0
15,2012,2012-12-30,16,22.322,WAS,,DAL,W 28-18,*,9,18,50.00,100,0,0,66.9,1,13,5.56,5.56,6,63,10.50,1,,1,6,0.0,0,0
16,2013,2013-09-09,1,23.209,WAS,,PHI,L 27-33,*,30,49,61.22,329,2,2,77.7,3,21,6.71,5.69,5,24,4.80,0,,0,0,0.0,0,0
17,2013,2013-09-15,2,23.215,WAS,@,GNB,L 20-38,*,26,40,65.00,320,3,1,104.2,1,6,8.00,8.38,4,1,0.25,0,,0,0,0.0,0,0
18,2013,2013-09-22,3,23.222,WAS,,DET,L 20-27,*,32,50,64.00,326,0,1,74.2,2,26,6.52,5.62,6,37,6.17,0,,0,0,0.0,0,0
19,2013,2013-09-29,4,23.229,WAS,@,OAK,W 24-14,*,18,31,58.06,227,1,0,91.7,1,10,7.32,7.97,3,10,3.33,0,,0,0,0.0,0,0
20,2013,2013-10-13,5,23.243,WAS,@,DAL,L 16-31,*,19,39,48.72,246,0,1,58.3,3,29,6.31,5.15,9,77,8.56,0,,0,0,0.0,1,0
21,2013,2013-10-20,6,23.250,WAS,,CHI,W 45-41,*,18,29,62.07,298,2,1,105.2,1,8,10.28,10.10,11,84,7.64,0,,0,0,0.0,0,0
22,2013,2013-10-27,7,23.257,WAS,@,DEN,L 21-45,*,15,30,50.00,132,1,2,45.4,3,26,4.40,2.07,5,7,1.40,0,,0,0,0.0,0,0
23,2013,2013-11-03,8,23.264,WAS,,SDG,W 30-24,*,23,32,71.88,291,0,1,86.8,0,0,9.09,7.69,6,17,2.83,0,,0,0,0.0,0,0
24,2013,2013-11-07,9,23.268,WAS,@,MIN,L 27-34,*,24,37,64.86,281,3,0,114.8,4,39,7.59,9.22,7,44,6.29,0,,0,0,0.0,0,0
25,2013,2013-11-17,10,23.278,WAS,@,PHI,L 16-24,*,17,35,48.57,264,2,1,81.1,4,28,7.54,7.40,10,44,4.40,0,1,0,2,0.0,0,0
26,2013,2013-11-25,11,23.286,WAS,,SFO,L 6-27,*,16,26,61.54,118,0,1,56.3,6,42,4.54,2.81,4,27,6.75,0,,0,0,0.0,0,0
27,2013,2013-12-01,12,23.292,WAS,,NYG,L 17-24,*,24,32,75.00,207,1,0,102.0,5,23,6.47,7.09,12,88,7.33,0,,0,0,0.0,0,0
28,2013,2013-12-08,13,23.299,WAS,,KAN,L 10-45,*,12,26,46.15,164,1,1,63.6,5,16,6.31,5.35,4,29,7.25,0,,0,0,0.0,1,0
29,2014,2014-09-07,1,24.207,WAS,@,HOU,L 6-17,*,29,37,78.38,267,0,0,96.7,3,26,7.22,7.22,3,2,0.67,0,,0,0,0.0,0,0
30,2014,2014-09-14,2,24.214,WAS,,JAX,W 41-10,*,2,3,66.67,38,0,0,109.7,1,9,12.67,12.67,2,22,11.00,0,,0,0,0.0,0,0
31,2014,2014-11-02,9,24.263,WAS,@,MIN,L 26-29,*,18,28,64.29,251,1,1,90.0,5,26,8.96,8.07,7,24,3.43,0,,0,0,0.0,0,0
32,2014,2014-11-16,10,24.277,WAS,,TAM,L 7-27,*,23,32,71.88,207,1,2,73.3,6,40,6.47,4.28,6,41,6.83,0,,0,0,0.0,0,0
33,2014,2014-11-23,11,24.284,WAS,@,SFO,L 13-17,*,11,19,57.89,106,0,0,73.6,5,29,5.58,5.58,4,11,2.75,0,,0,0,0.0,0,0
34,2014,2014-12-07,13,24.298,WAS,,STL,L 0-24,,3,4,75.00,33,0,0,99.0,1,8,8.25,8.25,0,0,,0,,0,0,0.0,0,0
35,2014,2014-12-14,14,24.305,WAS,@,NYG,L 13-24,,18,27,66.67,236,1,0,106.4,7,47,8.74,9.48,5,46,9.20,0,,0,0,0.0,0,0
36,2014,2014-12-20,15,24.311,WAS,,PHI,W 27-24,*,16,23,69.57,220,0,1,81.8,2,15,9.57,7.61,5,11,2.20,0,,0,0,0.0,0,0
37,2014,2014-12-28,16,24.319,WAS,,DAL,L 17-44,*,27,41,65.85,336,1,2,78.9,3,27,8.20,6.49,6,19,3.17,1,,1,6,0.0,0,0
38,2016,2016-09-11,1,26.212,CLE,@,PHI,L 10-29,*,12,26,46.15,190,0,1,55.0,3,22,7.31,5.58,5,37,7.40,0,,0,0,0.0,0,0
39,2016,2016-12-11,13,26.303,CLE,,CIN,L 10-23,*,12,28,42.86,104,0,1,38.4,3,19,3.71,2.11,7,31,4.43,1,,1,6,0.0,0,0
40,2016,2016-12-18,14,26.310,CLE,@,BUF,L 13-33,*,17,28,60.71,196,0,0,81.8,5,34,7.00,7.00,8,48,6.00,1,,1,6,0.0,0,0
41,2016,2016-12-24,15,26.316,CLE,,SDG,W 20-17,*,17,25,68.00,164,0,0,86.1,7,37,6.56,6.56,6,42,7.00,0,,0,0,0.0,0,0
42,2016,2017-01-01,16,26.324,CLE,@,PIT,L 24-27,*,29,40,72.50,232,2,1,92.9,4,26,5.80,5.68,5,32,6.40,0,,0,0,0.0,0,0
