ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1988,1988-09-04,1,21.362,PIT,,DAL,W 24-21,,1,23,23.00,0,,,0,0,,0
2,1988,1988-09-11,2,22.003,PIT,@,WAS,L 29-30,,0,0,,0,,,,,,
3,1988,1988-09-18,3,22.010,PIT,,CIN,L 12-17,,0,0,,0,,,,,,
4,1988,1988-09-25,4,22.017,PIT,@,BUF,L 28-36,,0,0,,0,,,,,,
5,1988,1988-10-02,5,22.024,PIT,,CLE,L 9-23,,0,0,,0,,,,,,
6,1988,1988-10-09,6,22.031,PIT,@,PHO,L 14-31,,0,0,,0,,,,,,
7,1988,1988-10-16,7,22.038,PIT,,HOU,L 14-34,,0,0,,0,,,,,,
8,1988,1988-10-23,8,22.045,PIT,,DEN,W 39-21,,0,0,,0,,,,,,
9,1988,1988-10-30,9,22.052,PIT,@,NYJ,L 20-24,,0,0,,0,,,,,,
10,1988,1988-11-06,10,22.059,PIT,@,CIN,L 7-42,,0,0,,0,,,,,,
11,1988,1988-11-13,11,22.066,PIT,,PHI,L 26-27,,0,0,,0,,,,,,
12,1988,1988-11-20,12,22.073,PIT,@,CLE,L 7-27,,0,0,,0,,,,,,
13,1988,1988-11-27,13,22.080,PIT,,KAN,W 16-10,,0,0,,0,,,,,,
14,1988,1988-12-04,14,22.087,PIT,@,HOU,W 37-34,,0,0,,0,,,,,,
15,1988,1988-12-11,15,22.094,PIT,@,SDG,L 14-20,,0,0,,0,,,,,,
16,1988,1988-12-18,16,22.101,PIT,,MIA,W 40-24,,0,0,,0,,,,,,
17,1989,1989-09-10,1,23.002,PIT,,CLE,L 0-51,,,,,,,,0,0,,0
18,1989,1989-09-17,2,23.009,PIT,@,CIN,L 10-41,,,,,,,,0,0,,0
19,1989,1989-09-24,3,23.016,PIT,,MIN,W 27-14,,,,,,,,0,0,,0
20,1989,1989-10-01,4,23.023,PIT,@,DET,W 23-3,,,,,,,,0,0,,0
21,1989,1989-10-08,5,23.030,PIT,,CIN,L 16-26,,0,0,,0,,,1,13,13.00,0
22,1992,1992-09-06,1,25.364,DET,@,CHI,L 24-27,,0,0,,0,0.0%,,,,,
23,1992,1992-09-13,2,26.005,DET,,MIN,W 31-17,1,1,13,13.00,0,100.0%,13.00,0,0,,0
24,1992,1992-09-20,3,26.012,DET,@,WAS,L 10-13,2,2,15,7.50,0,100.0%,7.50,0,0,,0
25,1992,1992-09-27,4,26.019,DET,,TAM,L 23-27,,0,0,,0,0.0%,,,,,
26,1992,1992-10-04,5,26.026,DET,,NOR,L 7-13,,0,0,,0,0.0%,,,,,
27,1992,1992-10-15,6,26.037,DET,@,MIN,L 14-31,,0,0,,0,0.0%,,,,,
28,1992,1992-10-25,7,26.047,DET,@,TAM,W 38-7,,0,0,,0,0.0%,,,,,
29,1992,1992-11-01,8,26.054,DET,,GNB,L 13-27,,0,0,,0,0.0%,,,,,
30,1992,1992-11-08,9,26.061,DET,,DAL,L 3-37,,0,0,,0,0.0%,,,,,
31,1992,1992-11-15,10,26.068,DET,@,PIT,L 14-17,,0,0,,0,0.0%,,,,,
32,1992,1992-11-22,11,26.075,DET,@,CIN,W 19-13,1,0,0,,0,0.0%,0.00,,,,
33,1992,1992-11-26,12,26.079,DET,,HOU,L 21-24,,0,0,,0,0.0%,,,,,
34,1992,1992-12-13,14,26.096,DET,,CLE,W 24-14,,0,0,,0,0.0%,,,,,
35,1992,1992-12-20,15,26.103,DET,,CHI,W 16-3,,0,0,,0,0.0%,,,,,
36,1992,1992-12-28,16,26.111,DET,@,SFO,L 6-24,,0,0,,0,0.0%,,,,,
