ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,1971,1971-09-19,1,23.012,GNB,,NYG,L 40-42,9,34,3.78,0,3,9,3.00,0,0,0,,0,0,0,,0,0,,,0,0
2,1971,1971-09-26,2,23.019,GNB,,DEN,W 34-13,12,85,7.08,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
3,1971,1971-10-03,3,23.026,GNB,,CIN,W 20-17,19,120,6.32,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
4,1971,1971-10-10,4,23.033,GNB,@,DET,L 28-31,10,23,2.30,0,1,4,4.00,1,0,0,,0,0,0,,0,0,,,1,6
5,1971,1971-10-17,5,23.040,GNB,,MIN,L 13-24,12,59,4.92,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
6,1971,1971-10-24,6,23.047,GNB,@,RAM,L 13-30,6,28,4.67,0,1,-2,-2.00,0,0,0,,0,0,0,,0,0,,,0,0
7,1971,1971-11-01,7,23.055,GNB,,DET,T 14-14,16,111,6.94,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
8,1971,1971-11-07,8,23.061,GNB,@,CHI,W 17-14,30,142,4.73,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
9,1971,1971-11-14,9,23.068,GNB,@,MIN,L 0-3,23,149,6.48,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
10,1971,1971-11-22,10,23.076,GNB,@,ATL,L 21-28,9,55,6.11,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
11,1971,1971-11-28,11,23.082,GNB,,NOR,L 21-29,15,68,4.53,0,2,22,11.00,0,0,0,,0,0,0,,0,0,,,0,0
12,1971,1971-12-05,12,23.089,GNB,@,STL,T 16-16,19,95,5.00,0,3,21,7.00,0,0,0,,0,0,0,,0,0,,,0,0
13,1971,1971-12-12,13,23.096,GNB,,CHI,W 31-10,20,63,3.15,1,2,34,17.00,0,0,0,,0,0,0,,0,0,,,1,6
14,1971,1971-12-19,14,23.103,GNB,@,MIA,L 6-27,16,73,4.56,0,2,10,5.00,0,0,0,,0,0,0,,0,0,,,0,0
15,1972,1972-09-17,1,24.010,GNB,@,CLE,W 26-10,23,83,3.61,0,1,20,20.00,0,0,0,,0,0,0,,0,0,,,0,0
16,1972,1972-09-24,2,24.017,GNB,,OAK,L 14-20,18,73,4.06,2,1,33,33.00,0,0,0,,0,0,0,,0,0,,,2,12
17,1972,1972-10-01,3,24.024,GNB,,DAL,W 16-13,26,91,3.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
18,1972,1972-10-08,4,24.031,GNB,,CHI,W 20-17,20,59,2.95,0,3,36,12.00,0,0,0,,0,0,0,,0,0,,,0,0
19,1972,1972-10-16,5,24.039,GNB,@,DET,W 24-23,11,41,3.73,0,3,23,7.67,0,0,0,,0,0,0,,0,0,,,0,0
20,1972,1972-10-22,6,24.045,GNB,,ATL,L 9-10,21,88,4.19,0,1,9,9.00,0,0,0,,0,0,0,,0,0,,,0,0
21,1972,1972-10-29,7,24.052,GNB,,MIN,L 13-27,26,93,3.58,0,1,9,9.00,0,0,0,,0,0,0,,0,0,,,0,0
22,1972,1972-11-05,8,24.059,GNB,,SFO,W 34-24,24,133,5.54,2,1,48,48.00,1,0,0,,0,0,0,,0,0,,,3,18
23,1972,1972-11-12,9,24.066,GNB,@,CHI,W 23-17,19,70,3.68,1,1,14,14.00,0,0,0,,0,0,0,,0,0,,,1,6
24,1972,1972-11-19,10,24.073,GNB,@,HOU,W 23-10,15,49,3.27,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0
25,1972,1972-11-26,11,24.080,GNB,@,WAS,L 16-21,16,42,2.63,0,2,19,9.50,0,0,0,,0,0,0,,0,0,,,0,0
26,1972,1972-12-03,12,24.087,GNB,,DET,W 33-7,25,86,3.44,2,2,12,6.00,0,0,0,,0,0,0,,0,0,,,2,12
27,1972,1972-12-10,13,24.094,GNB,@,MIN,W 23-7,25,114,4.56,0,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0
28,1972,1972-12-17,14,24.101,GNB,@,NOR,W 30-20,5,5,1.00,0,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0
29,1973,1973-09-17,1,25.010,GNB,,NYJ,W 23-7,21,73,3.48,1,1,11,11.00,0,0,0,,0,0,0,,0,0,,,1,6
30,1973,1973-09-23,2,25.016,GNB,,DET,T 13-13,22,118,5.36,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
31,1973,1973-09-30,3,25.023,GNB,@,MIN,L 3-11,14,58,4.14,0,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0
32,1973,1973-10-07,4,25.030,GNB,@,NYG,W 16-14,20,71,3.55,0,2,7,3.50,0,0,0,,0,0,0,,0,0,,,0,0
33,1973,1973-10-14,5,25.037,GNB,,KAN,T 10-10,15,106,7.07,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0
34,1973,1973-10-21,6,25.044,GNB,@,RAM,L 7-24,8,18,2.25,0,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0
35,1973,1973-10-28,7,25.051,GNB,@,DET,L 0-34,11,33,3.00,0,1,-4,-4.00,0,0,0,,0,0,0,,0,0,,,0,0
36,1973,1973-11-04,8,25.058,GNB,,CHI,L 17-31,16,66,4.13,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
37,1973,1973-11-11,9,25.065,GNB,,STL,W 25-21,28,137,4.89,1,1,10,10.00,0,0,0,,0,0,0,,0,0,,,1,6
38,1973,1973-11-18,10,25.072,GNB,@,NWE,L 24-33,16,35,2.19,1,2,45,22.50,0,0,0,,0,0,0,,0,0,,,1,6
39,1973,1973-11-26,11,25.080,GNB,@,SFO,L 6-20,23,89,3.87,0,2,13,6.50,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0
40,1973,1973-12-02,12,25.086,GNB,,NOR,W 30-10,22,74,3.36,0,3,17,5.67,0,0,0,,0,0,0,,0,0,,,0,0
41,1973,1973-12-08,13,25.092,GNB,,MIN,L 7-31,27,124,4.59,0,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0
42,1973,1973-12-16,14,25.100,GNB,@,CHI,W 21-0,22,142,6.45,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
43,1974,1974-09-15,1,26.008,GNB,,MIN,L 17-32,18,53,2.94,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
44,1974,1974-09-22,2,26.015,GNB,@,BAL,W 20-13,16,27,1.69,0,2,15,7.50,0,0,0,,0,0,0,,0,0,,,0,0
45,1974,1974-09-29,3,26.022,GNB,,DET,W 21-19,16,45,2.81,0,5,45,9.00,0,0,0,,0,0,0,,0,0,,,0,0
46,1974,1974-10-06,4,26.029,GNB,,BUF,L 7-27,14,56,4.00,0,3,5,1.67,0,0,0,,0,0,0,,0,0,,,0,0
47,1974,1974-10-13,5,26.036,GNB,,RAM,W 17-6,26,89,3.42,1,1,4,4.00,0,0,0,,0,0,0,,0,0,,,1,6
48,1974,1974-10-21,6,26.044,GNB,@,CHI,L 9-10,15,31,2.07,0,4,29,7.25,0,0,0,,0,0,0,,0,0,,,0,0
49,1974,1974-10-27,7,26.050,GNB,@,DET,L 17-19,18,53,2.94,1,3,55,18.33,0,0,0,,0,0,0,,0,0,,,1,6
50,1974,1974-11-03,8,26.057,GNB,,WAS,L 6-17,20,78,3.90,0,6,25,4.17,0,0,0,,0,0,0,,0,0,,,0,0
