ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2013,2013-09-08,1,22.301,STL,,ARI,W 27-24,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
2,2013,2013-09-15,2,22.308,STL,@,ATL,L 24-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,0
3,2013,2013-09-22,3,22.315,STL,@,DAL,L 7-31,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
4,2013,2013-09-26,4,22.319,STL,,SFO,L 11-35,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
5,2013,2013-10-06,5,22.329,STL,,JAX,W 34-20,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
6,2013,2013-10-13,6,22.336,STL,@,HOU,W 38-13,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
7,2013,2013-10-20,7,22.343,STL,@,CAR,L 15-30,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,1
8,2013,2013-10-28,8,22.351,STL,,SEA,L 9-14,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
9,2013,2013-11-03,9,22.357,STL,,TEN,L 21-28,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,0
10,2013,2013-11-10,10,22.364,STL,@,IND,W 38-8,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,1
11,2013,2013-11-24,11,23.013,STL,,CHI,W 42-21,,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0
12,2013,2013-12-01,12,23.020,STL,@,SFO,L 13-23,,4,3,46,15.33,0,75.0%,11.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
13,2013,2013-12-08,13,23.027,STL,@,ARI,L 10-30,*,4,3,46,15.33,0,75.0%,11.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
14,2013,2013-12-15,14,23.034,STL,,NOR,W 27-16,,4,2,26,13.00,0,50.0%,6.50,1,6,6.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
15,2013,2013-12-22,15,23.041,STL,,TAM,W 23-13,,5,3,44,14.67,0,60.0%,8.80,1,27,27.00,1,0,0,,0,0,0,,0,1,6,0.0,0,0
16,2013,2013-12-29,16,23.048,STL,@,SEA,L 9-27,*,5,4,33,8.25,0,80.0%,6.60,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
17,2014,2014-09-21,3,23.314,STL,,DAL,L 31-34,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
18,2014,2014-10-05,4,23.328,STL,@,PHI,L 28-34,,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
19,2014,2014-10-13,5,23.336,STL,,SFO,L 17-31,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,0
