ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1952,1952-10-05,2,23.125,DTX,,SFO,L 14-37,1,1,1.00,0,0,0,,0
2,1952,1952-10-26,5,23.146,DTX,@,SFO,L 21-48,3,2,0.67,0,1,27,27.00,1
3,1952,1952-11-02,6,23.153,DTX,@,RAM,L 20-42,0,0,,0,1,6,6.00,0
4,1952,1952-11-09,7,23.160,DTX,,RAM,L 6-27,13,57,4.38,0,1,8,8.00,0
5,1952,1952-12-07,11,23.188,DTX,@,PHI,L 21-38,2,5,2.50,0,0,0,,0
