ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1977,1977-09-18,1,23.180,NYG,,WAS,W 20-17,1,19,19.00,0,0,0,,0,0,0,,0,0,0
2,1977,1977-09-25,2,23.187,NYG,@,DAL,L 21-41,0,0,,0,0,0,,0,1,24,24.00,0,0,0
3,1977,1977-10-02,3,23.194,NYG,@,ATL,L 3-17,,,,,,,,,,,,,,
4,1977,1977-10-09,4,23.201,NYG,,PHI,L 10-28,1,11,11.00,0,0,0,,0,0,0,,0,0,0
5,1977,1977-10-16,5,23.208,NYG,,SFO,W 20-17,,,,,,,,,,,,,,
6,1977,1977-10-31,7,23.223,NYG,@,STL,L 0-28,,,,,,,,,,,,,,
7,1977,1977-11-06,8,23.229,NYG,,DAL,L 10-24,,,,,,,,,,,,,,
8,1977,1977-11-13,9,23.236,NYG,@,TAM,W 10-0,,,,,,,,,,,,,,
9,1977,1977-11-20,10,23.243,NYG,,CLE,L 7-21,3,36,12.00,1,0,0,,0,0,0,,0,1,6
10,1977,1977-11-27,11,23.250,NYG,@,CIN,L 13-30,3,38,12.67,0,0,0,,0,0,0,,0,0,0
11,1977,1977-12-04,12,23.257,NYG,,STL,W 27-7,0,0,,0,1,5,5.00,0,1,13,13.00,0,0,0
12,1977,1977-12-11,13,23.264,NYG,@,PHI,L 14-17,2,15,7.50,0,0,0,,0,2,28,14.00,0,0,0
13,1977,1977-12-18,14,23.271,NYG,,CHI,L 9-12,2,24,12.00,0,0,0,,0,0,0,,0,0,0
14,1978,1978-10-15,7,24.207,NYG,,TAM,W 17-14,,,,,,,,,,,,,,
15,1978,1978-10-22,8,24.214,NYG,,WAS,W 17-6,,,,,,,,,,,,,,
16,1978,1978-10-29,9,24.221,NYG,@,NOR,L 17-28,,,,,,,,,,,,,,
17,1978,1978-11-05,10,24.228,NYG,@,STL,L 10-20,1,25,25.00,0,0,0,,0,0,0,,0,0,0
