ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2007,2007-12-23,15,23.125,NYJ,@,TEN,L 6-10,,,,,,,0.0%,,,,,
2,2007,2007-12-30,16,23.132,NYJ,,KAN,W 13-10,,0,,,,,0.0%,,,,,
3,2008,2008-10-26,7,24.067,NYJ,,KAN,W 28-24,,,,,,,0.0%,,,,,
4,2008,2008-11-02,8,24.074,NYJ,@,BUF,W 26-17,,,,,,,0.0%,,,,,
5,2008,2008-11-09,9,24.081,NYJ,,STL,W 47-3,,,,,,,0.0%,,,,,
6,2008,2008-11-13,10,24.085,NYJ,@,NWE,W 34-31,,,,,,,0.0%,,,,,
7,2008,2008-11-23,11,24.095,NYJ,@,TEN,W 34-13,,,,,,,0.0%,,,,,
8,2008,2008-11-30,12,24.102,NYJ,,DEN,L 17-34,,,,,,,0.0%,,,,,
9,2008,2008-12-07,13,24.109,NYJ,@,SFO,L 14-24,,,,,,,0.0%,,,,,
10,2008,2008-12-14,14,24.116,NYJ,,BUF,W 31-27,,,,,,,0.0%,,,,,
11,2008,2008-12-21,15,24.123,NYJ,@,SEA,L 3-13,,,,,,,0.0%,,,,,
12,2008,2008-12-28,16,24.130,NYJ,,MIA,L 17-24,,0,0,0,,0,0.0%,,1,9,9.00,0
13,2009,2009-09-13,1,25.024,NYJ,@,HOU,W 24-7,,,,,,,0.0%,,,,,
14,2009,2009-09-20,2,25.031,NYJ,,NWE,W 16-9,,,,,,,0.0%,,,,,
15,2009,2009-09-27,3,25.038,NYJ,,TEN,W 24-17,,,,,,,0.0%,,,,,
16,2009,2009-10-04,4,25.045,NYJ,@,NOR,L 10-24,,,,,,,0.0%,,,,,
17,2009,2009-10-12,5,25.053,NYJ,@,MIA,L 27-31,*,,,,,,0.0%,,,,,
18,2009,2009-10-18,6,25.059,NYJ,,BUF,L 13-16,,,,,,,0.0%,,,,,
19,2009,2009-10-25,7,25.066,NYJ,@,OAK,W 38-0,*,,,,,,0.0%,,,,,
20,2009,2009-11-01,8,25.073,NYJ,,MIA,L 25-30,,,,,,,0.0%,,,,,
21,2009,2009-11-15,9,25.087,NYJ,,JAX,L 22-24,,0,0,0,,0,0.0%,,1,6,6.00,0
22,2009,2009-11-22,10,25.094,NYJ,@,NWE,L 14-31,,,,,,,0.0%,,,,,
23,2009,2009-11-29,11,25.101,NYJ,,CAR,W 17-6,,,,,,,0.0%,,,,,
24,2009,2009-12-27,15,25.129,NYJ,@,IND,W 29-15,,,,,,,0.0%,,,,,
25,2009,2010-01-03,16,25.136,NYJ,,CIN,W 37-0,,,,,,,0.0%,,,,,
26,2010,2010-09-13,1,26.024,NYJ,,BAL,L 9-10,,,,,,,0.0%,,,,,
27,2010,2010-09-19,2,26.030,NYJ,,NWE,W 28-14,,,,,,,0.0%,,,,,
28,2010,2010-09-26,3,26.037,NYJ,@,MIA,W 31-23,,,,,,,0.0%,,,,,
29,2010,2010-10-03,4,26.044,NYJ,@,BUF,W 38-14,,,,,,,0.0%,,,,,
30,2010,2010-10-11,5,26.052,NYJ,,MIN,W 29-20,,,,,,,0.0%,,,,,
31,2010,2010-10-17,6,26.058,NYJ,@,DEN,W 24-20,,,,,,,0.0%,,,,,
32,2010,2010-10-31,7,26.072,NYJ,,GNB,L 0-9,,,,,,,0.0%,,,,,
33,2010,2010-11-07,8,26.079,NYJ,@,DET,W 23-20,,,,,,,0.0%,,,,,
34,2010,2010-11-14,9,26.086,NYJ,@,CLE,W 26-20,,,,,,,0.0%,,,,,
35,2010,2010-11-21,10,26.093,NYJ,,HOU,W 30-27,,0,,,,,0.0%,,,,,
36,2010,2010-11-25,11,26.097,NYJ,,CIN,W 26-10,,,,,,,0.0%,,,,,
37,2010,2010-12-06,12,26.108,NYJ,@,NWE,L 3-45,,,,,,,0.0%,,,,,
38,2010,2010-12-12,13,26.114,NYJ,,MIA,L 6-10,,,,,,,0.0%,,,,,
39,2010,2010-12-19,14,26.121,NYJ,@,PIT,W 22-17,,0,0,0,,0,0.0%,,1,11,11.00,0
40,2010,2010-12-26,15,26.128,NYJ,@,CHI,L 34-38,,0,,,,,0.0%,,,,,
41,2010,2011-01-02,16,26.135,NYJ,,BUF,W 38-7,,,,,,,0.0%,,,,,
42,2011,2011-09-25,3,27.036,NYJ,@,OAK,L 24-34,,,0,0,,0,0.0%,,0,0,,0
43,2012,2012-09-09,1,28.020,STL,@,DET,L 23-27,*,1,0,4,,0,0.0%,4.00,0,0,,0
44,2012,2012-09-16,2,28.027,STL,,WAS,W 31-28,*,,,,,,0.0%,,,,,
45,2012,2012-09-23,3,28.034,STL,@,CHI,L 6-23,*,,,,,,0.0%,,,,,
46,2012,2012-09-30,4,28.041,STL,,SEA,W 19-13,*,0,,,,,0.0%,,,,,
47,2012,2012-10-04,5,28.045,STL,,ARI,W 17-3,*,,,,,,0.0%,,,,,
48,2012,2012-10-14,6,28.055,STL,@,MIA,L 14-17,*,,,,,,0.0%,,,,,
49,2012,2012-10-21,7,28.062,STL,,GNB,L 20-30,*,,,,,,0.0%,,,,,
50,2012,2012-10-28,8,28.069,STL,,NWE,L 7-45,*,,,,,,0.0%,,,,,
51,2012,2012-11-11,9,28.083,STL,@,SFO,T 24-24,*,0,,,,,0.0%,,,,,
52,2012,2012-11-18,10,28.090,STL,,NYJ,L 13-27,*,,,,,,0.0%,,,,,
53,2012,2012-11-25,11,28.097,STL,@,ARI,W 31-17,*,0,,,,,0.0%,,,,,
54,2012,2012-12-02,12,28.104,STL,,SFO,W 16-13,*,,,,,,0.0%,,,,,
55,2012,2012-12-09,13,28.111,STL,@,BUF,W 15-12,*,,,,,,0.0%,,,,,
56,2012,2012-12-16,14,28.118,STL,,MIN,L 22-36,*,0,,,,,0.0%,,,,,
57,2012,2012-12-23,15,28.125,STL,@,TAM,W 28-13,*,,0,0,,0,0.0%,,0,0,,0
58,2012,2012-12-30,16,28.132,STL,@,SEA,L 13-20,*,0,,,,,0.0%,,,,,
59,2013,2013-09-08,1,29.019,TEN,@,PIT,W 16-9,*,,,,,,0.0%,,,,,
60,2013,2013-09-15,2,29.026,TEN,@,HOU,L 24-30,*,0,,,,,0.0%,,,,,
61,2013,2013-09-22,3,29.033,TEN,,SDG,W 20-17,*,0,,,,,0.0%,,,,,
62,2013,2013-09-29,4,29.040,TEN,,NYJ,W 38-13,*,,,,,,0.0%,,,,,
63,2013,2013-10-06,5,29.047,TEN,,KAN,L 17-26,*,,,,,,0.0%,,,,,
64,2013,2013-10-13,6,29.054,TEN,@,SEA,L 13-20,*,0,,,,,0.0%,,,,,
