ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
19,1998,1998-09-20,3,24.035,GNB,@,CIN,W 13-6,,0,0,,0,0,0,,0,0,,,1,1,100.0,2,2,100.0,0,7,0,0,,0
20,1998,1998-09-27,4,24.042,GNB,@,CAR,W 37-30,,0,0,,0,0,0,,0,0,,,4,5,80.0,1,1,100.0,0,7,0,0,,0
21,1998,1998-10-05,5,24.050,GNB,,MIN,L 24-37,,0,0,,0,0,0,,0,0,,,3,3,100.0,1,1,100.0,0,6,0,0,,0
22,1998,1998-10-15,6,24.060,GNB,@,DET,L 20-27,,0,0,,0,0,0,,0,0,,,2,2,100.0,2,2,100.0,0,8,0,0,,0
23,1998,1998-10-25,7,24.070,GNB,,BAL,W 28-10,,0,0,,0,0,,,,,,,4,4,100.0,,,,0,4,,,,
24,1998,1998-11-01,8,24.077,GNB,,SFO,W 36-22,,0,0,,0,0,0,,0,0,,,4,4,100.0,2,2,100.0,0,10,0,0,,0
25,1998,1998-11-09,9,24.085,GNB,@,PIT,L 20-27,,0,0,,0,0,0,,0,0,,,,,,2,3,66.7,0,6,0,0,,0
26,1998,1998-11-15,10,24.091,GNB,@,NYG,W 37-3,,0,0,,0,0,0,,0,0,,,4,4,100.0,3,5,60.0,0,13,0,0,,0
27,1998,1998-11-22,11,24.098,GNB,@,MIN,L 14-28,,0,0,,0,0,,,,,,,2,2,100.0,,,,0,2,,,,
28,1998,1998-11-29,12,24.105,GNB,,PHI,W 24-16,,0,0,,0,0,0,,0,0,,,3,3,100.0,1,1,100.0,0,6,0,0,,0
29,1998,1998-12-07,13,24.113,GNB,@,TAM,L 22-24,,0,0,,0,0,0,,0,0,,,1,1,100.0,3,3,100.0,0,10,0,0,,0
30,1998,1998-12-13,14,24.119,GNB,,CHI,W 26-20,,0,0,,0,0,0,,0,0,,,2,2,100.0,4,4,100.0,0,14,0,0,,0
31,1998,1998-12-20,15,24.126,GNB,,TEN,W 30-22,,0,0,,0,0,0,,0,0,,,3,3,100.0,3,3,100.0,0,12,0,0,,0
32,1998,1998-12-27,16,24.133,GNB,@,CHI,W 16-13,,0,0,,0,0,0,,0,0,,,1,2,50.0,1,2,50.0,0,4,0,0,,0
33,1999,1999-09-12,1,25.027,GNB,,OAK,W 28-24,,0,0,,0,0,,,,,,,4,4,100.0,,,,0,4,,,,
34,1999,1999-09-19,2,25.034,GNB,@,DET,L 15-23,,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0,0,,0
35,1999,1999-09-26,3,25.041,GNB,,MIN,W 23-20,,0,0,,0,0,0,,,,,,2,2,100.0,3,3,100.0,0,11,0,0,,0
36,1999,1999-10-10,4,25.055,GNB,,TAM,W 26-23,,0,0,,0,0,0,,,,,,2,2,100.0,4,5,80.0,0,14,0,0,,0
37,1999,1999-10-17,5,25.062,GNB,@,DEN,L 10-31,,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
38,1999,1999-10-24,6,25.069,GNB,@,SDG,W 31-3,,0,0,,0,0,0,,,,,,4,4,100.0,1,1,100.0,0,7,0,0,,0
39,1999,1999-11-01,7,25.077,GNB,,SEA,L 7-27,,0,0,,0,0,0,,,,,,1,1,100.0,,1,0.0,0,1,0,0,,0
40,1999,1999-11-07,8,25.083,GNB,,CHI,L 13-14,,0,0,,0,0,0,,,,,,1,1,100.0,2,3,66.7,0,7,0,0,,0
41,1999,1999-11-14,9,25.090,GNB,@,DAL,L 13-27,,0,0,,0,0,0,,,,,,1,1,100.0,2,3,66.7,0,7,0,0,,0
42,1999,1999-11-21,10,25.097,GNB,,DET,W 26-17,,0,0,,0,0,0,,,,,,,,,4,4,100.0,0,12,1,19,19.00,0
43,1999,1999-11-29,11,25.105,GNB,@,SFO,W 20-3,,0,0,,0,0,0,,,,,,2,2,100.0,2,3,66.7,0,8,0,0,,0
44,1999,1999-12-05,12,25.111,GNB,@,CHI,W 35-19,,0,0,,0,0,,,,,,,5,5,100.0,,,,0,5,,,,
45,1999,1999-12-12,13,25.118,GNB,,CAR,L 31-33,,0,0,,0,0,0,,,,,,4,4,100.0,1,1,100.0,0,7,0,0,,0
46,1999,1999-12-20,14,25.126,GNB,@,MIN,L 20-24,,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,0,0,,0
47,1999,1999-12-26,15,25.132,GNB,@,TAM,L 10-29,,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
48,1999,2000-01-02,16,25.139,GNB,,ARI,W 49-24,,0,0,,0,0,,,,,,,7,7,100.0,,,,0,7,,,,
49,2000,2000-09-03,1,26.018,GNB,,NYJ,L 16-20,,0,0,,0,0,0,,,,,,1,1,100.0,3,3,100.0,0,10,0,0,,0
50,2000,2000-09-10,2,26.025,GNB,@,BUF,L 18-27,,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
51,2000,2000-09-17,3,26.032,GNB,,PHI,W 6-3,,0,0,,0,0,0,,,,,,,,,2,3,66.7,0,6,0,0,,0
52,2000,2000-09-24,4,26.039,GNB,@,ARI,W 29-3,,0,0,,0,0,0,,,,,,2,2,100.0,5,5,100.0,0,17,0,0,,0
53,2000,2000-10-01,5,26.046,GNB,,CHI,L 24-27,,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,0,6,0,0,,0
54,2000,2000-10-08,6,26.053,GNB,@,DET,L 24-31,,0,0,,0,0,0,,,,,,1,1,100.0,3,3,100.0,0,10,0,0,,0
55,2000,2000-10-15,7,26.060,GNB,,SFO,W 31-28,,0,0,,0,0,0,,,,,,4,4,100.0,1,1,100.0,0,7,0,0,,0
56,2000,2000-10-29,8,26.074,GNB,@,MIA,L 20-28,,0,0,,0,0,0,,,,,,2,2,100.0,2,3,66.7,0,8,0,0,,0
57,2000,2000-11-06,9,26.082,GNB,,MIN,W 26-20,,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,1,30,30.00,0
58,2000,2000-11-12,10,26.088,GNB,@,TAM,L 15-20,,0,0,,0,0,0,,,,,,,,,3,4,75.0,0,9,0,0,,0
59,2000,2000-11-19,11,26.095,GNB,,IND,W 26-24,,0,0,,0,0,0,,,,,,3,3,100.0,1,2,50.0,0,6,0,0,,0
60,2000,2000-11-27,12,26.103,GNB,@,CAR,L 14-31,,0,0,,0,0,,,,,,,2,2,100.0,,,,0,2,,,,
61,2000,2000-12-03,13,26.109,GNB,@,CHI,W 28-6,,0,0,,0,0,,,,,,,4,4,100.0,,,,0,4,,,,
62,2000,2000-12-10,14,26.116,GNB,,DET,W 26-13,,0,0,,0,0,0,,,,,,2,2,100.0,4,5,80.0,0,14,0,0,,0
63,2000,2000-12-17,15,26.123,GNB,@,MIN,W 33-28,,0,0,,0,0,0,,,,,,3,3,100.0,4,4,100.0,0,15,0,0,,0
64,2000,2000-12-24,16,26.130,GNB,,TAM,W 17-14,,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
65,2001,2001-09-09,1,27.024,GNB,,DET,W 28-6,,0,0,,0,0,0,,,,,,4,4,100.0,,1,0.0,0,4,0,0,,0
66,2001,2001-09-24,2,27.039,GNB,,WAS,W 37-0,,0,0,,0,0,0,,,,,,4,4,100.0,3,3,100.0,0,13,0,0,,0
67,2001,2001-09-30,3,27.045,GNB,@,CAR,W 28-7,,0,0,,0,0,0,,,,,,2,2,100.0,2,3,66.7,0,8,0,0,,0
68,2001,2001-10-07,4,27.052,GNB,@,TAM,L 10-14,,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
69,2001,2001-10-14,5,27.059,GNB,,BAL,W 31-23,,0,0,,0,0,0,,,,,,4,4,100.0,1,2,50.0,0,7,0,0,,0
70,2001,2001-10-21,6,27.066,GNB,@,MIN,L 13-35,,0,0,,0,0,0,,,,,,1,1,100.0,,2,0.0,0,1,0,0,,0
71,2001,2001-11-04,7,27.080,GNB,,TAM,W 21-20,,0,0,,0,0,0,,,,,,3,3,100.0,,1,0.0,0,3,0,0,,0
72,2001,2001-11-11,8,27.087,GNB,@,CHI,W 20-12,,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,0,0,,0
73,2001,2001-11-18,9,27.094,GNB,,ATL,L 20-23,,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,0,0,,0
74,2001,2001-11-22,10,27.098,GNB,@,DET,W 29-27,,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,0,9,0,0,,0
75,2001,2001-12-03,11,27.109,GNB,@,JAX,W 28-21,,0,0,,0,0,0,,,,,,4,4,100.0,,2,0.0,0,4,0,0,,0
76,2001,2001-12-09,12,27.115,GNB,,CHI,W 17-7,,0,0,,0,0,0,,,,,,2,2,100.0,1,2,50.0,0,5,0,0,,0
77,2001,2001-12-16,13,27.122,GNB,@,TEN,L 20-26,,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,0,0,,0
78,2001,2001-12-23,14,27.129,GNB,,CLE,W 30-7,,0,0,,0,0,0,,,,,,3,4,75.0,1,2,50.0,0,6,0,0,,0
79,2001,2001-12-30,15,27.136,GNB,,MIN,W 24-13,,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,0,6,0,0,,0
80,2001,2002-01-06,16,27.143,GNB,@,NYG,W 34-25,,0,0,,0,0,0,,,,,,4,4,100.0,2,3,66.7,0,10,0,0,,0
81,2002,2002-09-08,1,28.023,GNB,,ATL,W 37-34,,0,0,,0,0,0,,,,,,4,4,100.0,3,4,75.0,0,13,0,0,,0
82,2002,2002-09-15,2,28.030,GNB,@,NOR,L 20-35,,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,0,0,,0
83,2002,2002-09-22,3,28.037,GNB,@,DET,W 37-31,,0,0,,0,0,0,,,,,,4,4,100.0,3,3,100.0,0,13,0,0,,0
84,2002,2002-09-29,4,28.044,GNB,,CAR,W 17-14,,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
85,2002,2002-10-07,5,28.052,GNB,@,CHI,W 34-21,,0,0,,0,0,0,,,,,,4,4,100.0,2,5,40.0,0,10,0,0,,0
86,2002,2002-10-13,6,28.058,GNB,@,NWE,W 28-10,,0,0,,0,0,0,,,,,,4,4,100.0,,1,0.0,0,4,0,0,,0
87,2002,2002-10-20,7,28.065,GNB,,WAS,W 30-9,,0,0,,0,0,0,,,,,,3,3,100.0,3,3,100.0,0,12,0,0,,0
88,2002,2002-11-04,8,28.080,GNB,,MIA,W 24-10,,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,0,6,0,0,,0
89,2002,2002-11-10,9,28.086,GNB,,DET,W 40-14,,0,0,,0,0,0,,,,,,4,4,100.0,4,4,100.0,0,16,0,0,,0
90,2002,2002-11-17,10,28.093,GNB,@,MIN,L 21-31,,0,0,,0,0,,,,,,,3,3,100.0,,,,0,3,,,,
91,2002,2002-11-24,11,28.100,GNB,@,TAM,L 7-21,,0,0,,0,0,,,,,,,1,1,100.0,,,,0,1,,,,
92,2002,2002-12-01,12,28.107,GNB,,CHI,W 30-20,,0,0,,0,0,0,,,,,,3,3,100.0,3,3,100.0,0,12,0,0,,0
93,2002,2002-12-08,13,28.114,GNB,,MIN,W 26-22,,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,0,0,,0
94,2002,2002-12-15,14,28.121,GNB,@,SFO,W 20-14,,0,0,,0,0,0,,,,,,2,2,100.0,2,3,66.7,0,8,0,0,,0
95,2002,2002-12-22,15,28.128,GNB,,BUF,W 10-0,,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
96,2002,2002-12-29,16,28.135,GNB,@,NYJ,L 17-42,,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
97,2003,2003-09-07,1,29.022,GNB,,MIN,L 25-30,,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
98,2003,2003-09-14,2,29.029,GNB,,DET,W 31-6,,0,0,,0,0,0,,,,,,4,4,100.0,1,1,100.0,0,7,1,28,28.00,0
99,2003,2003-09-21,3,29.036,GNB,@,ARI,L 13-20,,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0,0,,0
100,2003,2003-09-29,4,29.044,GNB,@,CHI,W 38-23,,0,0,,0,0,0,,,,,,5,5,100.0,1,1,100.0,0,8,0,0,,0
101,2003,2003-10-05,5,29.050,GNB,,SEA,W 35-13,,0,0,,0,0,,,,,,,5,5,100.0,,,,0,5,,,,
102,2003,2003-10-12,6,29.057,GNB,,KAN,L 34-40,,0,0,,0,0,0,,,,,,4,4,100.0,2,2,100.0,0,10,0,0,,0
103,2003,2003-10-19,7,29.064,GNB,@,STL,L 24-34,,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,0,6,0,0,,0
104,2003,2003-11-02,8,29.078,GNB,@,MIN,W 30-27,,0,0,,0,0,0,,,,,,3,3,100.0,3,3,100.0,0,12,0,0,,0
105,2003,2003-11-10,9,29.086,GNB,,PHI,L 14-17,,0,0,,0,0,0,,,,,,2,2,100.0,,1,0.0,0,2,0,0,,0
106,2003,2003-11-16,10,29.092,GNB,@,TAM,W 20-13,,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,1,30,30.00,0
107,2003,2003-11-23,11,29.099,GNB,,SFO,W 20-10,,0,0,,0,0,0,,,,,,2,2,100.0,2,3,66.7,0,8,0,0,,0
108,2003,2003-11-27,12,29.103,GNB,@,DET,L 14-22,,0,0,,0,0,,,,,,,2,2,100.0,,,,0,2,,,,
109,2003,2003-12-07,13,29.113,GNB,,CHI,W 34-21,,0,0,,0,0,0,,,,,,2,2,100.0,4,4,100.0,0,14,0,0,,0
110,2003,2003-12-14,14,29.120,GNB,@,SDG,W 38-21,,0,0,,0,0,0,,,,,,5,5,100.0,1,1,100.0,0,8,0,0,,0
111,2003,2003-12-22,15,29.128,GNB,@,OAK,W 41-7,,0,0,,0,0,0,,,,,,5,5,100.0,2,2,100.0,0,11,0,0,,0
112,2003,2003-12-28,16,29.134,GNB,,DEN,W 31-3,,0,0,,0,0,0,,,,,,4,4,100.0,1,2,50.0,0,7,0,0,,0
113,2004,2004-09-13,1,30.028,GNB,@,CAR,W 24-14,,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,0,6,0,0,,0
114,2004,2004-09-19,2,30.034,GNB,,CHI,L 10-21,,0,0,,0,0,0,,,,,,1,1,100.0,1,2,50.0,0,4,0,0,,0
115,2004,2004-09-26,3,30.041,GNB,@,IND,L 31-45,,0,0,,0,0,0,,,,,,4,4,100.0,1,2,50.0,0,7,0,0,,0
116,2004,2004-10-03,4,30.048,GNB,,NYG,L 7-14,,0,0,,0,0,,,,,,,1,1,100.0,,,,0,1,,,,
117,2004,2004-10-11,5,30.056,GNB,,TEN,L 27-48,,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,0,9,0,0,,0
118,2004,2004-10-17,6,30.062,GNB,@,DET,W 38-10,,0,0,,0,0,0,,,,,,5,5,100.0,1,1,100.0,0,8,0,0,,0
119,2004,2004-10-24,7,30.069,GNB,,DAL,W 41-20,,0,0,,0,0,0,,,,,,5,5,100.0,2,2,100.0,0,11,0,0,,0
120,2004,2004-10-31,8,30.076,GNB,@,WAS,W 28-14,,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,0,0,,0
121,2004,2004-11-14,9,30.090,GNB,,MIN,W 34-31,,0,0,,0,0,0,,,,,,4,4,100.0,2,2,100.0,0,10,0,0,,0
122,2004,2004-11-21,10,30.097,GNB,@,HOU,W 16-13,,0,0,,0,0,0,,,,,,1,1,100.0,3,4,75.0,0,10,0,0,,0
123,2004,2004-11-29,11,30.105,GNB,,STL,W 45-17,,0,0,,0,0,0,,,,,,6,6,100.0,1,1,100.0,0,9,0,0,,0
124,2004,2004-12-05,12,30.111,GNB,@,PHI,L 17-47,,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
125,2004,2004-12-12,13,30.118,GNB,,DET,W 16-13,,0,0,,0,0,0,,,,,,1,1,100.0,3,3,100.0,0,10,0,0,,0
126,2004,2004-12-19,14,30.125,GNB,,JAX,L 25-28,,0,0,,0,0,0,,,,,,2,2,100.0,1,2,50.0,0,5,0,0,,0
127,2004,2004-12-24,15,30.130,GNB,@,MIN,W 34-31,,0,0,,0,0,0,,,,,,4,4,100.0,2,2,100.0,0,10,0,0,,0
128,2004,2005-01-02,16,30.139,GNB,@,CHI,W 31-14,,0,0,,0,0,0,,,,,,4,4,100.0,1,1,100.0,0,7,0,0,,0
129,2005,2005-09-11,1,31.026,GNB,@,DET,L 3-17,,0,0,,0,0,0,,,,,,,,,1,1,100.0,0,3,0,0,,0
130,2005,2005-09-18,2,31.033,GNB,,CLE,L 24-26,,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,0,6,0,0,,0
131,2005,2005-09-25,3,31.040,GNB,,TAM,L 16-17,,0,0,,0,0,0,,,,,,1,2,50.0,1,2,50.0,0,4,0,0,,0
132,2005,2005-10-03,4,31.048,GNB,@,CAR,L 29-32,,0,0,,0,0,,,,,,,1,1,100.0,,,,0,1,,,,
133,2005,2005-10-09,5,31.054,GNB,,NOR,W 52-3,,0,0,,0,0,0,,,,,,7,7,100.0,1,1,100.0,0,10,0,0,,0
134,2005,2005-10-23,6,31.068,GNB,@,MIN,L 20-23,,0,0,,0,0,0,,,,,,2,2,100.0,2,4,50.0,0,8,0,0,,0
135,2005,2005-10-30,7,31.075,GNB,@,CIN,L 14-21,,0,0,,0,0,,,,,,,2,2,100.0,,,,0,2,,,,
136,2005,2005-11-06,8,31.082,GNB,,PIT,L 10-20,,0,0,,0,0,0,,,,,,1,1,100.0,1,2,50.0,0,4,0,0,,0
137,2005,2005-11-13,9,31.089,GNB,@,ATL,W 33-25,,0,0,,0,0,0,,,,,,3,3,100.0,4,4,100.0,0,15,0,0,,0
138,2005,2005-11-21,10,31.097,GNB,,MIN,L 17-20,,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
139,2005,2005-11-27,11,31.103,GNB,@,PHI,L 14-19,,0,0,,0,0,,,,,,,2,2,100.0,,,,0,2,,,,
140,2005,2005-12-04,12,31.110,GNB,@,CHI,L 7-19,,0,0,,0,0,,,,,,,1,1,100.0,,,,0,1,,,,
141,2005,2005-12-11,13,31.117,GNB,,DET,W 16-13,,0,0,,0,0,0,,,,,,1,1,100.0,3,4,75.0,0,10,0,0,,0
142,2005,2005-12-19,14,31.125,GNB,@,BAL,L 3-48,,0,0,,0,0,0,,,,,,,,,1,1,100.0,0,3,0,0,,0
143,2005,2005-12-25,15,31.131,GNB,,CHI,L 17-24,,0,0,,0,0,0,,,,,,2,2,100.0,1,3,33.3,0,5,0,0,,0
144,2005,2006-01-01,16,31.138,GNB,,SEA,W 23-17,,0,0,,0,0,0,,,,,,2,2,100.0,3,3,100.0,0,11,0,0,,0
145,2006,2006-09-11,1,32.026,MIN,@,WAS,W 19-16,,0,0,,0,0,0,,0,,,,1,1,100.0,2,3,66.7,0,7,0,0,,0
146,2006,2006-09-17,2,32.032,MIN,,CAR,W 16-13,,1,1,100.00,16,1,0,158.3,0,0,16.00,36.00,1,1,100.0,3,4,75.0,0,10,0,0,,0
147,2006,2006-09-24,3,32.039,MIN,,CHI,L 16-19,,0,0,,0,0,0,,0,,,,1,1,100.0,3,3,100.0,0,10,0,0,,0
148,2006,2006-10-01,4,32.046,MIN,@,BUF,L 12-17,,0,0,,0,0,0,,0,,,,,,,2,2,100.0,0,6,0,0,,0
149,2006,2006-10-08,5,32.053,MIN,,DET,W 26-17,,0,0,,0,0,0,,0,,,,2,3,66.7,2,2,100.0,0,8,1,27,27.00,0
150,2006,2006-10-22,6,32.067,MIN,@,SEA,W 31-13,,0,0,,0,0,0,,0,,,,4,4,100.0,1,2,50.0,0,7,0,0,,0
151,2006,2006-10-30,7,32.075,MIN,,NWE,L 7-31,,0,0,,0,0,,,0,,,,1,1,100.0,,,,0,1,,,,
152,2006,2006-11-05,8,32.081,MIN,@,SFO,L 3-9,,0,0,,0,0,0,,0,,,,,,,1,1,100.0,0,3,0,0,,0
153,2006,2006-11-12,9,32.088,MIN,,GNB,L 17-23,,0,0,,0,0,0,,0,,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
154,2006,2006-11-19,10,32.095,MIN,@,MIA,L 20-24,,0,0,,0,0,0,,0,,,,2,2,100.0,2,2,100.0,0,8,0,0,,0
155,2006,2006-11-26,11,32.102,MIN,,ARI,W 31-26,,0,0,,0,0,0,,0,,,,4,4,100.0,1,1,100.0,0,7,0,0,,0
156,2006,2006-12-03,12,32.109,MIN,@,CHI,L 13-23,,0,0,,0,0,0,,0,,,,1,1,100.0,2,2,100.0,0,7,0,0,,0
157,2006,2006-12-10,13,32.116,MIN,@,DET,W 30-20,,0,0,,0,0,0,,0,,,,3,3,100.0,1,1,100.0,0,6,0,0,,0
158,2006,2006-12-17,14,32.123,MIN,,NYJ,L 13-26,,0,0,,0,0,0,,0,,,,1,1,100.0,,1,0.0,0,1,0,0,,0
159,2006,2006-12-21,15,32.127,MIN,@,GNB,L 7-9,,0,0,,0,0,,,0,,,,1,1,100.0,,,,0,1,,,,
160,2006,2006-12-31,16,32.137,MIN,,STL,L 21-41,,0,0,,0,0,,,0,,,,3,3,100.0,,,,0,3,,,,
161,2007,2007-09-09,1,33.024,MIN,,ATL,W 24-3,,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,0,6,0,0,,0
162,2007,2007-09-16,2,33.031,MIN,@,DET,L 17-20,,0,0,,0,0,0,,,,,,2,2,100.0,1,2,50.0,0,5,0,0,,0
163,2007,2007-09-23,3,33.038,MIN,@,KAN,L 10-13,,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
164,2007,2007-09-30,4,33.045,MIN,,GNB,L 16-23,,0,0,,0,0,0,,,,,,1,1,100.0,3,3,100.0,0,10,0,0,,0
165,2007,2007-10-14,5,33.059,MIN,@,CHI,W 34-31,,0,0,,0,0,0,,,,,,4,4,100.0,2,2,100.0,0,10,0,0,,0
166,2007,2007-10-21,6,33.066,MIN,@,DAL,L 14-24,,0,0,,0,0,0,,,,,,2,2,100.0,,1,0.0,0,2,0,0,,0
167,2007,2007-10-28,7,33.073,MIN,,PHI,L 16-23,,0,0,,0,0,0,,,,,,1,1,100.0,3,3,100.0,0,10,0,0,,0
168,2007,2007-11-04,8,33.080,MIN,,SDG,W 35-17,,0,0,,0,0,0,,,,,,5,5,100.0,,1,0.0,0,5,0,0,,0
169,2007,2007-11-11,9,33.087,MIN,@,GNB,L 0-34,,,,,,,,,,,,,,,,,,,,,,,,
170,2007,2007-11-18,10,33.094,MIN,,OAK,W 29-22,,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,0,9,0,0,,0
171,2007,2007-11-25,11,33.101,MIN,@,NYG,W 41-17,,0,0,,0,0,0,,,,,,5,5,100.0,2,2,100.0,0,11,0,0,,0
172,2007,2007-12-02,12,33.108,MIN,,DET,W 42-10,,0,0,,0,0,,,,,,,6,6,100.0,,,,0,6,,,,
173,2007,2007-12-09,13,33.115,MIN,@,SFO,W 27-7,,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,0,9,0,0,,0
174,2007,2007-12-17,14,33.123,MIN,,CHI,W 20-13,,0,0,,0,0,0,,,,,,,1,0.0,2,2,100.0,0,6,0,0,,0
175,2007,2007-12-23,15,33.129,MIN,,WAS,L 21-32,,0,0,,0,0,0,,,,,,3,3,100.0,,1,0.0,0,3,0,0,,0
176,2007,2007-12-30,16,33.136,MIN,@,DEN,L 19-22,,0,0,,0,0,0,,,,,,,,,1,1,100.0,0,3,0,0,,0
177,2008,2008-09-08,1,34.023,MIN,@,GNB,L 19-24,,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0,0,,0
178,2008,2008-09-14,2,34.029,MIN,,IND,L 15-18,,0,0,,0,0,0,,,,,,,,,5,6,83.3,0,15,0,0,,0
179,2008,2008-09-21,3,34.036,MIN,,CAR,W 20-10,,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,0,0,,0
