ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
73,1998,1998-12-13,14,27.364,IND,,CIN,W 39-26,,,,,,,0.0%,
74,1998,1998-12-20,15,28.006,IND,@,SEA,L 23-27,,,,,,,0.0%,
75,1998,1998-12-27,16,28.013,IND,,CAR,L 19-27,,,,,,,0.0%,
76,1999,1999-09-12,1,28.272,IND,,BUF,W 31-14,,0,,,,,0.0%,
77,1999,1999-09-19,2,28.279,IND,@,NWE,L 28-31,,,,,,,0.0%,
78,1999,1999-09-26,3,28.286,IND,@,SDG,W 27-19,,,,,,,0.0%,
79,1999,1999-10-10,4,28.300,IND,,MIA,L 31-34,,,,,,,0.0%,
80,1999,1999-10-17,5,28.307,IND,@,NYJ,W 16-13,,,,,,,0.0%,
81,1999,1999-10-24,6,28.314,IND,,CIN,W 31-10,,,,,,,0.0%,
82,1999,1999-10-31,7,28.321,IND,,DAL,W 34-24,,,,,,,0.0%,
83,1999,1999-11-07,8,28.328,IND,,KAN,W 25-17,,,,,,,0.0%,
84,1999,1999-11-14,9,28.335,IND,@,NYG,W 27-19,,,,,,,0.0%,
85,1999,1999-11-21,10,28.342,IND,@,PHI,W 44-17,,,,,,,0.0%,
86,1999,1999-11-28,11,28.349,IND,,NYJ,W 13-6,,,,,,,0.0%,
87,1999,1999-12-05,12,28.356,IND,@,MIA,W 37-34,,,,,,,0.0%,
88,1999,1999-12-12,13,28.363,IND,,NWE,W 20-15,,,,,,,0.0%,
89,1999,1999-12-19,14,29.005,IND,,WAS,W 24-21,,,,,,,0.0%,
90,1999,1999-12-26,15,29.012,IND,@,CLE,W 29-28,,,,,,,0.0%,
91,1999,2000-01-02,16,29.019,IND,@,BUF,L 6-31,,0,,,,,0.0%,
92,2000,2000-09-03,1,29.264,NYJ,@,GNB,W 20-16,,,,,,,0.0%,
93,2000,2000-09-11,2,29.272,NYJ,,NWE,W 20-19,,,,,,,0.0%,
94,2000,2000-09-17,3,29.278,NYJ,,BUF,W 27-14,,,,,,,0.0%,
95,2000,2000-09-24,4,29.285,NYJ,@,TAM,W 21-17,,0,,,,,0.0%,
96,2000,2000-10-08,5,29.299,NYJ,,PIT,L 3-20,,,,,,,0.0%,
97,2000,2000-10-15,6,29.306,NYJ,@,NWE,W 34-17,,,,,,,0.0%,
98,2000,2000-10-23,7,29.314,NYJ,,MIA,W 40-37,,0,,,,,0.0%,
99,2000,2000-10-29,8,29.320,NYJ,@,BUF,L 20-23,,,,,,,0.0%,
100,2000,2000-11-05,9,29.327,NYJ,,DEN,L 23-30,,,,,,,0.0%,
101,2000,2000-11-12,10,29.334,NYJ,@,IND,L 15-23,,,,,,,0.0%,
102,2000,2000-11-19,11,29.341,NYJ,@,MIA,W 20-3,,0,,,,,0.0%,
103,2000,2000-11-26,12,29.348,NYJ,,CHI,W 17-10,,0,,,,,0.0%,
104,2000,2000-12-03,13,29.355,NYJ,,IND,W 27-17,,0,,,,,0.0%,
105,2000,2000-12-10,14,29.362,NYJ,@,OAK,L 7-31,,0,,,,,0.0%,
106,2000,2000-12-17,15,30.003,NYJ,,DET,L 7-10,,,,,,,0.0%,
107,2000,2000-12-24,16,30.010,NYJ,@,BAL,L 20-34,,,,,,,0.0%,
108,2001,2001-09-09,1,30.269,DET,@,GNB,L 6-28,,,,,,,0.0%,
109,2001,2001-09-23,2,30.283,DET,@,CLE,L 14-24,,0,,,,,0.0%,
110,2001,2001-10-08,3,30.298,DET,,STL,L 0-35,,,,,,,0.0%,
111,2001,2001-10-14,4,30.304,DET,@,MIN,L 26-31,,0,,,,,0.0%,
112,2001,2001-10-21,5,30.311,DET,,TEN,L 24-27,,1,,,,,0.0%,
113,2001,2001-10-28,6,30.318,DET,,CIN,L 27-31,,,,,,,0.0%,
114,2001,2001-11-04,7,30.325,DET,@,SFO,L 13-21,,0,,,,,0.0%,
115,2001,2001-11-11,8,30.332,DET,,TAM,L 17-20,,0,,,,,0.0%,
116,2001,2001-11-18,9,30.339,DET,@,ARI,L 38-45,,0,,,,,0.0%,
117,2001,2001-11-22,10,30.343,DET,,GNB,L 27-29,,,,,,,0.0%,
118,2001,2001-12-02,11,30.353,DET,@,CHI,L 10-13,,,,,,,0.0%,
119,2001,2001-12-09,12,30.360,DET,@,TAM,L 12-15,,,,,,,0.0%,
120,2001,2001-12-16,13,31.002,DET,,MIN,W 27-24,,,,,,,0.0%,
121,2001,2001-12-23,14,31.009,DET,@,PIT,L 14-47,,,,,,,0.0%,
122,2001,2001-12-30,15,31.016,DET,,CHI,L 0-24,,,,,,,0.0%,
123,2001,2002-01-06,16,31.023,DET,,DAL,W 15-10,,,,,,,0.0%,
124,2002,2002-09-08,1,31.268,DET,@,MIA,L 21-49,,0,,,,,0.0%,
125,2002,2002-09-15,2,31.275,DET,@,CAR,L 7-31,,,,,,,0.0%,
126,2002,2002-09-22,3,31.282,DET,,GNB,L 31-37,,,,,,,0.0%,
127,2002,2002-09-29,4,31.289,DET,,NOR,W 26-21,,,,,,,0.0%,
128,2002,2002-10-13,5,31.303,DET,@,MIN,L 24-31,,,,,,,0.0%,
129,2002,2002-10-20,6,31.310,DET,,CHI,W 23-20,,,,,,,0.0%,
130,2002,2002-10-27,7,31.317,DET,@,BUF,L 17-24,,,,,,,0.0%,
131,2002,2002-11-03,8,31.324,DET,,DAL,W 9-7,,0,,,,,0.0%,
132,2002,2002-11-10,9,31.331,DET,@,GNB,L 14-40,,,,,,,0.0%,
133,2002,2002-11-17,10,31.338,DET,,NYJ,L 14-31,,,,,,,0.0%,
134,2002,2002-11-24,11,31.345,DET,@,CHI,L 17-20,,0,,,,,0.0%,
135,2002,2002-11-28,12,31.349,DET,,NWE,L 12-20,,,,,,,0.0%,
136,2002,2002-12-08,13,31.359,DET,@,ARI,L 20-23,,,,,,,0.0%,
137,2002,2002-12-15,14,32.001,DET,,TAM,L 20-23,,,,,,,0.0%,
138,2002,2002-12-22,15,32.008,DET,@,ATL,L 15-36,,,,,,,0.0%,
139,2002,2002-12-29,16,32.015,DET,,MIN,L 36-38,,,,,,,0.0%,
140,2003,2003-09-07,1,32.267,DET,,ARI,W 42-24,,,,,,,0.0%,
141,2003,2003-09-14,2,32.274,DET,@,GNB,L 6-31,,,,,,,0.0%,
142,2003,2003-09-21,3,32.281,DET,,MIN,L 13-23,,,,,,,0.0%,
143,2003,2003-09-28,4,32.288,DET,@,DEN,L 16-20,,,,,,,0.0%,
144,2003,2003-10-05,5,32.295,DET,@,SFO,L 17-24,,,,,,,0.0%,
145,2003,2003-10-19,6,32.309,DET,,DAL,L 7-38,,,,,,,0.0%,
146,2003,2003-10-26,7,32.316,DET,@,CHI,L 16-24,,,,,,,0.0%,
147,2003,2003-11-02,8,32.323,DET,,OAK,W 23-13,,,,,,,0.0%,
148,2003,2003-11-09,9,32.330,DET,,CHI,W 12-10,,0,,,,,0.0%,
149,2003,2003-11-16,10,32.337,DET,@,SEA,L 14-35,,,,,,,0.0%,
150,2003,2003-11-23,11,32.344,DET,@,MIN,L 14-24,,,,,,,0.0%,
151,2003,2003-11-27,12,32.348,DET,,GNB,W 22-14,,,,,,,0.0%,
152,2003,2003-12-07,13,32.358,DET,,SDG,L 7-14,,0,,,,,0.0%,
153,2004,2004-12-19,14,34.005,BUF,@,CIN,W 33-17,,,,,,,0.0%,
154,2004,2004-12-26,15,34.012,BUF,@,SFO,W 41-7,,,,,,,0.0%,
155,2004,2005-01-02,16,34.019,BUF,,PIT,L 24-29,,,,,,,0.0%,
