ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2004,2004-11-14,9,26.081,STL,,SEA,W 23-12,,,,,
2,2004,2004-11-21,10,26.088,STL,@,BUF,L 17-37,*,,,,
3,2004,2004-11-29,11,26.096,STL,@,GNB,L 17-45,,,,,
4,2004,2004-12-05,12,26.102,STL,,SFO,W 16-6,,,,,
5,2004,2004-12-12,13,26.109,STL,@,CAR,L 7-20,*,,,,
6,2004,2004-12-19,14,26.116,STL,@,ARI,L 7-31,*,,,,
7,2004,2004-12-27,15,26.124,STL,,PHI,W 20-7,*,,,,
8,2004,2005-01-02,16,26.130,STL,,NYJ,W 32-29,*,,,,
9,2005,2005-09-11,1,27.017,STL,@,SFO,L 25-28,,,,,
10,2005,2005-09-18,2,27.024,STL,@,ARI,W 17-12,*,,,,
11,2005,2005-09-25,3,27.031,STL,,TEN,W 31-27,*,,,,
12,2005,2005-10-02,4,27.038,STL,@,NYG,L 24-44,,,,,
13,2005,2005-10-09,5,27.045,STL,,SEA,L 31-37,*,,,,
14,2005,2005-10-17,6,27.053,STL,@,IND,L 28-45,,,,,
15,2005,2005-10-23,7,27.059,STL,,NOR,W 28-17,,,,,
16,2005,2005-10-30,8,27.066,STL,,JAX,W 24-21,,,,,
17,2005,2005-11-20,10,27.087,STL,,ARI,L 28-38,,,,,
18,2006,2006-10-08,5,28.044,DET,@,MIN,L 17-26,,,,,
19,2006,2006-10-15,6,28.051,DET,,BUF,W 20-17,*,,,,
20,2006,2006-10-22,7,28.058,DET,@,NYJ,L 24-31,*,,,,
21,2006,2006-11-05,8,28.072,DET,,ATL,W 30-14,,,,,
22,2006,2006-12-03,12,28.100,DET,@,NWE,L 21-28,*,,,,
23,2006,2006-12-10,13,28.107,DET,,MIN,L 20-30,*,,,,
24,2007,2007-09-09,1,29.015,DET,@,OAK,W 36-21,,,,,
25,2007,2007-09-16,2,29.022,DET,,MIN,W 20-17,,,,,
26,2007,2007-09-23,3,29.029,DET,@,PHI,L 21-56,,,,,
27,2007,2007-09-30,4,29.036,DET,,CHI,W 37-27,,,,,
28,2007,2007-10-07,5,29.043,DET,@,WAS,L 3-34,,,,,
29,2007,2007-10-21,6,29.057,DET,,TAM,W 23-16,,,,,
30,2007,2007-11-11,9,29.078,DET,@,ARI,L 21-31,,,,,
31,2007,2007-11-18,10,29.085,DET,,NYG,L 10-16,,1,12,12.00,0
32,2007,2007-11-22,11,29.089,DET,,GNB,L 26-37,,,,,
33,2007,2007-12-02,12,29.099,DET,@,MIN,L 10-42,,,,,
34,2007,2007-12-09,13,29.106,DET,,DAL,L 27-28,,1,11,11.00,0
35,2007,2007-12-16,14,29.113,DET,@,SDG,L 14-51,,,,,
36,2007,2007-12-23,15,29.120,DET,,KAN,W 25-20,*,,,,
37,2007,2007-12-30,16,29.127,DET,@,GNB,L 13-34,,,,,
