ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
20,2012,2012-11-18,10,22.333,NOR,@,OAK,W 38-17,*,12,67,5.58,1,1,1,1,1.00,0,100.0%,1.00,,1,6,0.0,0,0
21,2012,2012-11-25,11,22.340,NOR,,SFO,L 21-31,,10,27,2.70,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
22,2012,2012-11-29,12,22.344,NOR,@,ATL,L 13-23,*,6,13,2.17,1,1,1,-1,-1.00,0,100.0%,-1.00,,1,6,0.0,0,0
23,2012,2012-12-09,13,22.354,NOR,@,NYG,L 27-52,*,13,68,5.23,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
24,2012,2012-12-16,14,22.361,NOR,,TAM,W 41-0,*,14,90,6.43,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
25,2012,2012-12-23,15,23.002,NOR,@,DAL,W 34-31,,21,53,2.52,1,1,1,7,7.00,0,100.0%,7.00,,1,6,0.0,0,0
26,2012,2012-12-30,16,23.009,NOR,,CAR,L 38-44,,10,39,3.90,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
27,2013,2013-09-08,1,23.261,NOR,,ATL,W 23-17,*,9,11,1.22,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
28,2013,2013-09-15,2,23.268,NOR,@,TAM,W 16-14,,8,20,2.50,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
29,2013,2013-11-03,8,23.317,NOR,@,NYJ,L 20-26,,4,19,4.75,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
30,2013,2013-11-10,9,23.324,NOR,,DAL,W 49-17,,14,145,10.36,1,3,2,15,7.50,0,66.7%,5.00,,1,6,0.0,0,0
31,2013,2013-11-17,10,23.331,NOR,,SFO,W 23-20,,6,25,4.17,0,2,1,4,4.00,0,50.0%,2.00,,0,0,0.0,0,0
32,2013,2013-11-21,11,23.335,NOR,@,ATL,W 17-13,*,9,32,3.56,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
33,2013,2013-12-02,12,23.346,NOR,@,SEA,L 7-34,,8,22,2.75,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
34,2013,2013-12-08,13,23.352,NOR,,CAR,W 31-13,,3,4,1.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
35,2013,2013-12-15,14,23.359,NOR,@,STL,L 16-27,*,1,5,5.00,0,2,2,39,19.50,0,100.0%,19.50,,0,0,0.0,0,0
36,2013,2013-12-22,15,24.001,NOR,@,CAR,L 13-17,,13,83,6.38,0,1,1,7,7.00,0,100.0%,7.00,,0,0,0.0,0,0
37,2013,2013-12-29,16,24.008,NOR,,TAM,W 42-17,,3,20,6.67,0,1,1,3,3.00,0,100.0%,3.00,,0,0,0.0,0,0
38,2014,2014-09-07,1,24.260,NOR,@,ATL,L 34-37,,13,60,4.62,2,1,1,1,1.00,0,100.0%,1.00,,2,12,0.0,0,0
39,2014,2014-09-14,2,24.267,NOR,@,CLE,L 24-26,,11,83,7.55,1,4,3,21,7.00,0,75.0%,5.25,,1,6,0.0,0,0
40,2014,2014-10-19,6,24.302,NOR,@,DET,L 23-24,,10,16,1.60,0,3,2,13,6.50,0,66.7%,4.33,,0,0,0.0,0,0
41,2014,2014-10-26,7,24.309,NOR,,GNB,W 44-23,*,24,172,7.17,1,2,1,3,3.00,0,50.0%,1.50,,1,6,0.0,0,0
42,2014,2014-10-30,8,24.313,NOR,@,CAR,W 28-10,*,30,100,3.33,2,2,1,10,10.00,0,50.0%,5.00,,2,12,0.0,0,0
43,2014,2014-11-09,9,24.323,NOR,,SFO,L 24-27,*,27,120,4.44,0,5,3,19,6.33,0,60.0%,3.80,,0,0,0.0,0,0
44,2014,2014-11-16,10,24.330,NOR,,CIN,L 10-27,*,23,67,2.91,0,7,7,30,4.29,0,100.0%,4.29,,0,0,0.0,0,0
45,2014,2014-11-24,11,24.338,NOR,,BAL,L 27-34,*,11,27,2.45,0,2,2,15,7.50,0,100.0%,7.50,,0,0,0.0,0,0
46,2014,2014-11-30,12,24.344,NOR,@,PIT,W 35-32,,23,122,5.30,0,2,2,-1,-0.50,0,100.0%,-0.50,,0,0,0.0,0,0
47,2014,2014-12-07,13,24.351,NOR,,CAR,L 10-41,*,10,43,4.30,0,2,2,13,6.50,0,100.0%,6.50,,0,0,0.0,1,0
48,2014,2014-12-15,14,24.359,NOR,@,CHI,W 31-15,*,17,59,3.47,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
49,2014,2014-12-21,15,25.000,NOR,,ATL,L 14-30,*,13,38,2.92,1,3,3,17,5.67,0,100.0%,5.67,,1,6,0.0,0,0
50,2014,2014-12-28,16,25.007,NOR,@,TAM,W 23-20,*,14,57,4.07,1,3,2,4,2.00,0,66.7%,1.33,,1,6,0.0,0,0
51,2015,2015-09-13,1,25.266,NOR,@,ARI,L 19-31,*,9,24,2.67,0,9,8,98,12.25,0,88.9%,10.89,,0,0,0.0,0,0
52,2015,2015-09-20,2,25.273,NOR,,TAM,L 19-26,*,16,53,3.31,1,3,3,5,1.67,0,100.0%,1.67,,1,6,0.0,0,0
53,2015,2015-09-27,3,25.280,NOR,@,CAR,L 22-27,,14,50,3.57,1,5,5,49,9.80,0,100.0%,9.80,,1,6,0.0,0,0
54,2015,2015-10-04,4,25.287,NOR,,DAL,W 26-20,*,17,77,4.53,0,7,6,51,8.50,0,85.7%,7.29,,0,0,0.0,0,0
55,2015,2015-10-11,5,25.294,NOR,@,PHI,L 17-39,,12,57,4.75,0,3,2,17,8.50,0,66.7%,5.67,,0,0,0.0,0,0
56,2015,2015-10-15,6,25.298,NOR,,ATL,W 31-21,*,20,46,2.30,2,3,3,10,3.33,0,100.0%,3.33,,2,12,0.0,0,0
57,2015,2015-10-25,7,25.308,NOR,@,IND,W 27-21,*,14,143,10.21,1,2,2,5,2.50,0,100.0%,2.50,,1,6,0.0,0,0
58,2015,2015-11-01,8,25.315,NOR,,NYG,W 52-49,*,16,80,5.00,0,5,4,39,9.75,0,80.0%,7.80,,0,0,0.0,0,0
59,2015,2015-11-08,9,25.322,NOR,,TEN,L 28-34,*,22,54,2.45,0,5,4,42,10.50,0,80.0%,8.40,,0,0,0.0,0,0
60,2015,2015-11-15,10,25.329,NOR,@,WAS,L 14-47,*,5,77,15.40,0,4,3,21,7.00,0,75.0%,5.25,,0,0,0.0,0,0
61,2015,2015-11-29,11,25.343,NOR,@,HOU,L 6-24,*,9,52,5.78,0,8,6,45,7.50,0,75.0%,5.63,,0,0,0.0,0,0
62,2015,2015-12-06,12,25.350,NOR,,CAR,L 38-41,*,12,56,4.67,1,6,4,23,5.75,0,66.7%,3.83,1,1,8,0.0,0,0
63,2016,2016-09-11,1,26.265,NOR,,OAK,L 34-35,*,12,58,4.83,0,2,2,29,14.50,0,100.0%,14.50,,0,0,0.0,0,0
64,2016,2016-09-18,2,26.272,NOR,@,NYG,L 13-16,*,9,30,3.33,0,4,4,17,4.25,0,100.0%,4.25,,0,0,0.0,0,0
65,2016,2016-09-26,3,26.280,NOR,,ATL,L 32-45,*,15,77,5.13,0,6,4,30,7.50,1,66.7%,5.00,1,1,8,0.0,0,0
66,2016,2016-10-02,4,26.286,NOR,@,SDG,W 35-34,*,18,56,3.11,1,7,6,49,8.17,0,85.7%,7.00,,1,6,0.0,0,0
67,2016,2016-10-16,5,26.300,NOR,,CAR,W 41-38,,16,51,3.19,0,3,2,9,4.50,0,66.7%,3.00,,0,0,0.0,0,0
68,2016,2016-10-23,6,26.307,NOR,@,KAN,L 21-27,*,16,62,3.88,0,4,4,20,5.00,1,100.0%,5.00,,1,6,0.0,0,0
69,2016,2016-10-30,7,26.314,NOR,,SEA,W 25-20,*,3,5,1.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
70,2016,2016-11-06,8,26.321,NOR,@,SFO,W 41-23,,15,158,10.53,1,2,2,13,6.50,1,100.0%,6.50,,2,12,0.0,0,0
71,2016,2016-11-13,9,26.328,NOR,,DEN,L 23-25,*,11,50,4.55,0,2,2,13,6.50,0,100.0%,6.50,,0,0,0.0,0,0
72,2016,2016-11-17,10,26.332,NOR,@,CAR,L 20-23,*,7,28,4.00,0,4,3,47,15.67,0,75.0%,11.75,,0,0,0.0,0,0
73,2016,2016-11-27,11,26.342,NOR,,LAR,W 49-21,*,14,146,10.43,1,2,1,21,21.00,1,50.0%,10.50,,2,12,0.0,0,0
74,2016,2016-12-04,12,26.349,NOR,,DET,L 13-28,*,7,37,5.29,0,5,5,16,3.20,0,100.0%,3.20,,0,0,0.0,0,0
75,2016,2016-12-11,13,26.356,NOR,@,TAM,L 11-16,*,7,14,2.00,0,2,1,9,9.00,0,50.0%,4.50,,0,0,0.0,0,0
76,2016,2016-12-18,14,26.363,NOR,@,ARI,W 48-41,*,17,78,4.59,0,4,2,14,7.00,0,50.0%,3.50,,0,0,0.0,0,0
77,2016,2016-12-24,15,27.003,NOR,,TAM,W 31-24,*,18,90,5.00,2,3,2,3,1.50,0,66.7%,1.00,1,2,14,0.0,0,0
78,2016,2017-01-01,16,27.011,NOR,@,ATL,L 32-38,*,20,103,5.15,1,8,6,29,4.83,0,75.0%,3.63,,1,6,0.0,0,0
79,2017,2017-09-11,1,27.264,NOR,@,MIN,L 19-29,,6,17,2.83,0,5,5,54,10.80,0,100.0%,10.80,,0,0,0.0,0,0
80,2017,2017-09-17,2,27.270,NOR,,NWE,L 20-36,*,8,52,6.50,0,5,4,24,6.00,0,80.0%,4.80,,0,0,0.0,0,0
81,2017,2017-09-24,3,27.277,NOR,@,CAR,W 34-13,*,14,56,4.00,0,4,2,30,15.00,0,50.0%,7.50,,0,0,0.0,0,0
82,2017,2017-10-01,4,27.284,NOR,@,MIA,W 20-0,*,14,45,3.21,0,8,4,17,4.25,0,50.0%,2.13,,0,0,0.0,0,0
83,2017,2017-10-15,5,27.298,NOR,,DET,W 52-38,,25,114,4.56,2,5,5,36,7.20,0,100.0%,7.20,,2,12,0.0,0,0
84,2017,2017-10-22,6,27.305,NOR,@,GNB,W 26-17,*,22,105,4.77,1,5,4,5,1.25,0,80.0%,1.00,,1,6,0.0,0,0
85,2017,2017-10-29,7,27.312,NOR,,CHI,W 20-12,*,18,75,4.17,1,6,6,24,4.00,0,100.0%,4.00,,1,6,0.0,0,0
86,2017,2017-11-05,8,27.319,NOR,,TAM,W 30-10,*,16,77,4.81,0,1,1,2,2.00,0,100.0%,2.00,,0,0,0.0,0,0
87,2017,2017-11-12,9,27.326,NOR,@,BUF,W 47-10,*,21,131,6.24,3,0,0,0,,0,0.0%,,,3,18,0.0,0,0
88,2017,2017-11-19,10,27.333,NOR,,WAS,W 34-31,*,11,134,12.18,1,4,3,21,7.00,0,75.0%,5.25,,1,6,0.0,0,0
89,2017,2017-11-26,11,27.340,NOR,@,LAR,L 20-26,*,11,31,2.82,0,3,2,5,2.50,0,66.7%,1.67,,0,0,0.0,0,0
90,2017,2017-12-03,12,27.347,NOR,,CAR,W 31-21,,14,85,6.07,1,7,6,37,6.17,0,85.7%,5.29,,1,6,0.0,0,0
91,2017,2017-12-07,13,27.351,NOR,@,ATL,L 17-20,*,12,49,4.08,0,5,4,43,10.75,0,80.0%,8.60,,0,0,0.0,0,0
92,2017,2017-12-17,14,27.361,NOR,,NYJ,W 31-19,*,12,74,6.17,2,6,5,77,15.40,0,83.3%,12.83,,2,12,0.0,0,0
93,2017,2017-12-24,15,28.003,NOR,,ATL,W 23-13,*,13,44,3.38,1,3,3,22,7.33,0,100.0%,7.33,,1,6,0.0,0,0
94,2017,2017-12-31,16,28.010,NOR,@,TAM,L 24-31,*,13,35,2.69,0,4,4,19,4.75,0,100.0%,4.75,,0,0,0.0,0,0
