ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2011,2011-09-08,1,21.261,NOR,@,GNB,L 34-42,*,13,40,3.08,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
2,2011,2011-09-18,2,21.271,NOR,,CHI,W 30-13,,14,51,3.64,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
3,2011,2011-09-25,3,21.278,NOR,,HOU,W 40-33,,9,38,4.22,1,2,2,-3,-1.50,0,100.0%,-1.50,,1,6,0.0,0,0
4,2011,2011-10-02,4,21.285,NOR,@,JAX,W 23-10,,17,55,3.24,0,2,2,3,1.50,0,100.0%,1.50,,0,0,0.0,0,0
5,2011,2011-10-09,5,21.292,NOR,@,CAR,W 30-27,,9,32,3.56,1,2,2,17,8.50,0,100.0%,8.50,,1,6,0.0,0,0
6,2011,2011-10-16,6,21.299,NOR,@,TAM,L 20-26,*,9,22,2.44,1,1,1,6,6.00,0,100.0%,6.00,,1,6,0.0,1,0
7,2011,2011-10-23,7,21.306,NOR,,IND,W 62-7,,14,91,6.50,0,1,1,6,6.00,0,100.0%,6.00,,0,0,0.0,0,0
8,2011,2011-11-13,10,21.327,NOR,@,ATL,W 26-23,,8,11,1.38,0,1,1,3,3.00,0,100.0%,3.00,,0,0,0.0,0,0
9,2011,2011-11-28,11,21.342,NOR,,NYG,W 49-24,*,13,80,6.15,1,3,2,14,7.00,0,66.7%,4.67,,1,6,0.0,0,0
10,2011,2011-12-04,12,21.348,NOR,,DET,W 31-17,*,16,54,3.38,1,1,0,0,,0,0.0%,0.00,,1,6,0.0,0,0
11,2012,2012-09-09,1,22.263,NOR,,WAS,L 32-40,,6,15,2.50,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
12,2012,2012-09-16,2,22.270,NOR,@,CAR,L 27-35,,16,53,3.31,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
13,2012,2012-09-23,3,22.277,NOR,,KAN,L 24-27,,5,11,2.20,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
14,2012,2012-09-30,4,22.284,NOR,@,GNB,L 27-28,,5,11,2.20,0,1,1,-1,-1.00,0,100.0%,-1.00,,0,0,0.0,0,0
15,2012,2012-10-07,5,22.291,NOR,,SDG,W 31-24,,5,16,3.20,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
16,2012,2012-10-21,6,22.305,NOR,@,TAM,W 35-28,,7,21,3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
17,2012,2012-10-28,7,22.312,NOR,@,DEN,L 14-34,,3,7,2.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
18,2012,2012-11-05,8,22.320,NOR,,PHI,W 28-13,*,7,44,6.29,0,2,2,23,11.50,0,100.0%,11.50,,0,0,0.0,0,0
19,2012,2012-11-11,9,22.326,NOR,,ATL,W 31-27,,16,67,4.19,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
