ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2017,2017-09-10,1,22.019,TEN,,OAK,L 16-26,*,1,0,0,,0,0.0%,0.00,0,0
2,2017,2017-09-17,2,22.026,TEN,@,JAX,W 37-16,*,3,2,30,15.00,1,66.7%,10.00,1,6
3,2017,2017-09-24,3,22.033,TEN,,SEA,W 33-27,*,2,1,24,24.00,1,50.0%,12.00,1,6
4,2017,2017-10-01,4,22.040,TEN,@,HOU,L 14-57,*,0,0,0,,0,0.0%,,0,0
5,2017,2017-10-08,5,22.047,TEN,@,MIA,L 10-16,*,5,5,21,4.20,0,100.0%,4.20,0,0
6,2017,2017-10-16,6,22.055,TEN,,IND,W 36-22,,1,1,10,10.00,0,100.0%,10.00,0,0
7,2017,2017-10-22,7,22.061,TEN,@,CLE,W 12-9,*,4,2,22,11.00,0,50.0%,5.50,0,0
8,2017,2017-11-05,8,22.075,TEN,,BAL,W 23-20,*,1,0,0,,0,0.0%,0.00,0,0
9,2017,2017-11-12,9,22.082,TEN,,CIN,W 24-20,*,5,2,20,10.00,0,40.0%,4.00,0,0
10,2017,2017-11-16,10,22.086,TEN,@,PIT,L 17-40,,1,0,0,,0,0.0%,0.00,0,0
11,2017,2017-11-26,11,22.096,TEN,@,IND,W 20-16,*,0,0,0,,0,0.0%,,0,0
12,2017,2017-12-03,12,22.103,TEN,,HOU,W 24-13,*,1,0,0,,0,0.0%,0.00,0,0
13,2017,2017-12-10,13,22.110,TEN,@,ARI,L 7-12,*,0,0,0,,0,0.0%,,0,0
14,2017,2017-12-17,14,22.117,TEN,@,SFO,L 23-25,,1,1,5,5.00,0,100.0%,5.00,0,0
15,2017,2017-12-24,15,22.124,TEN,,LAR,L 23-27,*,2,1,13,13.00,0,50.0%,6.50,0,0
16,2017,2017-12-31,16,22.131,TEN,,JAX,W 15-10,*,3,3,12,4.00,0,100.0%,4.00,0,0
17,2018,2018-09-09,1,23.018,TEN,@,MIA,L 20-27,*,3,1,12,12.00,0,33.3%,4.00,0,0
18,2018,2018-09-16,2,23.025,TEN,,HOU,W 20-17,*,0,0,0,,0,0.0%,,0,0
19,2018,2018-09-23,3,23.032,TEN,@,JAX,W 9-6,*,2,1,9,9.00,0,50.0%,4.50,0,0
