ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1987,1987-10-11,4,25.276,TAM,,SDG,L 13-17,1,2,2.00,0
2,1987,1987-10-18,5,25.283,TAM,,MIN,W 20-10,0,0,,0
