ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1991,1991-09-01,1,22.257,MIA,@,BUF,L 31-35,,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,3,48,16.00,0,0,0
2,1991,1991-09-08,2,22.264,MIA,,IND,W 17-6,,11,37,3.36,1,,1,3,3.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
3,1991,1991-09-15,3,22.271,MIA,@,DET,L 13-17,,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,2,52,26.00,0,0,0
4,1991,1991-09-22,4,22.278,MIA,,GNB,W 16-13,,2,-2,-1.00,0,,1,12,12.00,0,,,0,0,,0,0,0,,,,,,1,25,25.00,0,0,0
5,1991,1991-09-29,5,22.285,MIA,@,NYJ,L 23-41,,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,4,66,16.50,0,0,0
6,1991,1991-10-06,6,22.292,MIA,@,NWE,W 20-10,,2,2,1.00,0,,2,12,6.00,0,,,0,0,,0,0,0,,,,,,2,67,33.50,0,0,0
7,1991,1991-10-13,7,22.299,MIA,@,KAN,L 7-42,,4,19,4.75,0,,2,29,14.50,0,,,0,0,,0,0,0,,,,,,4,68,17.00,0,0,0
8,1991,1991-10-20,8,22.306,MIA,,HOU,L 13-17,,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,2,32,16.00,0,0,0
9,1991,1991-11-03,9,22.320,MIA,@,IND,W 10-6,,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,0,,0,0,
10,1991,1991-11-10,10,22.327,MIA,,NWE,W 30-20,,0,0,,0,,1,4,4.00,0,,,0,0,,0,0,0,,,,,,3,56,18.67,0,0,0
11,1991,1991-11-18,11,22.335,MIA,,BUF,L 27-41,,1,2,2.00,0,,1,7,7.00,0,,,0,0,,0,0,0,,,,,,4,74,18.50,0,0,0
12,1991,1991-12-09,14,22.356,MIA,,CIN,W 37-13,,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,0,,0,0,
13,1991,1991-12-15,15,22.362,MIA,@,SDG,L 30-38,,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,4,82,20.50,0,0,0
