ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2002,2002-09-15,2,23.180,CAR,,DET,W 31-7,,,,,,,0.0%,,,,,,,
2,2002,2002-09-22,3,23.187,CAR,@,MIN,W 21-14,,,,,,,0.0%,,,,,,,
3,2002,2002-09-29,4,23.194,CAR,@,GNB,L 14-17,,,,,,,0.0%,,,,,,,
4,2002,2002-10-06,5,23.201,CAR,,ARI,L 13-16,,0,0,0,,0,0.0%,,1,3,3.00,0,0,0
5,2003,2003-11-16,10,24.242,CLE,,ARI,W 44-6,,5,5,45,9.00,0,100.0%,9.00,0,0,,0,0,0
6,2003,2003-11-23,11,24.249,CLE,,PIT,L 6-13,,,,,,,0.0%,,,,,,,
7,2003,2003-11-30,12,24.256,CLE,@,SEA,L 7-34,,,,,,,0.0%,,,,,,,
8,2003,2003-12-08,13,24.264,CLE,,STL,L 20-26,,1,1,2,2.00,1,100.0%,2.00,0,0,,0,1,6
9,2003,2003-12-14,14,24.270,CLE,@,DEN,L 20-23,*,1,1,1,1.00,1,100.0%,1.00,0,0,,0,1,6
10,2003,2003-12-21,15,24.277,CLE,,BAL,L 0-35,*,2,1,16,16.00,0,50.0%,8.00,0,0,,0,0,0
11,2003,2003-12-28,16,24.284,CLE,@,CIN,W 22-14,*,,,,,,0.0%,,,,,,,
12,2004,2004-11-21,10,25.247,CLE,,NYJ,L 7-10,,,,,,,0.0%,,,,,,,
13,2004,2004-11-28,11,25.254,CLE,@,CIN,L 48-58,,,,,,,0.0%,,,,,,,
14,2004,2004-12-05,12,25.261,CLE,,NWE,L 15-42,,,,,,,0.0%,,,,,,,
15,2004,2004-12-12,13,25.268,CLE,@,BUF,L 7-37,,,,,,,0.0%,,,,,,,
16,2004,2004-12-19,14,25.275,CLE,,SDG,L 0-21,,,,,,,0.0%,,,,,,,
17,2004,2004-12-26,15,25.282,CLE,@,MIA,L 7-10,,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0
18,2004,2005-01-02,16,25.289,CLE,@,HOU,W 22-14,,,,,,,0.0%,,,,,,,
19,2007,2007-10-21,7,28.216,TAM,@,DET,L 16-23,,,0,0,,0,0.0%,,0,0,,0,0,0
20,2007,2007-10-28,8,28.223,TAM,,JAX,L 23-24,,,0,0,,0,0.0%,,0,0,,0,0,0
21,2007,2007-11-04,9,28.230,TAM,,ARI,W 17-10,,0,0,0,,0,0.0%,,0,0,,0,0,0
22,2007,2007-12-16,14,28.272,TAM,,ATL,W 37-3,,,0,0,,0,0.0%,,0,0,,0,0,0
