ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-10-01,3,22.133,WAS,,PIT,L 7-26,1,1,1.00,0,0,0,,0
2,1950,1950-11-05,7,22.168,BAL,,GNB,W 41-21,1,2,2.00,0,0,0,,0
3,1950,1950-11-12,8,22.175,BAL,@,PIT,L 7-17,1,15,15.00,1,0,0,,0
4,1950,1950-11-19,9,22.182,BAL,,NYG,L 20-55,8,16,2.00,0,3,33,11.00,0
5,1950,1950-12-03,11,22.196,BAL,,DET,L 21-45,0,0,,0,1,6,6.00,0
