ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,2002,2002-09-08,1,23.243,MIN,@,CHI,L 23-27,,,,
2,2002,2002-09-15,2,23.250,MIN,,BUF,L 39-45,,,,
3,2002,2002-09-22,3,23.257,MIN,,CAR,L 14-21,,,,
4,2002,2002-09-29,4,23.264,MIN,@,SEA,L 23-48,,,,
5,2002,2002-10-13,5,23.278,MIN,,DET,W 31-24,,,,
6,2002,2002-10-27,7,23.292,MIN,,CHI,W 25-7,,,,
7,2002,2002-11-03,8,23.299,MIN,@,TAM,L 24-38,,,,
8,2002,2002-11-10,9,23.306,MIN,,NYG,L 20-27,,,,
9,2002,2002-11-17,10,23.313,MIN,,GNB,W 31-21,,1,23,0
10,2002,2002-11-24,11,23.320,MIN,@,NWE,L 17-24,,,,
11,2002,2002-12-01,12,23.327,MIN,,ATL,L 24-30,,,,
12,2002,2002-12-08,13,23.334,MIN,@,GNB,L 22-26,,,,
13,2002,2002-12-15,14,23.341,MIN,@,NOR,W 32-31,,,,
14,2002,2002-12-21,15,23.347,MIN,,MIA,W 20-17,,1,1,0
15,2002,2002-12-29,16,23.355,MIN,@,DET,W 38-36,*,,,
16,2003,2003-09-28,4,24.263,MIN,,SFO,W 35-7,,,,
17,2003,2003-10-05,5,24.270,MIN,@,ATL,W 39-26,,,,
18,2003,2003-10-19,6,24.284,MIN,,DEN,W 28-20,,,,
19,2003,2003-10-26,7,24.291,MIN,,NYG,L 17-29,,,,
20,2003,2003-11-02,8,24.298,MIN,,GNB,L 27-30,,,,
21,2003,2003-11-09,9,24.305,MIN,@,SDG,L 28-42,,,,
22,2004,2004-09-12,1,25.248,NYG,@,PHI,L 17-31,,,,
23,2004,2004-09-19,2,25.255,NYG,,WAS,W 20-14,,,,
24,2004,2004-09-26,3,25.262,NYG,,CLE,W 27-10,,,,
25,2004,2004-10-03,4,25.269,NYG,@,GNB,W 14-7,,,,
26,2004,2004-10-10,5,25.276,NYG,@,DAL,W 26-10,,,,
27,2004,2004-10-24,6,25.290,NYG,,DET,L 13-28,,,,
28,2004,2004-10-31,7,25.297,NYG,@,MIN,W 34-13,,,,
29,2004,2004-11-07,8,25.304,NYG,,CHI,L 21-28,,,,
30,2004,2004-12-05,12,25.332,NYG,@,WAS,L 7-31,,,,
31,2004,2004-12-12,13,25.339,NYG,@,BAL,L 14-37,,,,
32,2004,2004-12-18,14,25.345,NYG,,PIT,L 30-33,,,,
33,2004,2004-12-26,15,25.353,NYG,@,CIN,L 22-23,,,,
34,2004,2005-01-02,16,25.360,NYG,,DAL,W 28-24,,,,
35,2005,2005-11-20,10,26.316,PHI,@,NYG,L 17-27,,,,
36,2005,2005-11-27,11,26.323,PHI,,GNB,W 19-14,,,,
37,2005,2005-12-05,12,26.331,PHI,,SEA,L 0-42,,,,
38,2005,2005-12-11,13,26.337,PHI,,NYG,L 23-26,,,,
39,2005,2005-12-18,14,26.344,PHI,@,STL,W 17-16,,,,
40,2005,2006-01-01,16,26.358,PHI,,WAS,L 20-31,,,,
