ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,1973,1973-09-16,1,21.308,MIN,,OAK,W 24-16,,,,,,,,,,,,,,,,,,,,,
2,1973,1973-09-23,2,21.315,MIN,@,CHI,W 22-13,,,,,,,,,,,,,,,,,,,,,
3,1973,1973-10-07,4,21.329,MIN,@,DET,W 23-9,,,,,,,,,,,,,,,,,,,,,
4,1973,1973-10-14,5,21.336,MIN,@,SFO,W 17-13,,,,,,,,,,,,,,,,,,,,,
5,1973,1973-11-04,8,21.357,MIN,,CLE,W 26-3,,,,,,,,,,,,,,,,,,,,,
6,1973,1973-11-11,9,21.364,MIN,,DET,W 28-7,,,,,,,,,,,,,,,,,,,,,
7,1973,1973-12-02,12,22.020,MIN,@,CIN,L 0-27,1,16,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
8,1973,1973-12-08,13,22.026,MIN,@,GNB,W 31-7,,,,,,,,,,,,,,,,,,,,,
9,1973,1973-12-16,14,22.034,MIN,@,NYG,W 31-7,1,18,18.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
10,1974,1974-09-15,1,22.307,MIN,@,GNB,W 32-17,1,17,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
11,1974,1974-09-22,2,22.314,MIN,@,DET,W 7-6,2,11,5.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
12,1974,1974-09-29,3,22.321,MIN,,CHI,W 11-7,2,23,11.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
13,1974,1974-10-06,4,22.328,MIN,@,DAL,W 23-21,3,38,12.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
14,1974,1974-10-13,5,22.335,MIN,,HOU,W 51-10,2,39,19.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
15,1974,1974-10-20,6,22.342,MIN,,DET,L 16-20,4,89,22.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
16,1974,1974-10-27,7,22.349,MIN,,NWE,L 14-17,4,56,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
17,1974,1974-11-03,8,22.356,MIN,@,CHI,W 17-0,,,,,,,,,,,,,,,,,,,,,
