ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
27,2012,2012-12-02,12,23.023,MIN,@,GNB,L 14-23,*,8,6,51,8.50,1,75.0%,6.38,0,0,,0,,1,6,0.0,0,0
28,2012,2012-12-09,13,23.030,MIN,,CHI,W 21-14,*,2,0,0,,0,0.0%,0.00,1,1,1.00,0,,0,0,0.0,0,0
29,2012,2012-12-16,14,23.037,MIN,@,STL,W 36-22,*,4,3,22,7.33,0,75.0%,5.50,0,0,,0,,0,0,0.0,0,0
30,2012,2012-12-23,15,23.044,MIN,@,HOU,W 23-6,*,6,3,39,13.00,1,50.0%,6.50,0,0,,0,,1,6,0.0,0,0
31,2012,2012-12-30,16,23.051,MIN,,GNB,W 37-34,*,6,2,20,10.00,0,33.3%,3.33,0,0,,0,,0,0,0.0,0,0
32,2013,2013-09-08,1,23.303,MIN,@,DET,L 24-34,*,4,2,27,13.50,0,50.0%,6.75,0,0,,0,,0,0,0.0,0,0
33,2013,2013-09-15,2,23.310,MIN,@,CHI,L 30-31,*,6,3,42,14.00,1,50.0%,7.00,0,0,,0,,1,6,0.0,0,0
34,2013,2013-09-22,3,23.317,MIN,,CLE,L 27-31,*,8,5,28,5.60,0,62.5%,3.50,0,0,,0,,0,0,0.0,0,0
35,2013,2013-09-29,4,23.324,MIN,,PIT,W 34-27,*,2,2,6,3.00,0,100.0%,3.00,0,0,,0,,0,0,0.0,0,0
36,2013,2013-10-13,5,23.338,MIN,,CAR,L 10-35,*,11,9,97,10.78,1,81.8%,8.82,0,0,,0,,1,6,0.0,1,0
37,2013,2013-10-21,6,23.346,MIN,@,NYG,L 7-23,*,9,3,27,9.00,0,33.3%,3.00,0,0,,0,,0,0,0.0,0,1
38,2013,2013-10-27,7,23.352,MIN,,GNB,L 31-44,*,4,4,51,12.75,0,100.0%,12.75,0,0,,0,,0,0,0.0,0,0
39,2013,2013-11-03,8,23.359,MIN,@,DAL,L 23-27,*,2,2,35,17.50,1,100.0%,17.50,0,0,,0,,1,6,0.0,0,0
40,2014,2014-09-07,1,24.302,MIN,@,STL,W 34-6,*,4,2,16,8.00,1,50.0%,4.00,0,0,,0,,1,6,0.0,0,0
41,2014,2014-09-14,2,24.309,MIN,,NWE,L 7-30,*,8,5,53,10.60,0,62.5%,6.63,0,0,,0,,0,0,0.0,0,0
42,2014,2014-09-21,3,24.316,MIN,@,NOR,L 9-20,*,5,3,27,9.00,0,60.0%,5.40,0,0,,0,,0,0,0.0,0,0
43,2014,2014-11-16,10,25.007,MIN,@,CHI,L 13-21,,0,,,,,0.0%,,,,,,,,,,,
44,2014,2014-11-23,11,25.014,MIN,,GNB,L 21-24,*,5,3,50,16.67,0,60.0%,10.00,0,0,,0,,0,0,0.0,0,0
45,2014,2014-11-30,12,25.021,MIN,,CAR,W 31-13,*,3,2,7,3.50,1,66.7%,2.33,0,0,,0,,1,6,0.0,0,0
46,2014,2014-12-07,13,25.028,MIN,,NYJ,W 30-24,*,2,2,9,4.50,0,100.0%,4.50,0,0,,0,,0,0,0.0,0,0
47,2014,2014-12-14,14,25.035,MIN,@,DET,L 14-16,*,7,7,69,9.86,0,100.0%,9.86,0,0,,0,,0,0,0.0,0,0
48,2014,2014-12-28,16,25.049,MIN,,CHI,W 13-9,*,0,,,,,0.0%,,,,,,,,,,,
49,2015,2015-09-14,1,25.309,MIN,@,SFO,L 3-20,*,7,5,53,10.60,0,71.4%,7.57,0,0,,0,,0,0,0.0,0,0
50,2015,2015-09-20,2,25.315,MIN,,DET,W 26-16,*,7,5,30,6.00,1,71.4%,4.29,0,0,,0,,1,6,0.0,0,0
51,2015,2015-09-27,3,25.322,MIN,,SDG,W 31-14,*,5,2,14,7.00,0,40.0%,2.80,0,0,,0,,0,0,0.0,0,0
52,2015,2015-10-04,4,25.329,MIN,@,DEN,L 20-23,*,4,2,7,3.50,0,50.0%,1.75,0,0,,0,,0,0,0.0,0,0
53,2015,2015-10-18,5,25.343,MIN,,KAN,W 16-10,*,5,2,9,4.50,1,40.0%,1.80,0,0,,0,,1,6,0.0,0,0
54,2015,2015-10-25,6,25.350,MIN,@,DET,W 28-19,*,2,2,10,5.00,1,100.0%,5.00,0,0,,0,,1,6,0.0,0,0
55,2015,2015-11-01,7,25.357,MIN,@,CHI,W 23-20,*,2,2,22,11.00,0,100.0%,11.00,0,0,,0,,0,0,0.0,0,0
56,2015,2015-11-08,8,25.364,MIN,,STL,W 21-18,*,2,2,30,15.00,0,100.0%,15.00,0,0,,0,,0,0,0.0,0,0
57,2015,2015-11-15,9,26.006,MIN,@,OAK,W 30-14,*,4,1,7,7.00,0,25.0%,1.75,0,0,,0,,0,0,0.0,0,0
58,2015,2015-11-22,10,26.013,MIN,,GNB,L 13-30,*,9,6,106,17.67,1,66.7%,11.78,0,0,,0,,1,6,0.0,0,0
59,2015,2015-11-29,11,26.020,MIN,@,ATL,W 20-10,*,10,7,53,7.57,0,70.0%,5.30,0,0,,0,,0,0,0.0,0,0
60,2015,2015-12-06,12,26.027,MIN,,SEA,L 7-38,*,4,3,13,4.33,0,75.0%,3.25,0,0,,0,,0,0,0.0,0,0
61,2015,2015-12-10,13,26.031,MIN,@,ARI,L 20-23,*,6,6,67,11.17,0,100.0%,11.17,0,0,,0,,0,0,0.0,0,0
62,2015,2015-12-20,14,26.041,MIN,,CHI,W 38-17,*,2,2,21,10.50,0,100.0%,10.50,0,0,,0,,0,0,0.0,0,0
63,2015,2015-12-27,15,26.048,MIN,,NYG,W 49-17,*,3,2,53,26.50,1,66.7%,17.67,0,0,,0,,1,6,0.0,0,0
64,2015,2016-01-03,16,26.055,MIN,@,GNB,W 20-13,*,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
65,2016,2016-09-11,1,26.307,MIN,@,TEN,W 25-16,*,8,4,65,16.25,0,50.0%,8.13,0,0,,0,,0,0,0.0,0,0
66,2016,2016-09-18,2,26.314,MIN,,GNB,W 17-14,*,8,3,31,10.33,1,37.5%,3.88,0,0,,0,,1,6,0.0,0,0
67,2016,2016-09-25,3,26.321,MIN,@,CAR,W 22-10,*,10,7,70,10.00,1,70.0%,7.00,0,0,,0,,1,6,0.0,0,0
68,2016,2016-10-03,4,26.329,MIN,,NYG,W 24-10,*,7,5,55,11.00,1,71.4%,7.86,0,0,,0,,1,6,0.0,0,0
69,2016,2016-10-09,5,26.335,MIN,,HOU,W 31-13,*,4,2,15,7.50,0,50.0%,3.75,0,0,,0,,0,0,0.0,0,0
70,2016,2016-10-23,6,26.349,MIN,@,PHI,L 10-21,*,11,5,55,11.00,0,45.5%,5.00,0,0,,0,,0,0,0.0,0,0
71,2016,2016-10-31,7,26.357,MIN,@,CHI,L 10-20,*,6,5,31,6.20,0,83.3%,5.17,0,0,,0,,0,0,0.0,0,0
72,2016,2016-11-06,8,26.363,MIN,,DET,L 16-22,*,3,1,1,1.00,1,33.3%,0.33,0,0,,0,,1,6,0.0,0,0
73,2016,2016-11-13,9,27.004,MIN,@,WAS,L 20-26,*,8,5,69,13.80,1,62.5%,8.63,0,0,,0,,1,6,0.0,0,0
74,2016,2016-11-20,10,27.011,MIN,,ARI,W 30-24,*,3,2,12,6.00,0,66.7%,4.00,0,0,,0,,0,0,0.0,0,0
75,2016,2016-11-24,11,27.015,MIN,@,DET,L 13-16,*,10,9,64,7.11,0,90.0%,6.40,0,0,,0,,0,0,0.0,0,0
76,2016,2016-12-01,12,27.022,MIN,,DAL,L 15-17,*,12,6,45,7.50,0,50.0%,3.75,0,0,,0,,0,0,0.0,0,0
77,2016,2016-12-11,13,27.032,MIN,@,JAX,W 25-16,*,8,4,60,15.00,1,50.0%,7.50,0,0,,0,,1,6,0.0,0,0
78,2016,2016-12-18,14,27.039,MIN,,IND,L 6-34,*,10,8,97,12.13,0,80.0%,9.70,0,0,,0,,0,0,0.0,0,0
79,2016,2016-12-24,15,27.045,MIN,@,GNB,L 25-38,*,9,6,53,8.83,0,66.7%,5.89,0,0,,0,,0,0,0.0,0,0
80,2016,2017-01-01,16,27.053,MIN,,CHI,W 38-10,*,15,11,117,10.64,1,73.3%,7.80,0,0,,0,,1,6,0.0,0,0
81,2017,2017-09-11,1,27.306,MIN,,NOR,W 29-19,*,3,3,26,8.67,1,100.0%,8.67,0,0,,0,,1,6,0.0,0,0
82,2017,2017-09-17,2,27.312,MIN,@,PIT,L 9-26,*,6,4,45,11.25,0,66.7%,7.50,0,0,,0,,0,0,0.0,0,0
83,2017,2017-09-24,3,27.319,MIN,,TAM,W 34-17,*,2,1,4,4.00,0,50.0%,2.00,0,0,,0,,0,0,0.0,0,0
84,2017,2017-10-01,4,27.326,MIN,,DET,L 7-14,*,4,2,34,17.00,0,50.0%,8.50,0,0,,0,,0,0,0.0,0,0
85,2017,2017-10-09,5,27.334,MIN,@,CHI,W 20-17,*,9,6,45,7.50,1,66.7%,5.00,0,0,,0,,1,6,0.0,0,0
86,2017,2017-10-15,6,27.340,MIN,,GNB,W 23-10,*,9,5,47,9.40,0,55.6%,5.22,0,0,,0,,0,0,0.0,0,0
87,2017,2017-10-22,7,27.347,MIN,,BAL,W 24-16,*,7,5,43,8.60,0,71.4%,6.14,0,0,,0,,0,0,0.0,0,0
88,2017,2017-10-29,8,27.354,MIN,@,CLE,W 33-16,*,7,6,27,4.50,1,85.7%,3.86,0,0,,0,,1,6,0.0,0,0
89,2017,2017-11-12,9,28.003,MIN,@,WAS,W 38-30,*,7,5,37,7.40,0,71.4%,5.29,0,0,,0,,0,0,0.0,0,0
90,2017,2017-11-19,10,28.010,MIN,,LAR,W 24-7,*,7,5,58,11.60,0,71.4%,8.29,0,0,,0,,0,0,0.0,0,0
91,2017,2017-11-23,11,28.014,MIN,@,DET,W 30-23,*,4,4,63,15.75,2,100.0%,15.75,0,0,,0,,2,12,0.0,0,0
92,2017,2017-12-03,12,28.024,MIN,@,ATL,W 14-9,*,5,4,36,9.00,1,80.0%,7.20,0,0,,0,,1,6,0.0,0,0
93,2017,2017-12-10,13,28.031,MIN,@,CAR,L 24-31,*,5,3,41,13.67,1,60.0%,8.20,0,0,,0,,1,6,0.0,1,0
94,2017,2017-12-17,14,28.038,MIN,,CIN,W 34-7,*,2,2,17,8.50,1,100.0%,8.50,0,0,,0,,1,6,0.0,0,0
95,2017,2017-12-23,15,28.044,MIN,@,GNB,W 16-0,*,1,1,6,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0
96,2017,2017-12-31,16,28.052,MIN,,CHI,W 23-10,*,3,1,3,3.00,0,33.3%,1.00,0,0,,0,,0,0,0.0,0,0
97,2018,2018-09-09,1,28.304,MIN,,SFO,W 24-16,*,2,1,11,11.00,1,50.0%,5.50,0,0,,0,,1,6,0.0,0,0
98,2018,2018-09-16,2,28.311,MIN,@,GNB,T 29-29,*,8,7,72,10.29,0,87.5%,9.00,0,0,,0,,0,0,0.0,0,0
99,2018,2018-09-23,3,28.318,MIN,,BUF,L 6-27,*,6,5,48,9.60,1,83.3%,8.00,0,0,,0,,1,6,0.0,0,0
100,2018,2018-09-27,4,28.322,MIN,@,LAR,L 31-38,*,6,5,57,11.40,0,83.3%,9.50,0,0,,0,,0,0,0.0,0,0
