ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1958,1958-10-19,4,22.042,BAL,@,DET,W 40-14,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,,,
2,1958,1958-11-09,7,22.063,BAL,@,NYG,L 21-24,,1,1,100.00,-1,0,0,79.2,0,0,-1.00,-1.00,0,0,,0,,,,
3,1958,1958-12-14,12,22.098,BAL,@,SFO,L 12-21,,0,0,,0,0,,,,,,,1,-9,-9.00,0,,,,
4,1959,1959-10-25,5,23.048,BAL,,GNB,W 38-21,,0,0,,0,0,,,,,,,1,1,1.00,0,,,,
5,1959,1959-11-15,8,23.069,BAL,@,GNB,W 28-24,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,,,
6,1959,1959-11-22,9,23.076,BAL,,SFO,W 45-14,,1,3,33.33,14,0,0,49.3,0,0,4.67,4.67,1,3,3.00,0,,,,
7,1960,1960-09-25,1,24.018,BAL,,WAS,W 20-0,,0,0,,0,0,0,,0,0,,,0,0,,0,3,86,28.67,0
8,1960,1960-10-02,2,24.025,BAL,,CHI,W 42-7,,0,0,,0,0,0,,0,0,,,0,0,,0,5,193,38.60,0
9,1960,1960-10-09,3,24.032,BAL,@,GNB,L 21-35,,1,2,50.00,21,0,0,87.5,0,0,10.50,10.50,0,0,,0,1,39,39.00,0
10,1960,1960-10-16,4,24.039,BAL,,RAM,W 31-17,,0,0,,0,0,0,,0,0,,,0,0,,0,3,143,47.67,0
11,1960,1960-10-23,5,24.046,BAL,@,DET,L 17-30,,0,0,,0,0,0,,0,0,,,0,0,,0,4,160,40.00,0
12,1960,1960-10-30,6,24.053,BAL,@,DAL,W 45-7,,4,9,44.44,31,1,0,90.5,0,0,3.44,5.67,2,25,12.50,0,5,163,32.60,0
13,1960,1960-11-06,7,24.060,BAL,,GNB,W 38-24,,0,0,,0,0,0,,0,0,,,0,0,,0,3,132,44.00,0
14,1960,1960-11-13,8,24.067,BAL,@,CHI,W 24-20,,0,0,,0,0,0,,0,0,,,0,0,,0,4,160,40.00,0
15,1960,1960-11-27,9,24.081,BAL,,SFO,L 22-30,,1,2,50.00,13,0,0,70.8,0,0,6.50,6.50,0,0,,0,2,77,38.50,0
16,1960,1960-12-04,10,24.088,BAL,,DET,L 15-20,,0,0,,0,0,0,,0,0,,,0,0,,0,4,135,33.75,0
17,1960,1960-12-11,11,24.095,BAL,@,RAM,L 3-10,,0,0,,0,0,0,,0,0,,,0,0,,0,8,333,41.63,0
18,1960,1960-12-18,12,24.102,BAL,@,SFO,L 10-34,,0,0,,0,0,0,,0,0,,,0,0,,0,10,379,37.90,0
