ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1980,1980-09-07,1,22.112,BAL,@,NYJ,W 17-14,,,,,,,
2,1980,1980-09-14,2,22.119,BAL,,PIT,L 17-20,,,,,,,
3,1980,1980-09-21,3,22.126,BAL,@,HOU,L 16-21,,,,,,,
4,1980,1980-09-28,4,22.133,BAL,,NYJ,W 35-21,,,,,,,
5,1980,1980-10-05,5,22.140,BAL,@,MIA,W 30-17,,,,,,,
6,1980,1980-10-12,6,22.147,BAL,@,BUF,W 17-12,,,,,,,
7,1980,1980-10-19,7,22.154,BAL,,NWE,L 21-37,,,,,,,
8,1980,1980-10-26,8,22.161,BAL,,STL,L 10-17,,,,,,,
9,1980,1980-11-02,9,22.168,BAL,@,KAN,W 31-24,,,,,,,
10,1980,1980-11-09,10,22.175,BAL,,CLE,L 27-28,,,,,,,
11,1980,1980-11-16,11,22.182,BAL,@,DET,W 10-9,,,,,,,
12,1980,1980-11-23,12,22.189,BAL,@,NWE,L 21-47,,,,,,,
13,1980,1980-11-30,13,22.196,BAL,,BUF,W 28-24,,,,,,,
14,1980,1980-12-07,14,22.203,BAL,@,CIN,L 33-34,,,,,,,
15,1980,1980-12-14,15,22.210,BAL,,MIA,L 14-24,,,,,,,
16,1980,1980-12-21,16,22.217,BAL,,KAN,L 28-38,,,,,,,
17,1981,1981-09-06,1,23.111,BAL,@,NWE,W 29-28,,,,,,,
18,1981,1981-09-13,2,23.118,BAL,,BUF,L 3-35,,,,,,,
19,1981,1981-09-20,3,23.125,BAL,@,DEN,L 10-28,,,,,,,
20,1981,1981-09-27,4,23.132,BAL,,MIA,L 28-31,,,,,,,
21,1981,1981-10-04,5,23.139,BAL,@,BUF,L 17-23,,,,,,,
22,1981,1981-10-11,6,23.146,BAL,,CIN,L 19-41,,,,,,,
23,1981,1981-10-18,7,23.153,BAL,,SDG,L 14-43,,,,,,,
24,1981,1981-10-25,8,23.160,BAL,@,CLE,L 28-42,,,,,,,
25,1981,1981-11-01,9,23.167,BAL,@,MIA,L 10-27,,,,,,,
26,1981,1981-11-08,10,23.174,BAL,,NYJ,L 14-41,,,,,,,
27,1981,1981-11-15,11,23.181,BAL,@,PHI,L 13-38,,,,,,,
28,1981,1981-11-22,12,23.188,BAL,,STL,L 24-35,,,,,,,
29,1981,1981-11-29,13,23.195,BAL,@,NYJ,L 0-25,,,,,,,
30,1981,1981-12-06,14,23.202,BAL,,DAL,L 13-37,,,,,,,
31,1981,1981-12-13,15,23.209,BAL,@,WAS,L 14-38,,,,,,,
32,1981,1981-12-20,16,23.216,BAL,,NWE,W 23-21,,,,,,,
33,1982,1982-09-12,1,24.117,BAL,,NWE,L 13-24,,,,,,,
34,1982,1982-09-19,2,24.124,BAL,@,MIA,L 20-24,,,,,,,
35,1982,1982-11-21,3,24.187,BAL,@,NYJ,L 0-37,,,,,,,
36,1982,1982-11-28,4,24.194,BAL,@,BUF,L 0-20,,,,,,,
37,1982,1982-12-05,5,24.201,BAL,,CIN,L 17-20,,,,,,,
38,1982,1982-12-12,6,24.208,BAL,@,MIN,L 10-13,,,,,,,
39,1982,1982-12-19,7,24.215,BAL,,GNB,T 20-20,,,,,,,
40,1982,1982-12-26,8,24.222,BAL,@,SDG,L 26-44,,,,,,,
41,1982,1983-01-02,9,24.229,BAL,,MIA,L 7-34,,,,,,,
42,1983,1983-09-04,1,25.109,BAL,@,NWE,W 29-23,,,,,,,
43,1983,1983-09-11,2,25.116,BAL,,DEN,L 10-17,,,,,,,
44,1983,1983-09-18,3,25.123,BAL,@,BUF,L 23-28,,,,,,,
45,1983,1983-09-25,4,25.130,BAL,,CHI,W 22-19,,,,,,,
46,1983,1983-10-02,5,25.137,BAL,@,CIN,W 34-31,,,,,,,
47,1983,1983-10-09,6,25.144,BAL,,NWE,W 12-7,,,,,,,
48,1983,1983-10-16,7,25.151,BAL,,BUF,L 7-30,,,,,,,
49,1983,1983-10-23,8,25.158,BAL,,MIA,L 7-21,,,,,,,
50,1983,1983-10-30,9,25.165,BAL,@,PHI,W 22-21,,,,,,,
51,1983,1983-11-06,10,25.172,BAL,@,NYJ,W 17-14,,,,,,,
52,1983,1983-11-13,11,25.179,BAL,,PIT,L 13-24,,,,,,,
53,1983,1983-11-20,12,25.186,BAL,@,MIA,L 0-37,,,,,,,
54,1983,1983-11-27,13,25.193,BAL,@,CLE,L 23-41,,,,,,,
55,1983,1983-12-04,14,25.200,BAL,,NYJ,L 6-10,,,,,,,
56,1983,1983-12-11,15,25.207,BAL,@,DEN,L 19-21,,,,,,,
57,1983,1983-12-18,16,25.214,BAL,,HOU,W 20-10,,,,,,,
58,1984,1984-09-02,1,26.107,IND,,NYJ,L 14-23,,,,,,,
59,1984,1984-09-09,2,26.114,IND,@,HOU,W 35-21,,,,,,,
60,1984,1984-09-16,3,26.121,IND,,STL,L 33-34,,,,,,,
61,1984,1984-09-23,4,26.128,IND,@,MIA,L 7-44,,,,,,,
62,1984,1984-09-30,5,26.135,IND,,BUF,W 31-17,,,,,,,
63,1984,1984-10-07,6,26.142,IND,,WAS,L 7-35,,,,,,,
64,1984,1984-10-14,7,26.149,IND,@,PHI,L 7-16,,,,,,,
65,1984,1984-10-21,8,26.156,IND,,PIT,W 17-16,,,,,,,
66,1984,1984-10-28,9,26.163,IND,@,DAL,L 3-22,,,,,,,
67,1984,1984-11-04,10,26.170,IND,,SDG,L 10-38,,,,,,,
68,1984,1984-11-11,11,26.177,IND,@,NYJ,W 9-5,,,,,,,
69,1984,1984-11-18,12,26.184,IND,,NWE,L 17-50,,,,,,,
70,1984,1984-11-25,13,26.191,IND,@,RAI,L 7-21,,,,,,,
71,1984,1984-12-02,14,26.198,IND,@,BUF,L 15-21,,,,,,,
72,1984,1984-12-09,15,26.205,IND,,MIA,L 17-35,,,,,,,
73,1984,1984-12-16,16,26.212,IND,@,NWE,L 10-16,,,,,,,
74,1985,1985-09-08,1,27.113,IND,@,PIT,L 3-45,,,,,,,
75,1985,1985-09-15,2,27.120,IND,@,MIA,L 13-30,,,,,,,
76,1985,1985-09-22,3,27.127,IND,,DET,W 14-6,,,,,,,
77,1985,1985-09-29,4,27.134,IND,@,NYJ,L 20-25,,,,,,,
78,1985,1985-10-06,5,27.141,IND,,BUF,W 49-17,,,,,,,
79,1985,1985-10-13,6,27.148,IND,,DEN,L 10-15,,,,,,,
80,1985,1985-10-20,7,27.155,IND,@,BUF,L 9-21,,,,,,,
81,1985,1985-10-27,8,27.162,IND,,GNB,W 37-10,,,,,,,
82,1985,1985-11-03,9,27.169,IND,,NYJ,L 17-35,,,,,,,
83,1985,1985-11-10,10,27.176,IND,@,NWE,L 15-34,,,,,,,
84,1985,1985-11-17,11,27.183,IND,,MIA,L 20-34,,,,,,,
85,1985,1985-11-24,12,27.190,IND,@,KAN,L 7-20,,,,,,,
86,1985,1985-12-01,13,27.197,IND,,NWE,L 31-38,,,,,,,
87,1985,1985-12-08,14,27.204,IND,@,CHI,L 10-17,,,,,,,
88,1985,1985-12-15,15,27.211,IND,@,TAM,W 31-23,,,,,,,
89,1985,1985-12-22,16,27.218,IND,,HOU,W 34-16,,,,,,,
90,1986,1986-09-07,1,28.112,IND,@,NWE,L 3-33,,,,,,,
91,1986,1986-09-14,2,28.119,IND,@,MIA,L 10-30,,,,,,,
92,1986,1986-09-21,3,28.126,IND,,RAM,L 7-24,,,,,,,
93,1986,1986-09-28,4,28.133,IND,,NYJ,L 7-26,,,,,,,
94,1986,1986-10-05,5,28.140,IND,@,SFO,L 14-35,,,,,,,
95,1986,1986-10-12,6,28.147,IND,,NOR,L 14-17,,,,,,,
96,1986,1986-10-19,7,28.154,IND,@,BUF,L 13-24,,,,,,,
97,1986,1986-10-26,8,28.161,IND,,MIA,L 13-17,,,,,,,
98,1986,1986-11-02,9,28.168,IND,,CLE,L 9-24,,,,,,,
99,1986,1986-11-09,10,28.175,IND,,NWE,L 21-30,,,,,,,
100,1986,1986-11-16,11,28.182,IND,@,NYJ,L 16-31,,,,,,,
101,1986,1986-11-23,12,28.189,IND,@,HOU,L 17-31,,,,,,,
102,1986,1986-11-30,13,28.196,IND,,SDG,L 3-17,,,,,,,
103,1986,1986-12-07,14,28.203,IND,@,ATL,W 28-23,,,,,,,
104,1986,1986-12-14,15,28.210,IND,,BUF,W 24-14,,,,,,,
105,1986,1986-12-21,16,28.217,IND,@,RAI,W 30-24,,,,,,,
106,1987,1987-09-13,1,29.118,IND,,CIN,L 21-23,,,,,,,
107,1987,1987-09-20,2,29.125,IND,,MIA,L 10-23,,,,,,,
108,1987,1987-10-25,6,29.160,IND,,NWE,W 30-16,,,,,,,
109,1987,1987-11-01,7,29.167,IND,@,NYJ,W 19-14,,,,,,,
110,1987,1987-11-08,8,29.174,IND,,SDG,L 13-16,,,,,,,
111,1987,1987-11-15,9,29.181,IND,@,MIA,W 40-21,,,,,,,
112,1987,1987-11-22,10,29.188,IND,@,NWE,L 0-24,,,,,,,
113,1987,1987-11-29,11,29.195,IND,,HOU,W 51-27,,,,,,,
114,1987,1987-12-06,12,29.202,IND,@,CLE,W 9-7,,,,,,,
115,1987,1987-12-13,13,29.209,IND,,BUF,L 3-27,,,,,,,
116,1987,1987-12-20,14,29.216,IND,@,SDG,W 20-7,,,,,,,
117,1987,1987-12-27,15,29.223,IND,,TAM,W 24-6,,,,,,,
118,1988,1988-09-04,1,30.109,IND,,HOU,L 14-17,,0,0,,0,,
119,1988,1988-09-11,2,30.116,IND,,CHI,L 13-17,,0,0,,0,,
120,1988,1988-09-19,3,30.124,IND,@,CLE,L 17-23,,0,0,,0,,
121,1988,1988-09-25,4,30.130,IND,,MIA,W 15-13,,0,0,,0,,
122,1988,1988-10-02,5,30.137,IND,@,NWE,L 17-21,,0,0,,0,,
123,1988,1988-10-09,6,30.144,IND,@,BUF,L 23-34,,0,0,,0,,
124,1988,1988-10-16,7,30.151,IND,,TAM,W 35-31,,0,0,,0,,
125,1988,1988-10-23,8,30.158,IND,@,SDG,W 16-0,,0,0,,0,,
126,1988,1988-10-31,9,30.166,IND,,DEN,W 55-23,,1,-3,-3.00,0,,
127,1988,1988-11-06,10,30.172,IND,,NYJ,W 38-14,,0,0,,0,,
128,1988,1988-11-13,11,30.179,IND,@,GNB,W 20-13,,0,0,,0,,
129,1988,1988-11-20,12,30.186,IND,@,MIN,L 3-12,,0,0,,0,,
130,1988,1988-11-27,13,30.193,IND,,NWE,W 24-21,,0,0,,0,,
131,1988,1988-12-04,14,30.200,IND,@,MIA,W 31-28,,0,0,,0,,
132,1988,1988-12-10,15,30.206,IND,@,NYJ,L 16-34,,0,0,,0,,
133,1988,1988-12-18,16,30.214,IND,,BUF,W 17-14,,0,0,,0,,
134,1989,1989-09-10,1,31.115,IND,,SFO,L 24-30,,,,,,,
135,1989,1989-09-17,2,31.122,IND,@,RAM,L 17-31,,,,,,,
136,1989,1989-09-24,3,31.129,IND,,ATL,W 13-9,,,,,,,
137,1989,1989-10-01,4,31.136,IND,@,NYJ,W 17-10,,,,,,,
138,1989,1989-10-08,5,31.143,IND,,BUF,W 37-14,,,,,,,
139,1989,1989-10-15,6,31.150,IND,@,DEN,L 3-14,,,,,,,
140,1989,1989-10-22,7,31.157,IND,@,CIN,W 23-12,,,,,,,
141,1989,1989-10-29,8,31.164,IND,,NWE,L 20-23,,,,,,,
142,1989,1989-11-05,9,31.171,IND,@,MIA,L 13-19,,,,,,,
143,1989,1989-11-12,10,31.178,IND,@,BUF,L 7-30,,,,,,,
144,1989,1989-11-19,11,31.185,IND,,NYJ,W 27-10,,,,,,,
145,1989,1989-11-26,12,31.192,IND,,SDG,W 10-6,,,,,,,
146,1989,1989-12-03,13,31.199,IND,@,NWE,L 16-22,,,,,,,
147,1989,1989-12-10,14,31.206,IND,,CLE,W 23-17,,,,,,,
148,1989,1989-12-17,15,31.213,IND,,MIA,W 42-13,,,,,,,
149,1989,1989-12-24,16,31.220,IND,@,NOR,L 6-41,,,,,,,
150,1990,1990-09-09,1,32.114,IND,@,BUF,L 10-26,,,,,,,
151,1990,1990-09-16,2,32.121,IND,,NWE,L 14-16,,,,,,,
152,1990,1990-09-23,3,32.128,IND,@,HOU,L 10-24,,,,,,,
153,1990,1990-09-30,4,32.135,IND,@,PHI,W 24-23,,,,,,,
154,1990,1990-10-07,5,32.142,IND,,KAN,W 23-19,,,,,,,
155,1990,1990-10-21,6,32.156,IND,,DEN,L 17-27,,,,,,,
156,1990,1990-10-28,7,32.163,IND,,MIA,L 7-27,,,,,,,
157,1990,1990-11-05,8,32.171,IND,,NYG,L 7-24,,,,,,,
158,1990,1990-11-11,9,32.177,IND,@,NWE,W 13-10,,,,,,,
159,1990,1990-11-18,10,32.184,IND,,NYJ,W 17-14,,,,,,,
160,1990,1990-11-25,11,32.191,IND,@,CIN,W 34-20,,,,,,,
161,1990,1990-12-02,12,32.198,IND,@,PHO,L 17-20,,,,,,,
162,1990,1990-12-09,13,32.205,IND,,BUF,L 7-31,,,,,,,
163,1990,1990-12-16,14,32.212,IND,@,NYJ,W 29-21,,,,,,,
164,1990,1990-12-22,15,32.218,IND,,WAS,W 35-28,,,,,,,
165,1990,1990-12-30,16,32.226,IND,@,MIA,L 17-23,,,,,,,
166,1991,1991-09-01,1,33.106,IND,,NWE,L 7-16,,,,,,,
167,1991,1991-09-08,2,33.113,IND,@,MIA,L 6-17,,,,,,,
