ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks,def_int,def_int_yds,def_int_td
1,1987,1987-09-13,1,23.320,MIN,,DET,W 34-19,,,,
2,1987,1987-09-20,2,23.327,MIN,@,RAM,W 21-16,,,,
3,1987,1987-10-26,6,23.363,MIN,,DEN,W 34-27,,,,
4,1987,1987-11-08,8,24.011,MIN,,RAI,W 31-20,,,,
5,1987,1987-11-15,9,24.018,MIN,,TAM,W 23-17,,,,
6,1987,1987-11-22,10,24.025,MIN,,ATL,W 24-13,,,,
7,1987,1987-11-26,11,24.029,MIN,@,DAL,W 44-38,,,,
8,1987,1987-12-06,12,24.039,MIN,,CHI,L 24-30,,,,
9,1987,1987-12-13,13,24.046,MIN,@,GNB,L 10-16,,,,
10,1987,1987-12-20,14,24.053,MIN,@,DET,W 17-14,,,,
11,1987,1987-12-26,15,24.059,MIN,,WAS,L 24-27,,,,
12,1988,1988-09-04,1,24.312,MIN,@,BUF,L 10-13,,,,
13,1988,1988-09-11,2,24.319,MIN,,NWE,W 36-6,,,,
14,1988,1988-09-18,3,24.326,MIN,@,CHI,W 31-7,,,,
15,1988,1988-09-25,4,24.333,MIN,,PHI,W 23-21,,,,
16,1988,1988-10-02,5,24.340,MIN,@,MIA,L 7-24,,,,
17,1988,1988-10-09,6,24.347,MIN,,TAM,W 14-13,,,,
18,1988,1988-10-16,7,24.354,MIN,,GNB,L 14-34,,,,
19,1988,1988-10-23,8,24.361,MIN,@,TAM,W 49-20,,,,
20,1988,1988-10-30,9,25.002,MIN,@,SFO,L 21-24,,,,
21,1988,1988-11-06,10,25.009,MIN,,DET,W 44-17,,,,
22,1988,1988-11-20,12,25.023,MIN,,IND,W 12-3,,,,
23,1988,1988-11-24,13,25.027,MIN,@,DET,W 23-0,,,,
24,1988,1988-12-04,14,25.037,MIN,,NOR,W 45-3,,,,
25,1988,1988-12-11,15,25.044,MIN,@,GNB,L 6-18,,,,
26,1988,1988-12-19,16,25.052,MIN,,CHI,W 28-27,,,,
27,1989,1989-09-10,1,25.317,MIN,,HOU,W 38-7,,,,
28,1989,1989-09-17,2,25.324,MIN,@,CHI,L 7-38,,,,
29,1989,1989-09-24,3,25.331,MIN,@,PIT,L 14-27,,,,
30,1989,1989-10-01,4,25.338,MIN,,TAM,W 17-3,,,,
31,1989,1989-10-08,5,25.345,MIN,,DET,W 24-17,1.0,0,0,0
32,1989,1989-10-15,6,25.352,MIN,,GNB,W 26-14,1.0,0,0,0
33,1989,1989-10-22,7,25.359,MIN,@,DET,W 20-7,,,,
34,1989,1989-10-30,8,26.002,MIN,@,NYG,L 14-24,1.0,0,0,0
35,1989,1989-11-05,9,26.008,MIN,,RAM,W 23-21,,,,
36,1989,1989-11-12,10,26.015,MIN,@,TAM,W 24-10,,,,
37,1989,1989-11-19,11,26.022,MIN,@,PHI,L 9-10,,,,
38,1989,1989-11-26,12,26.029,MIN,@,GNB,L 19-20,,,,
39,1989,1989-12-03,13,26.036,MIN,,CHI,W 27-16,,,,
40,1989,1989-12-10,14,26.043,MIN,,ATL,W 43-17,,,,
41,1989,1989-12-17,15,26.050,MIN,@,CLE,L 17-23,,,,
42,1989,1989-12-25,16,26.058,MIN,,CIN,W 29-21,,,,
43,1990,1990-09-09,1,26.316,MIN,@,KAN,L 21-24,,,,
44,1990,1990-09-16,2,26.323,MIN,,NOR,W 32-3,,,,
45,1990,1990-09-23,3,26.330,MIN,@,CHI,L 16-19,,,,
46,1990,1990-09-30,4,26.337,MIN,,TAM,L 20-23,,,,
47,1990,1990-10-07,5,26.344,MIN,,DET,L 27-34,,,,
48,1990,1990-10-15,6,26.352,MIN,@,PHI,L 24-32,,,,
49,1990,1990-10-28,7,27.000,MIN,@,GNB,L 10-24,,,,
50,1990,1990-11-04,8,27.007,MIN,,DEN,W 27-22,,,,
51,1990,1990-11-11,9,27.014,MIN,@,DET,W 17-7,,,,
52,1990,1990-11-18,10,27.021,MIN,@,SEA,W 24-21,,,,
53,1990,1990-11-25,11,27.028,MIN,,CHI,W 41-13,,,,
54,1990,1990-12-02,12,27.035,MIN,,GNB,W 23-7,,,,
55,1990,1990-12-09,13,27.042,MIN,@,NYG,L 15-23,,,,
56,1990,1990-12-16,14,27.049,MIN,@,TAM,L 13-26,,,,
57,1990,1990-12-22,15,27.055,MIN,,RAI,L 24-28,,,,
58,1990,1990-12-30,16,27.063,MIN,,SFO,L 17-20,,,,
59,1991,1991-09-01,1,27.308,MIN,@,CHI,L 6-10,,,,
60,1991,1991-09-08,2,27.315,MIN,@,ATL,W 20-19,,,,
61,1991,1991-09-15,3,27.322,MIN,,SFO,W 17-14,,,,
62,1991,1991-09-22,4,27.329,MIN,@,NOR,L 0-26,,,,
63,1991,1991-09-29,5,27.336,MIN,,DEN,L 6-13,1.0,0,0,0
64,1991,1991-10-06,6,27.343,MIN,@,DET,L 20-24,,,,
65,1991,1991-10-13,7,27.350,MIN,,PHO,W 34-7,,,,
66,1991,1991-10-20,8,27.357,MIN,@,NWE,L 23-26,,,,
67,1991,1991-10-27,9,27.364,MIN,@,PHO,W 28-0,,,,
68,1991,1991-11-03,10,28.006,MIN,,TAM,W 28-13,,,,
69,1991,1991-11-11,11,28.014,MIN,,CHI,L 17-34,,,,
70,1991,1991-11-17,12,28.020,MIN,@,GNB,W 35-21,0.0,1,11,0
71,1991,1991-11-24,13,28.027,MIN,,DET,L 14-34,,,,
72,1991,1991-12-08,14,28.041,MIN,@,TAM,W 26-24,,,,
73,1991,1991-12-15,15,28.048,MIN,,RAM,W 20-14,,,,
74,1991,1991-12-21,16,28.054,MIN,,GNB,L 7-27,,,,
75,1992,1992-09-06,1,28.314,MIN,@,GNB,W 23-20,,,,
76,1992,1992-09-13,2,28.321,MIN,@,DET,L 17-31,,,,
77,1992,1992-09-20,3,28.328,MIN,,TAM,W 26-20,,,,
78,1992,1992-09-27,4,28.335,MIN,@,CIN,W 42-7,,,,
79,1992,1992-10-04,5,28.342,MIN,,CHI,W 21-20,,,,
80,1992,1992-10-15,6,28.353,MIN,,DET,W 31-14,,,,
81,1992,1992-10-25,7,28.363,MIN,,WAS,L 13-15,,,,
82,1992,1992-11-02,8,29.005,MIN,@,CHI,W 38-10,,,,
83,1993,1993-10-24,7,29.361,SEA,,NWE,W 10-9,,,,
84,1993,1993-10-31,8,30.003,SEA,@,DEN,L 17-28,,,,
85,1993,1993-11-07,9,30.010,SEA,@,HOU,L 14-24,,,,
86,1993,1993-11-14,10,30.017,SEA,,CLE,W 22-5,,,,
87,1993,1993-11-28,11,30.031,SEA,,DEN,L 9-17,,,,
88,1993,1993-12-19,14,30.052,SEA,,PHO,L 27-30,,,,
89,1993,1994-01-02,16,30.066,SEA,@,KAN,L 24-34,,,,
