ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,sacks,tackles_solo,tackles_assists
1,2011,2011-09-12,1,23.005,OAK,@,DEN,W 23-20,,,,,,,0.0%,,,,
2,2011,2011-09-18,2,23.011,OAK,@,BUF,L 35-38,,0,0,0,,0,0.0%,,0.0,1,0
3,2011,2011-09-25,3,23.018,OAK,,NYJ,W 34-24,,0,0,0,,0,0.0%,,0.0,2,2
4,2011,2011-10-02,4,23.025,OAK,,NWE,L 19-31,*,0,0,0,,0,0.0%,,0.0,3,0
5,2012,2012-12-16,14,24.100,OAK,,KAN,W 15-0,,0,0,0,,0,0.0%,,0.0,0,0
6,2012,2012-12-23,15,24.107,OAK,@,CAR,L 6-17,,0,0,0,,0,0.0%,,0.0,0,0
7,2012,2012-12-30,16,24.114,OAK,@,SDG,L 21-24,,0,0,0,,0,0.0%,,0.0,1,0
8,2013,2013-09-08,1,25.001,OAK,@,IND,L 17-21,,,,,,,0.0%,,,,
9,2013,2013-09-23,3,25.016,OAK,@,DEN,L 21-37,,,,,,,0.0%,,,,
10,2013,2013-09-29,4,25.022,OAK,,WAS,L 14-24,,,,,,,0.0%,,,,
11,2013,2013-10-06,5,25.029,OAK,,SDG,W 27-17,,,0,0,,0,0.0%,,0.0,0,0
12,2013,2013-10-13,6,25.036,OAK,@,KAN,L 7-24,,,,,,,0.0%,,,,
13,2013,2013-10-27,7,25.050,OAK,,PIT,W 21-18,,0,,,,,0.0%,,,,
14,2013,2013-11-03,8,25.057,OAK,,PHI,L 20-49,,0,0,0,,0,0.0%,,0.0,2,0
15,2013,2013-11-10,9,25.064,OAK,@,NYG,L 20-24,,,,,,,0.0%,,,,
16,2013,2013-11-17,10,25.071,OAK,@,HOU,W 28-23,,0,0,0,,0,0.0%,,0.0,2,0
17,2013,2013-11-24,11,25.078,OAK,,TEN,L 19-23,,0,0,0,,0,0.0%,,0.0,2,0
18,2013,2013-11-28,12,25.082,OAK,@,DAL,L 24-31,,0,0,0,,0,0.0%,,0.0,1,0
19,2013,2013-12-08,13,25.092,OAK,@,NYJ,L 27-37,,0,0,0,,0,0.0%,,0.0,0,1
20,2013,2013-12-15,14,25.099,OAK,,KAN,L 31-56,,1,1,22,22.00,0,100.0%,22.00,0.0,0,0
21,2013,2013-12-22,15,25.106,OAK,@,SDG,L 13-26,,0,0,0,,0,0.0%,,0.0,6,2
22,2013,2013-12-29,16,25.113,OAK,,DEN,L 14-34,*,0,0,0,,0,0.0%,,0.0,7,1
23,2014,2014-09-14,2,26.007,OAK,,HOU,L 14-30,*,0,0,0,,0,0.0%,,0.0,3,1
24,2014,2014-09-28,4,26.021,OAK,,MIA,L 14-38,*,0,0,0,,0,0.0%,,0.0,3,0
25,2014,2014-10-12,5,26.035,OAK,,SDG,L 28-31,,,,,,,0.0%,,,,
26,2014,2014-10-19,6,26.042,OAK,,ARI,L 13-24,,,,,,,0.0%,,,,
27,2014,2014-10-26,7,26.049,OAK,@,CLE,L 13-23,,,,,,,0.0%,,,,
28,2014,2014-11-16,10,26.070,OAK,@,SDG,L 6-13,,0,0,0,,0,0.0%,,0.0,2,0
29,2014,2014-11-20,11,26.074,OAK,,KAN,W 24-20,,0,0,0,,0,0.0%,,0.0,1,0
30,2014,2014-11-30,12,26.084,OAK,@,STL,L 0-52,,0,0,0,,0,0.0%,,0.0,3,0
31,2014,2014-12-07,13,26.091,OAK,,SFO,W 24-13,,0,0,0,,0,0.0%,,0.0,0,0
32,2014,2014-12-14,14,26.098,OAK,@,KAN,L 13-31,,0,0,0,,0,0.0%,,0.0,3,0
33,2016,2016-10-16,6,28.039,MIA,,PIT,W 30-15,,0,0,0,,0,0.0%,,0.0,2,0
34,2016,2016-10-23,7,28.046,MIA,,BUF,W 28-25,,0,0,0,,0,0.0%,,0.0,0,0
35,2016,2016-11-06,8,28.060,MIA,,NYJ,W 27-23,,0,0,0,,0,0.0%,,0.0,0,0
