ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2010,2010-09-12,1,27.167,WAS,,DAL,W 13-7,,5,1,11,11.00,0,20.0%,2.20,0,0,,0,0,0,,0,0,0,0.0,0,0
2,2010,2010-09-19,2,27.174,WAS,,HOU,L 27-30,,2,2,36,18.00,0,100.0%,18.00,0,0,,0,0,0,,0,0,0,0.0,0,0
3,2010,2010-10-03,4,27.188,WAS,@,PHI,W 17-12,,3,1,57,57.00,0,33.3%,19.00,0,0,,0,0,0,,0,0,0,0.0,0,0
4,2010,2010-10-10,5,27.195,WAS,,GNB,W 16-13,*,7,3,84,28.00,1,42.9%,12.00,0,0,,0,0,0,,0,1,6,0.0,0,0
5,2010,2010-10-17,6,27.202,WAS,,IND,L 24-27,*,7,5,46,9.20,0,71.4%,6.57,0,0,,0,0,0,,0,0,0,0.0,0,2
6,2010,2010-10-24,7,27.209,WAS,@,CHI,W 17-14,*,4,2,42,21.00,0,50.0%,10.50,0,0,,0,0,0,,0,0,0,0.0,1,0
7,2010,2010-10-31,8,27.216,WAS,@,DET,L 25-37,*,6,3,92,30.67,0,50.0%,15.33,0,0,,0,0,0,,0,0,0,0.0,1,0
8,2010,2010-11-15,9,27.231,WAS,,PHI,L 28-59,*,5,3,83,27.67,0,60.0%,16.60,0,0,,0,0,0,,0,0,0,0.0,0,0
9,2010,2010-11-21,10,27.237,WAS,@,TEN,W 19-16,*,7,3,41,13.67,0,42.9%,5.86,0,0,,0,0,0,,0,0,0,0.0,0,0
10,2010,2010-11-28,11,27.244,WAS,,MIN,L 13-17,*,7,2,53,26.50,0,28.6%,7.57,0,0,,0,0,0,,0,0,0,0.0,0,0
11,2010,2010-12-05,12,27.251,WAS,@,NYG,L 7-31,,10,6,97,16.17,1,60.0%,9.70,0,0,,0,0,0,,0,1,6,0.0,1,0
12,2010,2010-12-12,13,27.258,WAS,,TAM,L 16-17,*,5,4,30,7.50,0,80.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0
13,2010,2010-12-19,14,27.265,WAS,@,DAL,L 30-33,*,6,5,100,20.00,0,83.3%,16.67,0,0,,0,0,0,,0,0,0,0.0,0,0
14,2010,2010-12-26,15,27.272,WAS,@,JAX,W 20-17,*,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,,0,0,0,0.0,0,0
15,2010,2011-01-02,16,27.279,WAS,,NYG,L 14-17,*,9,2,84,42.00,1,22.2%,9.33,0,0,,0,0,0,,0,1,6,0.0,0,0
16,2011,2011-09-11,1,28.166,WAS,,NYG,W 28-14,,6,2,24,12.00,1,33.3%,4.00,0,0,,0,0,0,,0,1,6,0.0,0,0
17,2011,2011-09-18,2,28.173,WAS,,ARI,W 22-21,,4,2,14,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,0.0,0,1
18,2011,2011-09-26,3,28.181,WAS,@,DAL,L 16-18,,,,,,,0.0%,,,,,,,,,,,,,,
19,2011,2011-10-23,6,28.208,WAS,@,CAR,L 20-33,,4,1,9,9.00,0,25.0%,2.25,0,0,,0,0,0,,0,0,0,0.0,0,0
20,2011,2011-10-30,7,28.215,WAS,@,BUF,L 0-23,*,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
21,2011,2011-11-06,8,28.222,WAS,,SFO,L 11-19,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
22,2011,2011-11-13,9,28.229,WAS,@,MIA,L 9-20,,,,,,,0.0%,,,,,,,,,,,,,,
23,2011,2011-11-20,10,28.236,WAS,,DAL,L 24-27,*,2,0,0,,0,0.0%,0.00,1,5,5.00,0,0,0,,0,0,0,0.0,1,0
24,2011,2011-11-27,11,28.243,WAS,@,SEA,W 23-17,,1,1,50,50.00,1,100.0%,50.00,0,0,,0,0,0,,0,1,6,0.0,0,0
25,2011,2011-12-04,12,28.250,WAS,,NYJ,L 19-34,,0,0,0,,0,0.0%,,0,0,,0,1,28,28.00,0,0,0,0.0,0,0
26,2011,2011-12-11,13,28.257,WAS,,NWE,L 27-34,,,,,,,0.0%,,,,,,,,,,,,,,
27,2011,2011-12-18,14,28.264,WAS,@,NYG,W 23-10,,1,0,0,,0,0.0%,0.00,1,14,14.00,0,0,0,,0,0,0,0.0,0,0
28,2011,2011-12-24,15,28.270,WAS,,MIN,L 26-33,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0
