ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1997,1997-08-31,1,23.167,NYJ,@,SEA,W 41-3,,5,5,100.0,2,2,100.0,0,11,0,0,,0
2,1997,1997-09-07,2,23.174,NYJ,,BUF,L 22-28,,1,1,100.0,3,4,75.0,0,10,0,0,,0
3,1997,1997-09-14,3,23.181,NYJ,@,NWE,L 24-27,,3,3,100.0,1,2,50.0,0,6,0,0,,0
4,1997,1997-09-21,4,23.188,NYJ,,OAK,W 23-22,,2,2,100.0,3,3,100.0,0,11,0,0,,0
5,1997,1997-09-28,5,23.195,NYJ,@,CIN,W 31-14,,4,4,100.0,1,2,50.0,0,7,0,0,,0
6,1997,1997-10-05,6,23.202,NYJ,@,IND,W 16-12,,1,1,100.0,3,3,100.0,0,10,0,0,,0
7,1997,1997-10-12,7,23.209,NYJ,,MIA,L 20-31,,2,2,100.0,,1,0.0,0,2,1,57,57.00,0
8,1997,1997-10-19,8,23.216,NYJ,,NWE,W 24-19,,3,3,100.0,1,4,25.0,0,6,2,87,43.50,0
9,1997,1997-11-02,9,23.230,NYJ,,BAL,W 19-16,,1,1,100.0,4,5,80.0,0,13,0,0,,0
10,1997,1997-11-09,10,23.237,NYJ,@,MIA,L 17-24,,2,2,100.0,1,2,50.0,0,5,0,0,,0
11,1997,1997-11-16,11,23.244,NYJ,@,CHI,W 23-15,,2,2,100.0,3,4,75.0,0,11,0,0,,0
12,1997,1997-11-23,12,23.251,NYJ,,MIN,W 23-21,,2,2,100.0,3,4,75.0,0,11,0,0,,0
13,1997,1997-11-30,13,23.258,NYJ,@,BUF,L 10-20,,1,1,100.0,1,2,50.0,0,4,0,0,,0
14,1997,1997-12-07,14,23.265,NYJ,,IND,L 14-22,,2,2,100.0,,1,0.0,0,2,0,0,,0
15,1997,1997-12-14,15,23.272,NYJ,,TAM,W 31-0,,4,4,100.0,1,1,100.0,0,7,0,0,,0
16,1997,1997-12-21,16,23.279,NYJ,@,DET,L 10-13,,1,1,100.0,1,1,100.0,0,4,0,0,,0
17,1998,1998-09-06,1,24.173,NYJ,@,SFO,L 30-36,,3,3,100.0,3,4,75.0,0,12,0,0,,0
18,1998,1998-09-13,2,24.180,NYJ,,BAL,L 10-24,,1,1,100.0,1,2,50.0,0,4,0,0,,0
