ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1970,1970-09-20,1,32.004,MIA,@,BOS,L 14-27
2,1970,1970-09-27,2,32.011,MIA,@,HOU,W 20-10
3,1970,1970-10-03,3,32.017,MIA,,OAK,W 20-13
4,1970,1970-10-10,4,32.024,MIA,@,NYJ,W 20-6
5,1970,1970-10-18,5,32.032,MIA,@,BUF,W 33-14
6,1970,1970-10-25,6,32.039,MIA,,CLE,L 0-28
7,1970,1970-11-01,7,32.046,MIA,@,BAL,L 0-35
8,1970,1970-11-08,8,32.053,MIA,@,PHI,L 17-24
9,1970,1970-11-15,9,32.060,MIA,,NOR,W 21-10
10,1970,1970-11-22,10,32.067,MIA,,BAL,W 34-17
11,1970,1970-11-30,11,32.075,MIA,@,ATL,W 20-7
12,1971,1971-09-19,1,33.003,MIA,@,DEN,T 10-10
13,1971,1971-09-26,2,33.010,MIA,@,BUF,W 29-14
14,1971,1971-10-03,3,33.017,MIA,,NYJ,L 10-14
15,1971,1971-10-10,4,33.024,MIA,@,CIN,W 23-13
16,1971,1971-10-17,5,33.031,MIA,,NWE,W 41-3
17,1971,1971-10-24,6,33.038,MIA,@,NYJ,W 30-14
18,1971,1971-10-31,7,33.045,MIA,@,RAM,W 20-14
19,1971,1971-11-07,8,33.052,MIA,,BUF,W 34-0
20,1971,1971-11-14,9,33.059,MIA,,PIT,W 24-21
21,1971,1971-11-21,10,33.066,MIA,,BAL,W 17-14
22,1971,1971-11-29,11,33.074,MIA,,CHI,W 34-3
23,1971,1971-12-05,12,33.080,MIA,@,NWE,L 13-34
24,1971,1971-12-11,13,33.086,MIA,@,BAL,L 3-14
25,1971,1971-12-19,14,33.094,MIA,,GNB,W 27-6
26,1972,1972-10-01,3,34.015,CLE,,CIN,W 27-6
27,1972,1972-10-08,4,34.022,CLE,,KAN,L 7-31
28,1972,1972-10-15,5,34.029,CLE,,CHI,L 0-17
29,1972,1972-10-22,6,34.036,CLE,@,HOU,W 23-17
30,1972,1972-10-29,7,34.043,CLE,@,DEN,W 27-20
31,1972,1972-11-05,8,34.050,CLE,,HOU,W 20-0
32,1972,1972-11-13,9,34.058,CLE,@,SDG,W 21-17
33,1972,1972-11-19,10,34.064,CLE,,PIT,W 26-24
34,1972,1972-11-26,11,34.071,CLE,,BUF,W 27-10
35,1972,1972-12-03,12,34.078,CLE,@,PIT,L 0-30
36,1972,1972-12-09,13,34.084,CLE,@,CIN,W 27-24
37,1972,1972-12-17,14,34.092,CLE,@,NYJ,W 26-10
38,1973,1973-09-16,1,35.000,CLE,,BAL,W 24-14
39,1973,1973-09-23,2,35.007,CLE,@,PIT,L 6-33
40,1973,1973-09-30,3,35.014,CLE,,NYG,W 12-10
41,1973,1973-10-07,4,35.021,CLE,,CIN,W 17-10
42,1973,1973-10-15,5,35.029,CLE,,MIA,L 9-17
43,1973,1973-10-21,6,35.035,CLE,,HOU,W 42-13
44,1973,1973-10-28,7,35.042,CLE,,SDG,T 16-16
45,1973,1973-11-11,9,35.056,CLE,@,HOU,W 23-13
46,1973,1973-11-18,10,35.063,CLE,@,OAK,W 7-3
47,1973,1973-11-25,11,35.070,CLE,,PIT,W 21-16
48,1973,1973-12-02,12,35.077,CLE,@,KAN,T 20-20
49,1973,1973-12-09,13,35.084,CLE,@,CIN,L 17-34
50,1973,1973-12-16,14,35.091,CLE,@,RAM,L 17-30
51,1974,1974-09-15,1,35.364,CLE,@,CIN,L 7-33
52,1974,1974-09-22,2,36.006,CLE,,HOU,W 20-7
53,1974,1974-09-29,3,36.013,CLE,@,STL,L 7-29
54,1974,1974-10-06,4,36.020,CLE,,OAK,L 24-40
55,1974,1974-10-13,5,36.027,CLE,,CIN,L 24-34
56,1974,1974-10-20,6,36.034,CLE,@,PIT,L 16-20
57,1974,1974-10-27,7,36.041,CLE,,DEN,W 23-21
58,1974,1974-11-03,8,36.048,CLE,@,SDG,L 35-36
59,1974,1974-11-10,9,36.055,CLE,@,NWE,W 21-14
60,1974,1974-11-17,10,36.062,CLE,,PIT,L 16-26
61,1974,1974-11-24,11,36.069,CLE,,BUF,L 10-15
62,1974,1974-12-01,12,36.076,CLE,,SFO,W 7-0
63,1974,1974-12-07,13,36.082,CLE,@,DAL,L 17-41
64,1974,1974-12-15,14,36.090,CLE,@,HOU,L 24-28
65,1975,1975-09-21,1,37.005,RAM,@,DAL,L 7-18
66,1975,1975-09-28,2,37.012,RAM,@,SFO,W 23-14
67,1975,1975-10-05,3,37.019,RAM,,BAL,W 24-13
68,1975,1975-10-12,4,37.026,RAM,@,SDG,W 13-10
69,1975,1975-10-19,5,37.033,RAM,,ATL,W 22-7
70,1975,1975-10-26,6,37.040,RAM,,NOR,W 38-14
71,1975,1975-11-03,7,37.048,RAM,@,PHI,W 42-3
72,1975,1975-11-09,8,37.054,RAM,,SFO,L 23-24
73,1975,1975-11-16,9,37.061,RAM,@,ATL,W 16-7
74,1975,1975-11-23,10,37.068,RAM,,CHI,W 38-10
75,1975,1975-11-27,11,37.072,RAM,@,DET,W 20-0
76,1975,1975-12-07,12,37.082,RAM,@,NOR,W 14-7
77,1975,1975-12-14,13,37.089,RAM,,GNB,W 22-5
78,1975,1975-12-20,14,37.095,RAM,,PIT,W 10-3
