ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1989,1989-09-10,1,23.264,DET,,PHO,L 13-16
2,1989,1989-09-17,2,23.271,DET,@,NYG,L 14-24
3,1989,1989-09-24,3,23.278,DET,,CHI,L 27-47
4,1989,1989-10-01,4,23.285,DET,,PIT,L 3-23
5,1989,1989-10-08,5,23.292,DET,@,MIN,L 17-24
6,1990,1990-09-09,1,24.263,DET,,TAM,L 21-38
7,1990,1990-09-16,2,24.270,DET,,ATL,W 21-14
8,1990,1990-09-23,3,24.277,DET,@,TAM,L 20-23
9,1990,1990-09-30,4,24.284,DET,,GNB,L 21-24
10,1990,1990-10-07,5,24.291,DET,@,MIN,W 34-27
11,1990,1990-10-14,6,24.298,DET,@,KAN,L 24-43
12,1990,1990-10-28,7,24.312,DET,@,NOR,W 27-10
13,1990,1990-11-04,8,24.319,DET,,WAS,L 38-41
14,1990,1990-11-11,9,24.326,DET,,MIN,L 7-17
15,1990,1990-11-18,10,24.333,DET,@,NYG,L 0-20
16,1990,1990-11-22,11,24.337,DET,,DEN,W 40-27
17,1990,1990-12-02,12,24.347,DET,@,CHI,L 17-23
18,1990,1990-12-10,13,24.355,DET,,RAI,L 31-38
19,1990,1990-12-16,14,24.361,DET,,CHI,W 38-21
20,1990,1990-12-22,15,25.002,DET,@,GNB,W 24-17
21,1990,1990-12-30,16,25.010,DET,@,SEA,L 10-30
22,1991,1991-09-01,1,25.255,DET,@,WAS,L 0-45
23,1991,1991-09-08,2,25.262,DET,,GNB,W 23-14
24,1991,1991-09-15,3,25.269,DET,,MIA,W 17-13
25,1991,1991-09-22,4,25.276,DET,@,IND,W 33-24
26,1991,1991-09-29,5,25.283,DET,,TAM,W 31-3
27,1991,1991-10-06,6,25.290,DET,,MIN,W 24-20
28,1991,1991-10-20,7,25.304,DET,@,SFO,L 3-35
29,1991,1991-10-27,8,25.311,DET,,DAL,W 34-10
30,1991,1991-11-03,9,25.318,DET,@,CHI,L 10-20
31,1991,1991-11-10,10,25.325,DET,@,TAM,L 21-30
32,1991,1991-11-17,11,25.332,DET,,RAM,W 21-10
