ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2003,2003-09-07,1,22.341,HOU,@,MIA,W 21-20,,6,36,6.00,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
2,2003,2003-09-14,2,22.348,HOU,@,NOR,L 10-31,,6,23,3.83,0,4,2,26,13.00,0,50.0%,6.50,0,0,,0,0,0,,,,,,3,61,20.33,0,0,0,,0,0,0
3,2003,2003-09-28,4,22.362,HOU,,JAX,W 24-20,,16,53,3.31,0,5,4,38,9.50,0,80.0%,7.60,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
4,2003,2003-10-12,5,23.011,HOU,@,TEN,L 17-38,,7,59,8.43,0,11,7,70,10.00,0,63.6%,6.36,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
5,2003,2003-10-19,6,23.018,HOU,,NYJ,L 14-19,*,27,129,4.78,0,10,9,70,7.78,0,90.0%,7.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
6,2003,2003-10-26,7,23.025,HOU,@,IND,L 21-30,*,25,109,4.36,2,7,7,27,3.86,0,100.0%,3.86,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
7,2003,2003-11-02,8,23.032,HOU,,CAR,W 14-10,*,12,74,6.17,0,2,1,-3,-3.00,0,50.0%,-1.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
8,2003,2003-11-09,9,23.039,HOU,@,CIN,L 27-34,*,15,104,6.93,1,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
9,2003,2003-11-16,10,23.046,HOU,@,BUF,W 12-10,*,26,68,2.62,0,4,3,33,11.00,0,75.0%,8.25,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
10,2003,2003-11-23,11,23.053,HOU,,NWE,L 20-23,*,24,69,2.88,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
11,2003,2003-11-30,12,23.060,HOU,,ATL,W 17-13,*,24,101,4.21,2,5,2,27,13.50,0,40.0%,5.40,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
12,2003,2003-12-14,14,23.074,HOU,@,TAM,L 3-16,*,16,56,3.50,0,3,2,2,1.00,0,66.7%,0.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
13,2003,2003-12-21,15,23.081,HOU,,TEN,L 24-27,*,14,51,3.64,1,5,2,9,4.50,0,40.0%,1.80,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
14,2003,2003-12-28,16,23.088,HOU,,IND,L 17-20,*,20,99,4.95,2,7,6,35,5.83,0,85.7%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
15,2004,2004-09-12,1,23.347,HOU,,SDG,L 20-27,*,21,87,4.14,2,5,5,70,14.00,0,100.0%,14.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
16,2004,2004-09-19,2,23.354,HOU,@,DET,L 16-28,*,25,78,3.12,0,12,11,95,8.64,0,91.7%,7.92,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
17,2004,2004-09-26,3,23.361,HOU,@,KAN,W 24-21,*,10,12,1.20,0,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
18,2004,2004-10-10,5,24.009,HOU,,MIN,L 28-34,*,14,31,2.21,1,7,4,31,7.75,0,57.1%,4.43,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
19,2004,2004-10-17,6,24.016,HOU,@,TEN,W 20-10,*,10,25,2.50,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
20,2004,2004-10-31,7,24.030,HOU,,JAX,W 20-6,*,22,56,2.55,0,5,5,39,7.80,0,100.0%,7.80,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
21,2004,2004-11-07,8,24.037,HOU,@,DEN,L 13-31,*,19,71,3.74,2,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
22,2004,2004-11-14,9,24.044,HOU,@,IND,L 14-49,*,31,98,3.16,2,7,7,54,7.71,0,100.0%,7.71,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
23,2004,2004-11-21,10,24.051,HOU,,GNB,L 13-16,*,21,65,3.10,0,9,6,41,6.83,1,66.7%,4.56,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
24,2004,2004-11-28,11,24.058,HOU,,TEN,W 31-21,*,16,129,8.06,1,7,7,52,7.43,0,100.0%,7.43,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
25,2004,2004-12-05,12,24.065,HOU,@,NYJ,L 7-29,*,17,52,3.06,1,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
26,2004,2004-12-12,13,24.072,HOU,,IND,L 14-23,*,23,128,5.57,1,7,6,73,12.17,0,85.7%,10.43,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
27,2004,2004-12-19,14,24.079,HOU,@,CHI,W 24-5,*,25,95,3.80,1,5,4,22,5.50,0,80.0%,4.40,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
28,2004,2004-12-26,15,24.086,HOU,@,JAX,W 21-0,*,31,158,5.10,1,5,4,31,7.75,0,80.0%,6.20,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
29,2004,2005-01-02,16,24.093,HOU,,CLE,L 14-22,*,17,103,6.06,1,9,5,42,8.40,0,55.6%,4.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
30,2005,2005-09-11,1,24.345,HOU,@,BUF,L 7-22,*,14,48,3.43,0,4,2,9,4.50,0,50.0%,2.25,0,0,,0,0,0,,0,,,,1,29,29.00,0,0,0,,0,0,0
31,2005,2005-09-18,2,24.352,HOU,,PIT,L 7-27,*,15,59,3.93,0,6,4,33,8.25,1,66.7%,5.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
32,2005,2005-10-02,3,25.001,HOU,@,CIN,L 10-16,*,19,81,4.26,0,4,4,31,7.75,0,100.0%,7.75,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
33,2005,2005-10-09,4,25.008,HOU,,TEN,L 20-34,*,19,130,6.84,0,8,8,43,5.38,0,100.0%,5.38,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
34,2005,2005-10-16,5,25.015,HOU,@,SEA,L 10-42,*,18,40,2.22,0,3,2,28,14.00,1,66.7%,9.33,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
35,2005,2005-10-23,6,25.022,HOU,,IND,L 20-38,*,28,98,3.50,1,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
36,2005,2005-10-30,7,25.029,HOU,,CLE,W 19-16,*,28,91,3.25,0,2,2,25,12.50,0,100.0%,12.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
37,2005,2005-11-20,10,25.050,HOU,,KAN,L 17-45,*,13,57,4.38,1,4,3,53,17.67,0,75.0%,13.25,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
38,2005,2005-11-27,11,25.057,HOU,,STL,L 27-33,*,25,78,3.12,0,4,3,42,14.00,1,75.0%,10.50,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,1,3,3.00,0,1,6
