ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1963,1963-09-22,2,22.156,NYJ,,HOU,W 24-17,2,33,16.50,0,0,0,,0,0,0
2,1963,1963-09-28,3,22.162,NYJ,,OAK,W 10-7,1,21,21.00,0,0,0,,0,0,0
3,1963,1963-10-05,4,22.169,NYJ,,BOS,W 31-24,1,40,40.00,0,0,0,,0,0,0
4,1963,1963-10-13,5,22.177,NYJ,@,SDG,L 20-24,1,10,10.00,0,0,0,,0,0,0
5,1963,1963-10-20,6,22.184,NYJ,@,OAK,L 26-49,2,45,22.50,1,0,0,,0,1,6
6,1963,1963-11-02,8,22.197,NYJ,,SDG,L 7-53,1,11,11.00,0,0,0,,0,0,0
7,1964,1964-09-12,1,23.146,NYJ,,DEN,W 30-6,1,16,16.00,1,0,0,,0,1,6
8,1964,1964-10-03,3,23.167,NYJ,,SDG,T 17-17,3,56,18.67,0,0,0,,0,0,0
9,1964,1964-10-10,4,23.174,NYJ,,OAK,W 35-13,1,10,10.00,0,1,0,0.00,0,0,0
10,1964,1964-10-17,5,23.181,NYJ,,HOU,W 24-21,1,7,7.00,0,0,0,,0,0,0
11,1964,1964-10-24,6,23.188,NYJ,@,BUF,L 24-34,1,8,8.00,0,0,0,,0,0,0
12,1964,1964-11-08,8,23.203,NYJ,,BUF,L 7-20,2,15,7.50,0,0,0,,0,0,0
13,1964,1964-12-06,12,23.231,NYJ,@,SDG,L 3-38,1,12,12.00,0,0,0,,0,0,0
14,1964,1964-12-13,13,23.238,NYJ,@,HOU,L 17-33,2,29,14.50,0,0,0,,0,0,0
15,1964,1964-12-20,14,23.245,NYJ,@,KAN,L 7-24,1,0,0.00,0,0,0,,0,0,0
16,1965,1965-09-18,2,24.152,NYJ,,KAN,L 10-14,1,14,14.00,0,0,0,,0,0,0
