ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1985,1985-09-08,1,23.256,SEA,@,CIN,W 28-24,1,7,7.00,0,2,51,25.50,0,3,16,5.33,0,0,0
2,1985,1985-09-15,2,23.263,SEA,@,SDG,W 49-35,0,0,,0,1,29,29.00,0,3,10,3.33,0,0,0
3,1985,1985-09-23,3,23.271,SEA,,RAM,L 24-35,1,3,3.00,1,0,0,,0,2,12,6.00,0,1,6
4,1985,1985-09-29,4,23.277,SEA,@,KAN,L 7-28,0,0,,0,2,64,32.00,0,3,22,7.33,0,0,0
