ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1993,1993-09-05,1,24.175,RAI,,MIN,W 24-7,,,,,,,,,
2,1993,1993-09-12,2,24.182,RAI,@,SEA,W 17-13,,,,,,,,,
3,1993,1993-09-19,3,24.189,RAI,,CLE,L 16-19,,,,,,,,,
4,1993,1993-10-03,4,24.203,RAI,@,KAN,L 9-24,,,,,,,,,
5,1993,1993-10-10,5,24.210,RAI,,NYJ,W 24-20,,,,,,,,,
6,1993,1993-10-18,6,24.218,RAI,@,DEN,W 23-20,,,,,,,,,
7,1993,1993-10-31,7,24.231,RAI,,SDG,L 23-30,,,,,,,,,
8,1993,1993-11-07,8,24.238,RAI,@,CHI,W 16-14,,,,,,,,,
9,1993,1993-11-14,9,24.245,RAI,,KAN,L 20-31,,,,,,,,,
10,1993,1993-11-21,10,24.252,RAI,@,SDG,W 12-7,,,,,,,,,
11,1993,1993-11-28,11,24.259,RAI,@,CIN,L 10-16,,,,,,,,,
12,1993,1993-12-05,12,24.266,RAI,@,BUF,W 25-24,,,,,,,,,
13,1993,1993-12-12,13,24.273,RAI,,SEA,W 27-23,,,,,,,,,
14,1993,1993-12-19,14,24.280,RAI,,TAM,W 27-20,,,,,,,,,
15,1993,1993-12-26,15,24.287,RAI,@,GNB,L 0-28,,,,,,,,,
16,1993,1994-01-02,16,24.294,RAI,,DEN,W 33-30,,,,,,,,,
17,1994,1994-09-05,1,25.175,RAI,@,SFO,L 14-44,,0,0,,0,0.0,1,11,0
18,1994,1994-09-11,2,25.181,RAI,,SEA,L 9-38,,,,,,,,,
19,1994,1994-09-18,3,25.188,RAI,@,DEN,W 48-16,,,,,,,,,
20,1994,1994-09-25,4,25.195,RAI,,SDG,L 24-26,,,,,,,,,
21,1994,1994-10-09,5,25.209,RAI,@,NWE,W 21-17,,,,,,,,,
22,1994,1994-10-16,6,25.216,RAI,@,MIA,L 17-20,,,,,,,,,
23,1994,1994-10-23,7,25.223,RAI,,ATL,W 30-17,,,,,,,,,
24,1994,1994-10-30,8,25.230,RAI,,HOU,W 17-14,,,,,,,,,
25,1994,1994-11-06,9,25.237,RAI,@,KAN,L 3-13,,,,,,,,,
26,1994,1994-11-13,10,25.244,RAI,@,RAM,W 20-17,,,,,,,,,
27,1994,1994-11-20,11,25.251,RAI,,NOR,W 24-19,,0,0,,0,0.5,0,0,0
28,1994,1994-11-27,12,25.258,RAI,,PIT,L 3-21,,,,,,,,,
29,1994,1994-12-05,13,25.266,RAI,@,SDG,W 24-17,,,,,,,,,
30,1994,1994-12-11,14,25.272,RAI,,DEN,W 23-13,,,,,,,,,
31,1994,1994-12-18,15,25.279,RAI,@,SEA,W 17-16,,,,,,,,,
32,1994,1994-12-24,16,25.285,RAI,,KAN,L 9-19,,0,0,,0,1.0,0,0,0
33,1995,1995-09-03,1,26.173,OAK,,SDG,W 17-7,,,,,,,,,
34,1995,1995-09-10,2,26.180,OAK,@,WAS,W 20-8,,0,0,,0,1.0,0,0,0
35,1995,1995-09-17,3,26.187,OAK,@,KAN,L 17-23,,,,,,,,,
36,1995,1995-09-24,4,26.194,OAK,,PHI,W 48-17,,,,,,,,,
37,1995,1995-10-01,5,26.201,OAK,@,NYJ,W 47-10,,,,,,,,,
38,1995,1995-10-08,6,26.208,OAK,,SEA,W 34-14,,,,,,,,,
39,1995,1995-10-16,7,26.216,OAK,@,DEN,L 0-27,,,,,,,,,
40,1995,1995-10-22,8,26.222,OAK,,IND,W 30-17,,,,,,,,,
41,1995,1995-11-05,9,26.236,OAK,@,CIN,W 20-17,,,,,,,,,
42,1995,1995-11-12,10,26.243,OAK,@,NYG,W 17-13,,,,,,,,,
43,1995,1995-11-19,11,26.250,OAK,,DAL,L 21-34,,,,,,,,,
44,1995,1995-11-27,12,26.258,OAK,@,SDG,L 6-12,,,,,,,,,
45,1995,1995-12-03,13,26.264,OAK,,KAN,L 23-29,,,,,,,,,
46,1995,1995-12-10,14,26.271,OAK,,PIT,L 10-29,,,,,,,,,
47,1995,1995-12-17,15,26.278,OAK,@,SEA,L 10-44,,,,,,,,,
48,1995,1995-12-24,16,26.285,OAK,,DEN,L 28-31,,,,,,,,,
49,1996,1996-09-01,1,27.171,ARI,@,IND,L 13-20,,,,,,,,,
50,1996,1996-09-08,2,27.178,OAK,@,KAN,L 3-19,,,,,,,,,
51,1996,1996-09-15,3,27.185,OAK,,JAX,W 17-3,,,,,,,,,
52,1996,1996-09-22,4,27.192,OAK,,SDG,L 34-40,,,,,,,,,
53,1996,1996-09-29,5,27.199,OAK,@,CHI,L 17-19,,,,,,,,,
54,1996,1996-10-06,6,27.206,OAK,@,NYJ,W 34-13,,,,,,,,,
55,1996,1996-10-13,7,27.213,OAK,,DET,W 37-21,,,,,,,,,
56,1996,1996-10-21,8,27.221,OAK,@,SDG,W 23-14,,,,,,,,,
57,1996,1996-11-04,9,27.235,OAK,,DEN,L 21-22,,,,,,,,,
58,1996,1996-11-10,10,27.241,OAK,@,TAM,L 17-20,,,,,,,,,
59,1996,1996-11-17,11,27.248,OAK,,MIN,L 13-16,,,,,,,,,
60,1996,1996-11-24,12,27.255,OAK,@,SEA,W 27-21,,,,,,,,,
61,1996,1996-12-01,13,27.262,OAK,,MIA,W 17-7,,,,,,,,,
62,1996,1996-12-09,14,27.270,OAK,,KAN,W 26-7,,,,,,,,,
63,1996,1996-12-15,15,27.276,OAK,@,DEN,L 19-24,,,,,,,,,
64,1996,1996-12-22,16,27.283,OAK,,SEA,L 21-28,,,,,,,,,
65,1997,1997-08-31,1,28.170,OAK,@,TEN,L 21-24,,0,0,,0,,,,
66,1997,1997-09-08,2,28.178,OAK,,KAN,L 27-28,,0,0,,0,,,,
67,1997,1997-09-14,3,28.184,OAK,@,ATL,W 36-31,,0,0,,0,1.0,0,0,0
68,1997,1997-09-21,4,28.191,OAK,@,NYJ,L 22-23,,0,0,,0,,,,
