ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1979,1979-09-03,1,22.276,PIT,@,NWE,W 16-13,,,,
2,1979,1979-09-09,2,22.282,PIT,,HOU,W 38-7,,,,
3,1979,1979-09-16,3,22.289,PIT,@,STL,W 24-21,,,,
4,1979,1979-09-23,4,22.296,PIT,,BAL,W 17-13,,,,
5,1979,1979-09-30,5,22.303,PIT,@,PHI,L 14-17,,,,
6,1979,1979-10-07,6,22.310,PIT,@,CLE,W 51-35,,,,
7,1979,1979-10-14,7,22.317,PIT,@,CIN,L 10-34,,,,
8,1979,1979-10-22,8,22.325,PIT,,DEN,W 42-7,,,,
9,1979,1979-10-28,9,22.331,PIT,,DAL,W 14-3,,,,
10,1979,1979-11-04,10,22.338,PIT,,WAS,W 38-7,,,,
11,1979,1979-11-11,11,22.345,PIT,@,KAN,W 30-3,,,,
12,1979,1979-11-18,12,22.352,PIT,@,SDG,L 7-35,1,0,0.00,0
13,1979,1979-11-25,13,22.359,PIT,,CLE,W 33-30,,,,
14,1979,1979-12-02,14,23.001,PIT,,CIN,W 37-17,,,,
15,1979,1979-12-10,15,23.009,PIT,@,HOU,L 17-20,,,,
16,1979,1979-12-16,16,23.015,PIT,,BUF,W 28-0,,,,
17,1980,1980-11-30,13,23.365,MIA,@,PIT,L 10-23,,,,
18,1980,1980-12-08,14,24.007,MIA,,NWE,W 16-13,,,,
19,1980,1980-12-14,15,24.013,MIA,@,BAL,W 24-14,,,,
20,1980,1980-12-20,16,24.019,MIA,,NYJ,L 17-24,,,,
