ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1974,1974-09-15,1,24.246,NWE,,MIA,W 34-24,,,,,,,,,,,,,,,,
2,1974,1974-09-22,2,24.253,NWE,@,NYG,W 28-20,,,,,,,,,,,,,,,,
3,1974,1974-09-29,3,24.260,NWE,,RAM,W 20-14,,,,,,,,,,,,,,,,
4,1974,1974-10-06,4,24.267,NWE,,BAL,W 42-3,,1,1,100.00,20,0,0,118.7,0,0,20.00,20.00,0,0,,0
5,1974,1974-10-13,5,24.274,NWE,@,NYJ,W 24-0,,,,,,,,,,,,,,,,
6,1974,1974-10-20,6,24.281,NWE,@,BUF,L 28-30,,,,,,,,,,,,,,,,
7,1974,1974-10-27,7,24.288,NWE,@,MIN,W 17-14,,,,,,,,,,,,,,,,
8,1974,1974-11-03,8,24.295,NWE,,BUF,L 28-29,,,,,,,,,,,,,,,,
9,1974,1974-11-10,9,24.302,NWE,,CLE,L 14-21,,,,,,,,,,,,,,,,
10,1974,1974-11-17,10,24.309,NWE,,NYJ,L 16-21,,,,,,,,,,,,,,,,
11,1974,1974-11-24,11,24.316,NWE,@,BAL,W 27-17,,,,,,,,,,,,,,,,
12,1974,1974-12-01,12,24.323,NWE,@,OAK,L 26-41,,,,,,,,,,,,,,,,
13,1974,1974-12-08,13,24.330,NWE,,PIT,L 17-21,,,,,,,,,,,,,,,,
14,1974,1974-12-15,14,24.337,NWE,@,MIA,L 27-34,,,,,,,,,,,,,,,,
15,1975,1975-09-21,1,25.252,NWE,,HOU,L 0-7,*,10,18,55.56,95,0,0,70.4,0,0,5.28,5.28,1,2,2.00,0
16,1975,1975-09-28,2,25.259,NWE,,MIA,L 14-22,*,8,17,47.06,126,2,3,71.8,0,0,7.41,1.82,1,0,0.00,0
17,1975,1975-10-05,3,25.266,NWE,@,NYJ,L 7-36,,,,,,,,,,,,,,,,
18,1975,1975-11-02,7,25.294,NWE,@,STL,L 17-24,,,,,,,,,,,,,,,,
19,1975,1975-11-09,8,25.301,NWE,@,SDG,W 33-19,,,,,,,,,,,,,,,,
20,1975,1975-11-16,9,25.308,NWE,,DAL,L 31-34,,,,,,,,,,,,,,,,
21,1975,1975-11-23,10,25.315,NWE,@,BUF,L 31-45,,,,,,,,,,,,,,,,
22,1975,1975-12-01,11,25.323,NWE,@,MIA,L 7-20,,,,,,,,,,,,,,,,
23,1975,1975-12-07,12,25.329,NWE,,NYJ,L 28-30,,,,,,,,,,,,,,,,
24,1975,1975-12-14,13,25.336,NWE,,BUF,L 14-34,,,,,,,,,,,,,,,,
25,1975,1975-12-21,14,25.343,NWE,@,BAL,L 21-34,,,,,,,,,,,,,,,,
26,1977,1977-10-23,6,27.284,PIT,,HOU,W 27-10,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
27,1977,1977-11-06,8,27.298,PIT,@,DEN,L 7-21,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,4,4.00,0
28,1977,1977-11-13,9,27.305,PIT,,CLE,W 35-31,,2,2,100.00,-6,0,0,79.2,0,0,-3.00,-3.00,2,-1,-0.50,0
29,1977,1977-12-18,14,27.340,PIT,@,SDG,W 10-9,,4,8,50.00,53,0,0,71.4,0,0,6.63,6.63,2,0,0.00,0
