ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1985,1985-09-08,1,26.243,SDG,@,BUF,W 14-9,3,7,2.33,0,0,0,,0,1,28,28.00,0
2,1985,1985-09-15,2,26.250,SDG,,SEA,L 35-49,1,0,0.00,0,0,0,,0,1,11,11.00,0
3,1985,1985-09-22,3,26.257,SDG,@,CIN,W 44-41,1,4,4.00,0,0,0,,0,4,114,28.50,0
4,1985,1985-09-29,4,26.264,SDG,,CLE,L 7-21,1,1,1.00,0,0,0,,0,2,32,16.00,0
5,1985,1985-10-06,5,26.271,SDG,@,SEA,L 21-26,0,0,,0,0,0,,0,1,13,13.00,0
6,1985,1985-10-13,6,26.278,SDG,,KAN,W 31-20,0,0,,0,0,0,,0,1,25,25.00,0
7,1985,1985-10-27,8,26.292,BUF,@,PHI,L 17-21,0,0,,0,0,0,,0,0,0,,0
8,1985,1985-11-03,9,26.299,BUF,,CIN,L 17-23,0,0,,0,0,0,,0,2,23,11.50,0
9,1985,1985-11-10,10,26.306,BUF,,HOU,W 20-0,0,0,,0,0,0,,0,1,22,22.00,0
10,1985,1985-11-17,11,26.313,BUF,@,CLE,L 7-17,0,0,,0,0,0,,0,0,0,,0
11,1985,1985-11-24,12,26.320,BUF,,MIA,L 14-23,0,0,,0,0,0,,0,2,35,17.50,0
12,1985,1985-12-01,13,26.327,BUF,@,SDG,L 7-40,1,4,4.00,0,1,6,6.00,0,4,55,13.75,0
13,1985,1985-12-08,14,26.334,BUF,,NYJ,L 7-27,0,0,,0,0,0,,0,4,74,18.50,0
14,1985,1985-12-15,15,26.341,BUF,@,PIT,L 24-30,3,22,7.33,0,0,0,,0,4,79,19.75,0
15,1985,1985-12-22,16,26.348,BUF,@,MIA,L 0-28,0,0,,0,1,3,3.00,0,3,50,16.67,0
16,1987,1987-10-04,3,28.269,SDG,@,CIN,W 10-9,1,3,3.00,0,1,4,4.00,0,0,0,,0
17,1987,1987-10-18,5,28.283,SDG,@,RAI,W 23-17,0,0,,0,0,0,,0,,,,
