ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1987,1987-10-04,3,23.176,HOU,@,DEN,W 40-10,8,20,2.50,0
2,1987,1987-10-11,4,23.183,HOU,@,CLE,W 15-10,0,0,,0
3,1987,1987-10-18,5,23.190,HOU,,NWE,L 7-21,1,3,3.00,0
