ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1992,1992-09-13,1,24.174,NWE,@,RAM,L 0-14,0,0,,0,1,19,19.00,0
2,1992,1992-12-13,14,24.265,NWE,@,KAN,L 20-27,0,0,,0,6,125,20.83,0
3,1992,1992-12-20,15,24.272,NWE,@,CIN,L 10-20,5,39,7.80,0,0,0,,0
4,1992,1992-12-27,16,24.279,NWE,,MIA,L 13-16,30,123,4.10,0,4,89,22.25,0
5,1993,1993-09-05,1,25.166,NWE,@,BUF,L 14-38,,,,,,,,
6,1993,1993-09-12,2,25.173,NWE,,DET,L 16-19,,,,,,,,
