ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2000,2000-09-03,1,23.117,JAX,@,CLE,W 27-7,,,,,,,
2,2000,2000-09-10,2,23.124,JAX,@,BAL,L 36-39,,,,,,,
3,2000,2000-09-17,3,23.131,JAX,,CIN,W 13-0,,,,,,,
4,2000,2000-09-25,4,23.139,JAX,@,IND,L 14-43,,,,,,,
5,2000,2000-10-01,5,23.145,JAX,,PIT,L 13-24,,,,,,,
6,2000,2000-10-08,6,23.152,JAX,,BAL,L 10-15,,,,,,,
7,2000,2000-10-16,7,23.160,JAX,@,TEN,L 13-27,,,,,,,
8,2000,2000-10-22,8,23.166,JAX,,WAS,L 16-35,,,,,,,
9,2000,2000-10-29,9,23.173,JAX,@,DAL,W 23-17,,,,,,,
10,2000,2000-11-12,10,23.187,JAX,,SEA,L 21-28,,,,,,,
11,2000,2000-11-19,11,23.194,JAX,@,PIT,W 34-24,,,,,,,
12,2000,2000-11-26,12,23.201,JAX,,TEN,W 16-13,,,,,,,
13,2000,2000-12-03,13,23.208,JAX,,CLE,W 48-0,,,,,,,
14,2000,2000-12-10,14,23.215,JAX,,ARI,W 44-10,,,,,,,
15,2000,2000-12-17,15,23.222,JAX,@,CIN,L 14-17,,,,,,,
16,2000,2000-12-23,16,23.228,JAX,@,NYG,L 25-28,,,,,,,
17,2001,2001-09-09,1,24.123,JAX,,PIT,W 21-3,,,,,,,
18,2001,2001-09-23,2,24.137,JAX,,TEN,W 13-6,,,,,,,
19,2001,2001-09-30,3,24.144,JAX,,CLE,L 14-23,,,,,,,
20,2001,2001-10-07,4,24.151,JAX,@,SEA,L 15-24,,,,,,,
21,2001,2001-10-18,5,24.162,JAX,,BUF,L 10-13,,,,,,,
22,2001,2001-10-28,6,24.172,JAX,@,BAL,L 17-18,*,,,,,,
23,2001,2001-11-04,7,24.179,JAX,@,TEN,L 24-28,*,,,,,,
24,2001,2001-11-11,8,24.186,JAX,,CIN,W 30-13,,,,,,,
25,2001,2001-11-18,9,24.193,JAX,@,PIT,L 7-20,,,,,,,
26,2001,2001-11-25,10,24.200,JAX,,BAL,L 21-24,*,,,,,,
27,2001,2001-12-03,11,24.208,JAX,,GNB,L 21-28,,,,,,,
28,2001,2001-12-30,15,24.235,JAX,,KAN,L 26-30,,,,,,,
29,2001,2002-01-06,16,24.242,JAX,@,CHI,L 13-33,,,,,,,
30,2002,2002-09-08,1,25.122,JAX,,IND,L 25-28,*,,,,,,
31,2002,2002-09-15,2,25.129,JAX,@,KAN,W 23-16,*,,,,,,
32,2002,2002-09-29,3,25.143,JAX,,NYJ,W 28-3,*,,,,,,
33,2002,2002-10-06,4,25.150,JAX,,PHI,W 28-25,*,,,,,,
