ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2010,2010-10-24,6,22.120,KAN,,JAX,W 42-20,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
2,2010,2010-10-31,7,22.127,KAN,,BUF,W 13-10,,2,,,,,0.0%,,,,,,,,,,
3,2010,2010-11-07,8,22.134,KAN,@,OAK,L 20-23,,1,1,11,11.00,1,100.0%,11.00,0,0,,0,1,6,0.0,0,0
4,2010,2010-11-14,9,22.141,KAN,@,DEN,L 29-49,,3,1,38,38.00,0,33.3%,12.67,1,18,18.00,0,0,0,0.0,0,0
5,2010,2010-11-21,10,22.148,KAN,,ARI,W 31-13,*,4,1,13,13.00,0,25.0%,3.25,0,0,,0,0,0,0.0,0,0
6,2010,2010-11-28,11,22.155,KAN,@,SEA,W 42-24,*,2,1,24,24.00,0,50.0%,12.00,1,15,15.00,0,0,0,0.0,0,2
7,2010,2010-12-05,12,22.162,KAN,,DEN,W 10-6,,4,2,28,14.00,0,50.0%,7.00,0,0,,0,0,0,0.0,0,0
8,2010,2010-12-12,13,22.169,KAN,@,SDG,L 0-31,,2,0,0,,0,0.0%,0.00,2,40,20.00,0,0,0,0.0,0,0
9,2010,2010-12-19,14,22.176,KAN,@,STL,W 27-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
10,2010,2010-12-26,15,22.183,KAN,,TEN,W 34-14,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
11,2010,2011-01-02,16,22.190,KAN,,OAK,L 10-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
