ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1957,1957-09-29,1,23.065,PHI,@,RAM,L 13-17,1,2,2.00,0,3,17,5.67,0,1,1,100.00,11,0,0,112.5,0,0,11.00,11.00,,,,,,,,,0,
2,1957,1957-10-05,2,23.071,PHI,,NYG,L 20-24,0,0,,0,2,7,3.50,0,0,0,,0,0,,,,,,,,,,,,,,,0,
3,1957,1957-10-13,3,23.079,PHI,@,CLE,L 7-24,0,0,,0,2,17,8.50,0,0,0,,0,0,,,,,,,,,,,,,,,0,
4,1957,1957-10-27,5,23.093,PHI,@,PIT,L 0-6,0,0,,0,5,-5,-1.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
5,1957,1957-11-24,9,23.121,PHI,,WAS,W 21-12,2,97,48.50,2,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,2,
6,1957,1957-12-01,10,23.128,PHI,,PIT,W 7-6,1,17,17.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
7,1957,1957-12-08,11,23.135,PHI,@,WAS,L 7-42,2,64,32.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
8,1957,1957-12-14,12,23.141,PHI,,CRD,L 27-31,3,48,16.00,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,1,
9,1958,1958-10-05,2,24.071,PHI,,NYG,W 27-24,1,91,91.00,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,1,
10,1958,1958-10-12,3,24.078,PHI,@,PIT,L 3-24,4,29,7.25,0,1,-9,-9.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
11,1958,1958-10-19,4,24.085,PHI,,SFO,L 24-30,3,45,15.00,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,1,
12,1958,1958-10-26,5,24.092,PHI,@,GNB,L 35-38,3,54,18.00,2,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,2,
13,1958,1958-11-02,6,24.099,PHI,@,CRD,T 21-21,1,12,12.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
14,1958,1958-11-09,7,24.106,PHI,,PIT,L 24-31,1,10,10.00,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,1,
15,1958,1958-11-16,8,24.113,PHI,,CRD,W 49-21,4,96,24.00,1,1,0,0.00,0,0,0,,0,0,,,,,,,,,,,,,,,1,
16,1958,1958-11-23,9,24.120,PHI,@,CLE,L 14-28,3,60,20.00,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,1,
17,1958,1958-12-07,11,24.134,PHI,,CLE,L 14-21,5,58,11.60,2,1,5,5.00,0,0,0,,0,0,,,,,,,,,,,,,,,2,
18,1958,1958-12-14,12,24.141,PHI,@,WAS,L 0-20,4,148,37.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
19,1959,1959-09-27,1,25.063,PHI,@,SFO,L 14-24,1,16,16.00,0,1,-4,-4.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
