ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1976,1976-09-12,1,22.251,SEA,,STL,L 24-30,3,3,100.0,1,1,100.0,0,6
2,1976,1976-09-19,2,22.258,SEA,@,WAS,L 7-31,1,1,100.0,,,,0,1
3,1976,1976-09-26,3,22.265,SEA,,SFO,L 21-37,3,3,100.0,,3,0.0,0,3
