ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2015,2015-09-20,2,22.004,DAL,@,PHI,W 20-10,,1,1,0,0.00,0,100.0%,0.00
2,2015,2015-10-11,5,22.025,DAL,,NWE,L 6-30,*,0,0,0,,0,0.0%,
3,2015,2015-12-27,15,22.102,DAL,@,BUF,L 6-16,,0,0,0,,0,0.0%,
4,2015,2016-01-03,16,22.109,DAL,,WAS,L 23-34,,0,0,0,,0,0.0%,
5,2016,2016-09-11,1,22.361,DAL,,NYG,L 19-20,*,1,1,21,21.00,0,100.0%,21.00
6,2016,2016-09-18,2,23.002,DAL,@,WAS,W 27-23,,2,2,29,14.50,0,100.0%,14.50
7,2016,2016-09-25,3,23.009,DAL,,CHI,W 31-17,*,1,0,0,,0,0.0%,0.00
8,2016,2016-10-02,4,23.016,DAL,@,SFO,W 24-17,,0,0,0,,0,0.0%,
9,2016,2016-10-09,5,23.023,DAL,,CIN,W 28-14,*,1,0,0,,0,0.0%,0.00
10,2016,2016-10-16,6,23.030,DAL,@,GNB,W 30-16,*,0,0,0,,0,0.0%,
11,2016,2016-10-30,7,23.044,DAL,,PHI,W 29-23,,1,1,8,8.00,0,100.0%,8.00
12,2016,2016-11-06,8,23.051,DAL,@,CLE,W 35-10,*,2,2,11,5.50,0,100.0%,5.50
13,2016,2016-11-13,9,23.058,DAL,@,PIT,W 35-30,*,0,0,0,,0,0.0%,
14,2017,2017-09-10,1,23.359,DAL,,NYG,W 19-3,,0,0,0,,0,0.0%,
15,2017,2017-09-17,2,24.001,DAL,@,DEN,L 17-42,,0,0,0,,0,0.0%,
16,2017,2017-09-25,3,24.009,DAL,@,ARI,W 28-17,,0,0,0,,0,0.0%,
17,2017,2017-10-01,4,24.015,DAL,,LAR,L 30-35,,0,0,0,,0,0.0%,
18,2017,2017-10-08,5,24.022,DAL,,GNB,L 31-35,,0,0,0,,0,0.0%,
19,2017,2017-10-22,6,24.036,DAL,@,SFO,W 40-10,,1,1,7,7.00,0,100.0%,7.00
20,2017,2017-10-29,7,24.043,DAL,@,WAS,W 33-19,,1,1,18,18.00,0,100.0%,18.00
21,2017,2017-11-05,8,24.050,DAL,,KAN,W 28-17,,0,0,0,,0,0.0%,
22,2017,2017-11-19,10,24.064,DAL,,PHI,L 9-37,,0,0,0,,0,0.0%,
23,2017,2017-11-23,11,24.068,DAL,,LAC,L 6-28,,0,0,0,,0,0.0%,
24,2017,2017-11-30,12,24.075,DAL,,WAS,W 38-14,,0,0,0,,0,0.0%,
25,2017,2017-12-10,13,24.085,DAL,@,NYG,W 30-10,,0,0,0,,0,0.0%,
26,2017,2017-12-17,14,24.092,DAL,@,OAK,W 20-17,*,0,0,0,,0,0.0%,
27,2017,2017-12-24,15,24.099,DAL,,SEA,L 12-21,,0,0,0,,0,0.0%,
28,2017,2017-12-31,16,24.106,DAL,@,PHI,W 6-0,*,0,0,0,,0,0.0%,
29,2018,2018-09-09,1,24.358,DAL,@,CAR,L 8-16,*,4,3,18,6.00,0,75.0%,4.50
30,2018,2018-09-16,2,25.000,DAL,,NYG,W 20-13,*,0,0,0,,0,0.0%,
31,2018,2018-09-23,3,25.007,DAL,@,SEA,L 13-24,*,7,5,47,9.40,0,71.4%,6.71
