ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1968,1968-09-08,1,22.028,BOS,@,BUF,W 16-7,0,0,,0,0,0,,0,1,11,0
2,1968,1968-09-29,3,22.049,BOS,@,DEN,W 20-17,1,26,26.00,0,1,5,5.00,0,0,0,0
3,1968,1968-10-06,4,22.056,BOS,@,OAK,L 10-41,2,37,18.50,0,0,0,,0,0,0,0
4,1969,1969-10-05,4,23.055,BOS,,NYJ,L 14-23,0,0,,0,0,0,,0,1,23,0
5,1969,1969-11-16,10,23.097,BOS,@,CIN,W 25-14,0,0,,0,0,0,,0,1,0,0
6,1970,1970-09-20,1,24.040,BOS,,MIA,W 27-14,0,0,,0,0,0,,0,1,9,0
7,1970,1970-09-27,2,24.047,BOS,,NYJ,L 21-31,,,,,,,,,,,
8,1970,1970-10-04,3,24.054,BOS,,BAL,L 6-14,,,,,,,,,,,
9,1970,1970-10-11,4,24.061,BOS,@,KAN,L 10-23,,,,,,,,,,,
10,1970,1970-10-18,5,24.068,BOS,,NYG,L 0-16,,,,,,,,,,,
11,1970,1970-10-25,6,24.075,BOS,@,BAL,L 3-27,,,,,,,,,,,
12,1970,1970-11-01,7,24.082,BOS,,BUF,L 10-45,0,0,,0,2,6,3.00,0,0,0,0
13,1970,1970-11-08,8,24.089,BOS,@,STL,L 0-31,,,,,,,,,,,
14,1970,1970-11-15,9,24.096,BOS,,SDG,L 14-16,,,,,,,,,,,
15,1970,1970-11-22,10,24.103,BOS,@,NYJ,L 3-17,0,0,,0,0,0,,0,1,42,0
16,1970,1970-11-29,11,24.110,BOS,@,BUF,W 14-10,,,,,,,,,,,
17,1970,1970-12-06,12,24.117,BOS,@,MIA,L 20-37,,,,,,,,,,,
18,1970,1970-12-13,13,24.124,BOS,,MIN,L 14-35,,,,,,,,,,,
19,1970,1970-12-20,14,24.131,BOS,@,CIN,L 7-45,,,,,,,,,,,
