ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1971,1971-09-19,1,22.348,BUF,,DAL,L 37-49,3,52,17.33,0,0,0
2,1971,1971-09-26,2,22.355,BUF,,MIA,L 14-29,1,2,2.00,0,0,0
3,1971,1971-10-03,3,22.362,BUF,@,MIN,L 0-19,2,10,5.00,0,0,0
4,1971,1971-10-17,5,23.011,BUF,@,NYJ,L 17-28,,,,,,
5,1971,1971-10-23,6,23.017,BUF,@,SDG,L 3-20,2,14,7.00,0,0,0
6,1971,1971-10-31,7,23.025,BUF,,STL,L 23-28,,,,,,
7,1971,1971-11-07,8,23.032,BUF,@,MIA,L 0-34,1,15,15.00,0,0,0
8,1971,1971-11-14,9,23.039,BUF,@,NWE,L 33-38,1,13,13.00,0,0,0
9,1971,1971-11-21,10,23.046,BUF,,NYJ,L 7-20,,,,,,
10,1971,1971-11-28,11,23.053,BUF,,NWE,W 27-20,,,,,,
11,1971,1971-12-05,12,23.060,BUF,@,BAL,L 0-24,,,,,,
12,1971,1971-12-12,13,23.067,BUF,,HOU,L 14-20,,,,,,
13,1971,1971-12-19,14,23.074,BUF,@,KAN,L 9-22,3,24,8.00,0,0,0
14,1972,1972-09-17,1,23.347,BUF,,NYJ,L 24-41,2,33,16.50,0,0,0
15,1972,1972-09-24,2,23.354,BUF,,SFO,W 27-20,1,17,17.00,1,1,6
16,1972,1972-10-01,3,23.361,BUF,,BAL,L 0-17,,,,,,
17,1972,1972-10-08,4,24.002,BUF,,NWE,W 38-14,,,,,,
18,1972,1972-10-15,5,24.009,BUF,@,OAK,L 16-28,,,,,,
19,1972,1972-10-22,6,24.016,BUF,@,MIA,L 23-24,,,,,,
20,1972,1972-10-29,7,24.023,BUF,,PIT,L 21-38,1,11,11.00,0,0,0
21,1972,1972-11-05,8,24.030,BUF,,MIA,L 16-30,,,,,,
22,1972,1972-11-12,9,24.037,BUF,@,NYJ,L 3-41,1,18,18.00,0,0,0
23,1972,1972-11-19,10,24.044,BUF,@,NWE,W 27-24,1,12,12.00,0,0,0
24,1972,1972-11-26,11,24.051,BUF,@,CLE,L 10-27,,,,,,
25,1972,1972-12-03,12,24.058,BUF,@,BAL,L 7-35,,,,,,
26,1972,1972-12-10,13,24.065,BUF,,DET,T 21-21,2,8,4.00,1,1,6
27,1972,1972-12-17,14,24.072,BUF,@,WAS,W 24-17,4,49,12.25,0,0,0
