ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2015,2015-09-13,1,23.246,NYG,@,DAL,L 26-27,,0,0,0,,0,0.0%,,0,0,,0
2,2015,2015-09-20,2,23.253,NYG,,ATL,L 20-24,,1,1,5,5.00,0,100.0%,5.00,0,0,,0
3,2015,2015-09-24,3,23.257,NYG,,WAS,W 32-21,,0,0,0,,0,0.0%,,0,0,,0
4,2015,2015-10-04,4,23.267,NYG,@,BUF,W 24-10,,0,0,0,,0,0.0%,,0,0,,0
5,2015,2015-10-11,5,23.274,NYG,,SFO,W 30-27,,1,1,16,16.00,0,100.0%,16.00,0,0,,0
6,2015,2015-10-19,6,23.282,NYG,@,PHI,L 7-27,,1,0,0,,0,0.0%,0.00,0,0,,0
7,2015,2015-10-25,7,23.288,NYG,,DAL,W 27-20,,0,0,0,,0,0.0%,,0,0,,0
8,2015,2015-11-01,8,23.295,NYG,@,NOR,L 49-52,,0,0,0,,0,0.0%,,0,0,,0
9,2015,2015-11-08,9,23.302,NYG,@,TAM,W 32-18,,0,0,0,,0,0.0%,,0,0,,0
10,2015,2015-11-15,10,23.309,NYG,,NWE,L 26-27,,0,0,0,,0,0.0%,,0,0,,0
11,2016,2016-12-18,14,24.343,SDG,,OAK,L 16-19,,0,0,0,,0,0.0%,,1,9,9.00,0
12,2016,2016-12-24,15,24.349,SDG,@,CLE,L 17-20,,1,0,0,,0,0.0%,0.00,0,0,,0
13,2016,2017-01-01,16,24.357,SDG,,KAN,L 27-37,,1,0,0,,0,0.0%,0.00,0,0,,0
14,2017,2017-09-11,1,25.244,LAC,@,DEN,L 21-24,,0,0,0,,0,0.0%,,0,0,,0
15,2017,2017-12-03,12,25.327,LAC,,CLE,W 19-10,,0,0,0,,0,0.0%,,0,0,,0
16,2018,2018-09-16,2,26.249,LAC,@,BUF,W 31-20,,0,0,0,,0,0.0%,,0,0,,0
17,2018,2018-09-23,3,26.256,LAC,@,LAR,L 23-35,,0,0,0,,0,0.0%,,0,0,,0
